,meta_prob,l2_consensus_target,realized_return,volatility_1d,layer5_size,layer5_pnl
2025-11-22 22:00:00,,0.9999546021312976,0.0066514006174067134,0.0032427335787285584,0.0,0.0
2025-11-22 22:30:00,,0.9999546021312976,0.006521858608603443,0.003208256040896047,0.0,0.0
2025-11-22 22:45:00,,4.5397868702434395e-05,-0.008850442709182938,0.0031700300975673387,0.0,-0.0
2025-11-22 23:00:00,,0.9999546021312976,0.006359905175235725,0.0031649338559877915,0.0,0.0
2025-11-22 23:15:00,,0.9999546021312976,0.00561591910807144,0.0029626851661748556,0.0,0.0
2025-11-22 23:30:00,,0.9999546021312976,0.005638740158938233,0.0029689704540251274,0.0,0.0
2025-11-22 23:45:00,,0.9999546021312976,0.005641178039305038,0.00296964157285419,0.0,0.0
2025-11-23 00:00:00,,0.9999546021312976,0.0055947875017171985,0.0029568604497113445,0.0,0.0
2025-11-23 00:15:00,,0.9999546021312976,0.005299318205083192,0.0028749349210761927,0.0,0.0
2025-11-23 00:30:00,,0.9999546021312976,0.005222866371244886,0.002853588129988144,0.0,0.0
2025-11-23 00:45:00,,0.9999546021312976,0.0052137071450324935,0.0028510265389665303,0.0,0.0
2025-11-23 01:00:00,,0.9999546021312976,0.005307322884474267,0.00287716640208753,0.0,0.0
2025-11-23 01:15:00,,0.9999546021312976,0.005287776324702255,0.0028717161767738675,0.0,0.0
2025-11-23 01:30:00,,0.9999546021312976,0.005476925293902903,0.0029242889942661158,0.0,0.0
2025-11-23 01:45:00,,0.9999546021312976,0.005470986186954526,0.002922643923658551,0.0,0.0
2025-11-23 02:00:00,,0.9999546021312976,0.005311735147106668,0.002878396128821127,0.0,0.0
2025-11-23 02:15:00,,0.9999546021312976,0.005335931388518285,0.0028851361367641633,0.0,0.0
2025-11-23 02:30:00,,0.5,0.0,0.002851356895378264,0.0,0.0
2025-11-23 02:45:00,,0.9999546021312976,0.005196406215836378,0.0028461854912671574,0.0,0.0
2025-11-23 03:00:00,,0.9999546021312976,0.005240343439765081,0.0028584735225852973,0.0,0.0
2025-11-23 03:15:00,,0.9999546021312976,0.00515437637365805,0.0028344116150716813,0.0,0.0
2025-11-23 03:30:00,,0.5,0.0,0.0028391043469680813,0.0,0.0
2025-11-23 03:45:00,,0.5,0.0,0.0028420662043202867,0.0,0.0
2025-11-23 04:00:00,,0.5,0.0,0.00277996107637904,0.0,0.0
2025-11-23 04:15:00,,0.5,0.0,0.0027897517562954634,0.0,0.0
2025-11-23 04:30:00,,0.5,0.0,0.002800249603626634,0.0,0.0
2025-11-23 04:45:00,,0.5,0.0,0.002767918845137679,0.0,0.0
2025-11-23 05:00:00,,0.5,0.0,0.0027649244872134673,0.0,0.0
2025-11-23 05:15:00,,0.5,0.0,0.0027595707020431604,0.0,0.0
2025-11-23 05:30:00,,0.5,0.0,0.0027629903936220927,0.0,0.0
2025-11-23 05:45:00,,0.5,0.0,0.002736484059831545,0.0,0.0
2025-11-23 06:00:00,,0.5,0.0,0.002735196997214894,0.0,0.0
2025-11-23 06:15:00,,0.5,0.0,0.002726746142083492,0.0,0.0
2025-11-23 06:30:00,,4.5397868702434395e-05,-0.007836341704670005,0.002721060352054605,0.0,-0.0
2025-11-23 06:45:00,,4.5397868702434395e-05,-0.007832709881113467,0.0027194022146861297,0.0,-0.0
2025-11-23 07:00:00,,4.5397868702434395e-05,-0.007827766256075352,0.002717144551237615,0.0,-0.0
2025-11-23 08:00:00,,0.16542350379456988,-0.0008092077653855086,0.002849227863121435,0.0,-0.0
2025-11-23 08:15:00,,0.5,0.0,0.002767979317661369,0.0,0.0
2025-11-23 08:45:00,,0.5,0.0,0.0027844125682432233,0.0,0.0
2025-11-23 09:15:00,,0.5,0.0,0.0027480896472530498,0.0,0.0
2025-11-23 09:30:00,,0.5,0.0,0.0027710010689235456,0.0,0.0
2025-11-23 09:45:00,,0.5,0.0,0.0027709117775890713,0.0,0.0
2025-11-23 10:15:00,,0.5,0.0,0.002700452506970975,0.0,0.0
2025-11-23 10:45:00,,0.5,0.0,0.0027041227607951727,0.0,0.0
2025-11-23 11:15:00,,0.5,0.0,0.0026301066269072706,0.0,0.0
2025-11-23 11:30:00,,0.5,0.0,0.002630696166262606,0.0,0.0
2025-11-23 12:00:00,,0.5,0.0,0.002550140845815784,0.0,0.0
2025-11-23 12:15:00,,0.5,0.0,0.002559207221398731,0.0,0.0
2025-11-23 12:30:00,,0.5,0.0,0.002558048036122714,0.0,0.0
2025-11-23 12:45:00,,0.5,0.0,0.002557261733460351,0.0,0.0
2025-11-23 13:00:00,,0.5,0.0,0.002582099506446698,0.0,0.0
2025-11-23 13:15:00,,0.5,0.0,0.0025551345894376165,0.0,0.0
2025-11-23 13:30:00,,0.5,0.0,0.0025643089479206694,0.0,0.0
2025-11-23 13:45:00,,0.5,0.0,0.002564937119392485,0.0,0.0
2025-11-23 14:00:00,,0.5,0.0,0.00248009238979744,0.0,0.0
2025-11-23 14:15:00,,0.5,0.0,0.0024869910249313287,0.0,0.0
2025-11-23 14:30:00,,0.5,0.0,0.002479086391112875,0.0,0.0
2025-11-23 15:00:00,,0.5,0.0,0.002527915876783474,0.0,0.0
2025-11-23 15:30:00,,0.5,0.0,0.002474759955940702,0.0,0.0
2025-11-23 15:45:00,,0.5,0.0,0.002459033338016698,0.0,0.0
2025-11-23 16:00:00,,0.5,0.0,0.002441404553229495,0.0,0.0
2025-11-23 16:15:00,,0.5,0.0,0.002466800396890666,0.0,0.0
2025-11-23 16:30:00,,0.5,0.0,0.0024708674381452487,0.0,0.0
2025-11-23 19:15:00,,0.5,0.0,0.0028137943748249576,0.0,0.0
2025-11-23 19:30:00,,0.5,0.0,0.0028262811252499154,0.0,0.0
2025-11-23 20:00:00,,0.5,0.0,0.0028499824952290514,0.0,0.0
2025-11-23 20:15:00,,0.5,0.0,0.002849536860403774,0.0,0.0
2025-11-23 20:30:00,,0.5,0.0,0.002817036852982203,0.0,0.0
2025-11-23 20:45:00,,0.5,0.0,0.0028154083681255844,0.0,0.0
2025-11-23 21:15:00,,0.5,0.0,0.0028688748905251094,0.0,0.0
2025-11-23 21:45:00,,0.5,0.0,0.0029250455986404435,0.0,0.0
2025-11-23 22:00:00,,0.5,0.0,0.0029158671672715386,0.0,0.0
2025-11-23 22:15:00,,0.5,0.0,0.002917696420997235,0.0,0.0
2025-11-23 22:30:00,,4.5397868702434395e-05,-0.008283047140741403,0.0029221798991963775,0.0,-0.0
2025-11-23 22:45:00,,4.5397868702434395e-05,-0.008092332296043406,0.0028369898062617018,0.0,-0.0
2025-11-24 02:00:00,,4.5397868702434395e-05,-0.010062052602490228,0.0036741428023879877,0.0,-0.0
2025-11-24 02:15:00,,4.5397868702434395e-05,-0.01005163331247291,0.003669940390598908,0.0,-0.0
2025-11-24 02:30:00,,4.5397868702434395e-05,-0.010086977316484301,0.0036841869225738236,0.0,-0.0
2025-11-24 02:45:00,,4.5397868702434395e-05,-0.010064719235589322,0.00367521798787775,0.0,-0.0
2025-11-24 03:00:00,,4.5397868702434395e-05,-0.01003839602832309,0.003664598274657656,0.0,-0.0
2025-11-24 03:15:00,,4.5397868702434395e-05,-0.010157488545118498,0.0037125348256813115,0.0,-0.0
2025-11-24 03:30:00,,4.5397868702434395e-05,-0.01014738158926249,0.003708477503441195,0.0,-0.0
2025-11-24 03:45:00,,4.5397868702434395e-05,-0.010136578554733572,0.003704138527617496,0.0,-0.0
2025-11-24 04:00:00,,4.5397868702434395e-05,-0.010101119164850174,0.003689880298695379,0.0,-0.0
2025-11-24 05:00:00,,4.5397868702434395e-05,-0.009238585719327945,0.004489669630501631,0.0,-0.0
2025-11-24 05:15:00,,4.5397868702434395e-05,-0.009228384231408072,0.004484161243928153,0.0,-0.0
2025-11-24 05:30:00,,4.5397868702434395e-05,-0.009234051024406598,0.004487221497755675,0.0,-0.0
2025-11-24 05:45:00,,4.5397868702434395e-05,-0.009221824931943652,0.004480617704106679,0.0,-0.0
2025-11-24 06:15:00,,4.5397868702434395e-05,-0.00690357430287381,0.004590650078733823,0.0,-0.0
2025-11-24 06:45:00,,4.5397868702434395e-05,-0.007860482025067434,0.004579446292277236,0.0,-0.0
2025-11-24 08:45:00,,4.5397868702434395e-05,-0.00933660970300442,0.004542427398132628,0.0,-0.0
2025-11-24 15:00:00,,0.9650472801850927,0.0016590904046641089,0.004785569580973737,0.0,0.0
2025-11-24 15:30:00,,0.9999546021312976,0.016842548657975243,0.0048572673832727,0.0,0.0
2025-11-24 15:45:00,,0.9999546021312976,0.016831751404292356,0.004855857142466176,0.0,0.0
2025-11-24 16:00:00,,0.9999546021312976,0.022008149930035113,0.004853167545100901,0.0,0.0
2025-11-24 16:15:00,,0.9999546021312976,0.021987640843491103,0.004846236681299887,0.0,0.0
2025-11-24 16:30:00,,0.9999546021312976,0.02240761256456352,0.004861898594494122,0.0,0.0
2025-11-24 16:45:00,,0.9999546021312976,0.023028738222094062,0.004731526190565214,0.0,0.0
2025-11-24 17:00:00,,0.9999546021312976,0.023016830193293206,0.004729916612521915,0.0,0.0
2025-11-24 17:15:00,,0.9999546021312976,0.009003098082712567,0.00513091039538789,0.0,0.0
2025-11-24 17:30:00,,0.9999546021312976,0.009574988722270708,0.005131355522007047,0.0,0.0
2025-11-24 17:45:00,,0.5,0.0,0.005143385328229476,0.0,0.0
2025-11-24 18:00:00,,0.5,0.0,0.0051463562594817325,0.0,0.0
2025-11-24 18:15:00,,0.5,0.0,0.005158391218224836,0.0,0.0
2025-11-24 18:30:00,,0.5,0.0,0.005152279800223506,0.0,0.0
2025-11-24 18:45:00,,0.5,0.0,0.005162393363687652,0.0,0.0
2025-11-24 19:00:00,,0.5,0.0,0.0051795289951870665,0.0,0.0
2025-11-24 19:15:00,,0.5,0.0,0.005172491053087314,0.0,0.0
2025-11-24 19:30:00,,0.0002773739852953488,-0.004094933211249414,0.005195307479807341,0.0,-0.0
2025-11-24 19:45:00,,0.5,0.0,0.0051841405576958845,0.0,0.0
2025-11-24 20:00:00,,0.5,0.0,0.00520750483486159,0.0,0.0
2025-11-24 20:15:00,,0.5,0.0,0.00520750939568472,0.0,0.0
2025-11-24 20:30:00,,0.5,0.0,0.0052048019866217645,0.0,0.0
2025-11-24 20:45:00,,0.5,0.0,0.005209030739180278,0.0,0.0
2025-11-24 21:00:00,,0.5,0.0,0.005206975952507997,0.0,0.0
2025-11-24 21:15:00,,4.5397868702434395e-05,-0.00837270257411292,0.005181675438928886,0.0,-0.0
2025-11-24 21:30:00,,4.5397868702434395e-05,-0.007366210547962384,0.005181458533290006,0.0,-0.0
2025-11-24 21:45:00,,4.5397868702434395e-05,-0.007537564487364264,0.00516619329676413,0.0,-0.0
2025-11-24 22:00:00,,0.5,0.0,0.005168320954151942,0.0,0.0
2025-11-24 22:15:00,,4.5397868702434395e-05,-0.0076277145454361,0.005177306022562172,0.0,-0.0
2025-11-24 22:30:00,,0.5,0.0,0.005165715520392679,0.0,0.0
2025-11-24 22:45:00,,4.5397868702434395e-05,-0.009532298201248963,0.005160203223920864,0.0,-0.0
2025-11-24 23:00:00,,0.5,0.0,0.0050795777497191635,0.0,0.0
2025-11-24 23:15:00,,0.5,0.0,0.005067429579258685,0.0,0.0
2025-11-24 23:30:00,,0.5,0.0,0.0050691788983418225,0.0,0.0
2025-11-24 23:45:00,,0.5,0.0,0.005083565916371851,0.0,0.0
2025-11-25 00:15:00,,0.5,0.0,0.005039437723103443,0.0,0.0
2025-11-25 00:30:00,,0.5,0.0,0.005050236468657861,0.0,0.0
2025-11-25 01:00:00,,0.5,0.0,0.005051998562070717,0.0,0.0
2025-11-25 01:30:00,,0.5,0.0,0.005045151366752604,0.0,0.0
2025-11-25 02:45:00,,4.5397868702434395e-05,-0.007653944518022924,0.004630929258913264,0.0,-0.0
2025-11-25 04:15:00,,0.5,0.0,0.004367320183796948,0.0,0.0
2025-11-25 04:45:00,,0.5,0.0,0.004345328970273565,0.0,0.0
2025-11-25 05:45:00,,4.5397868702434395e-05,-0.010645143488391889,0.0039059696853497305,0.0,-0.0
2025-11-25 12:15:00,,0.5,0.0,0.0038500970061656347,0.0,0.0
2025-11-25 12:30:00,,0.5,0.0,0.0038426306200173496,0.0,0.0
2025-11-25 12:45:00,,0.5,0.0,0.003842275994395406,0.0,0.0
2025-11-25 13:00:00,,0.5,0.0,0.0038162715585742094,0.0,0.0
2025-11-25 13:15:00,,0.5,0.0,0.00381591810025119,0.0,0.0
2025-11-25 16:15:00,,4.5397868702434395e-05,-0.01112468474054244,0.00409193643570896,0.0,-0.0
2025-11-25 16:30:00,,4.5397868702434395e-05,-0.011064046692225115,0.00406864404125154,0.0,-0.0
2025-11-25 16:45:00,,4.5397868702434395e-05,-0.011051028518512855,0.00406363520908504,0.0,-0.0
2025-11-25 17:00:00,,4.5397868702434395e-05,-0.011180163584473532,0.004113191838504773,0.0,-0.0
2025-11-25 17:15:00,,4.5397868702434395e-05,-0.009950672068744152,0.003629107071616639,0.0,-0.0
2025-11-25 17:30:00,,4.5397868702434395e-05,-0.009994457690479068,0.0036468411260996967,0.0,-0.0
2025-11-25 17:45:00,,4.5397868702434395e-05,-0.0098823176780744,0.0036013444916956406,0.0,-0.0
2025-11-25 18:00:00,,4.5397868702434395e-05,-0.009896597646859451,0.0036071522576422736,0.0,-0.0
2025-11-25 18:15:00,,4.5397868702434395e-05,-0.0098618010635892,0.003592992934237169,0.0,-0.0
2025-11-25 18:30:00,,4.5397868702434395e-05,-0.009893664551571216,0.0036059596866116054,0.0,-0.0
2025-11-25 20:00:00,,4.5397868702434395e-05,-0.010292943130482077,0.0037667191589979463,0.0,-0.0
2025-11-25 20:15:00,,4.5397868702434395e-05,-0.010291114800130504,0.003765990160134376,0.0,-0.0
2025-11-25 20:30:00,,4.5397868702434395e-05,-0.01029485596204789,0.003767481781636447,0.0,-0.0
2025-11-25 21:00:00,,4.5397868702434395e-05,-0.010288901405028444,0.0037651075406611133,0.0,-0.0
2025-11-25 21:15:00,,4.5397868702434395e-05,-0.010317417669778933,0.0037764715520466024,0.0,-0.0
2025-11-25 21:30:00,,4.5397868702434395e-05,-0.01028068900281916,0.003761831915989532,0.0,-0.0
2025-11-25 22:15:00,,0.9999546021312976,0.00909615935065473,0.003866780397696205,0.0,0.0
2025-11-25 22:30:00,,0.9086746640838728,0.0011487794369459152,0.003909486197605105,0.0,0.0
2025-11-25 22:45:00,,4.5397868702434395e-05,-0.010853012080585967,0.003987082232704141,0.0,-0.0
2025-11-25 23:00:00,,4.5397868702434395e-05,-0.010867732677122318,0.0039927969664525515,0.0,-0.0
2025-11-25 23:15:00,,0.6018754467225621,0.00020664281025528902,0.004018480285553511,0.0,0.0
2025-11-25 23:30:00,,0.0002540140484706636,-0.004138933468610048,0.004019384779767688,0.0,-0.0
2025-11-25 23:45:00,,0.10580563883263969,-0.0010671596713364125,0.004015997049652931,0.0,-0.0
2025-11-26 00:00:00,,0.011701836790697894,-0.0022181193083524705,0.0039903274458541705,0.0,-0.0
2025-11-26 00:15:00,,6.465279964577525e-05,-0.004823207247070968,0.0039929197224616,0.0,-0.0
2025-11-26 00:30:00,,0.013176661071895591,-0.0021580219357274473,0.00397580020055701,0.0,-0.0
2025-11-26 00:45:00,,4.5397868702434395e-05,-0.009150164175778627,0.0039758455714682655,0.0,-0.0
2025-11-26 01:00:00,,4.5397868702434395e-05,-0.010820349032942642,0.003974388222756839,0.0,-0.0
2025-11-26 01:15:00,,4.5397868702434395e-05,-0.010823907296381007,0.003975772012771833,0.0,-0.0
2025-11-26 01:30:00,,4.5397868702434395e-05,-0.010933270672081549,0.004018193123345688,0.0,-0.0
2025-11-26 01:45:00,,4.5397868702434395e-05,-0.010824513647018474,0.003976007796808896,0.0,-0.0
2025-11-26 02:00:00,,4.5397868702434395e-05,-0.010824122159534138,0.003975855564687046,0.0,-0.0
2025-11-26 02:15:00,,4.5397868702434395e-05,-0.010842744682472562,0.003983094009370489,0.0,-0.0
2025-11-26 02:30:00,,4.5397868702434395e-05,-0.010808698113987481,0.0039698556578433184,0.0,-0.0
2025-11-26 03:00:00,,4.5397868702434395e-05,-0.010805576455147162,0.003968640824332022,0.0,-0.0
2025-11-26 06:00:00,,4.5397868702434395e-05,-0.010866014915196155,0.003992130306530032,0.0,-0.0
2025-11-26 07:15:00,,4.5397868702434395e-05,-0.010882994644686058,0.0039987178066193335,0.0,-0.0
2025-11-26 14:00:00,,4.5397868702434395e-05,-0.010191355724978354,0.0037261158171370207,0.0,-0.0
2025-11-26 14:30:00,,4.5397868702434395e-05,-0.009726206990265794,0.0035375791785971448,0.0,-0.0
2025-11-26 15:15:00,,4.5397868702434395e-05,-0.010049695538955197,0.0036691585898437234,0.0,-0.0
2025-11-26 16:00:00,,0.9999546021312976,0.008205784397089248,0.00364504709310237,0.0,0.0
2025-11-26 16:15:00,,0.9999546021312976,0.0073109982928773005,0.00341595425329114,0.0,0.0
2025-11-26 16:30:00,,0.9999546021312976,0.007311246899493034,0.0034160188259658676,0.0,0.0
2025-11-26 16:45:00,,0.9999546021312976,0.007309072548792876,0.0034154540458182347,0.0,0.0
2025-11-26 17:00:00,,0.9999546021312976,0.0070610202100451075,0.0033507563267584934,0.0,0.0
2025-11-26 17:15:00,,0.9999546021312976,0.007529389267380525,0.003472476999054502,0.0,0.0
2025-11-26 17:30:00,,0.24056464607319505,-0.0005747931748628617,0.0036858387599019967,0.0,-0.0
2025-11-26 17:45:00,,4.5397868702434395e-05,-0.00812076774612069,0.0036970810890150727,0.0,-0.0
2025-11-26 18:00:00,,4.5397868702434395e-05,-0.010133684169413659,0.003702975624421623,0.0,-0.0
2025-11-26 18:15:00,,4.5397868702434395e-05,-0.010131578353493388,0.0037021294481223823,0.0,-0.0
2025-11-26 18:30:00,,0.9747192691822255,0.001826053511351347,0.003754546707957163,0.0,0.0
2025-11-26 18:45:00,,0.5,0.0,0.003757915203116114,0.0,0.0
2025-11-26 19:00:00,,0.5,0.0,0.003715483193980983,0.0,0.0
2025-11-26 19:15:00,,0.5,0.0,0.003652179507402239,0.0,0.0
2025-11-26 19:30:00,,0.5,0.0,0.00357642201804532,0.0,0.0
2025-11-26 19:45:00,,0.5,0.0,0.0035446474216536883,0.0,0.0
2025-11-26 20:00:00,,0.03883962528448823,-0.0016043501412495971,0.0035441422800328885,0.0,-0.0
2025-11-26 20:15:00,,0.10960984506182844,-0.0010473662726581097,0.003544106429320338,0.0,-0.0
2025-11-26 20:30:00,,0.22711508221791757,-0.0006123366504907609,0.003563297832410762,0.0,-0.0
2025-11-26 20:45:00,,0.5,0.0,0.0035830601508068226,0.0,0.0
2025-11-26 21:00:00,,0.4846218605585745,-3.076598234474665e-05,0.0035937739481968056,0.0,-0.0
2025-11-26 21:15:00,,0.5,0.0,0.0036115739208067623,0.0,0.0
2025-11-26 21:30:00,,4.5397868702434395e-05,-0.009923023250790657,0.0036178887709923755,0.0,-0.0
2025-11-26 21:45:00,,0.006430142644253237,-0.002520153825869784,0.00360731445066865,0.0,-0.0
2025-11-26 22:00:00,,0.5,0.0,0.0035368777089875296,0.0,0.0
2025-11-26 22:15:00,,0.5,0.0,0.0034784193554914184,0.0,0.0
2025-11-26 22:30:00,,0.761494295058804,0.0005804447252303361,0.0034364364653661386,0.0,0.0
2025-11-26 22:45:00,,4.5397868702434395e-05,-0.009287547201961064,0.0033556303461996645,0.0,-0.0
2025-11-26 23:00:00,,4.5397868702434395e-05,-0.009273412773444251,0.0033496974122088036,0.0,-0.0
2025-11-26 23:15:00,,0.9999546021312976,0.006965882400295897,0.003325800155986067,0.0,0.0
2025-11-26 23:30:00,,0.9999546021312976,0.0069536896910415,0.0033225960516467335,0.0,0.0
2025-11-26 23:45:00,,4.5397868702434395e-05,-0.009183312491063026,0.0033117717516757245,0.0,-0.0
2025-11-27 00:15:00,,0.9999546021312976,0.007015370899549674,0.003338791707170221,0.0,0.0
2025-11-27 00:30:00,,0.9999546021312976,0.007018603434864995,0.003339639551442752,0.0,0.0
2025-11-27 00:45:00,,0.9999546021312976,0.007098265991248816,0.003360504888231901,0.0,0.0
2025-11-27 01:00:00,,0.9999546021312976,0.007093540912154088,0.0033592688353544543,0.0,0.0
2025-11-27 01:15:00,,0.9999546021312976,0.007076368453240336,0.0033547749815019305,0.0,0.0
2025-11-27 01:30:00,,0.9999546021312976,0.006909820252353721,0.003311056782661466,0.0,0.0
2025-11-27 01:45:00,,4.5397868702434395e-05,-0.009211247072468912,0.003323549861216817,0.0,-0.0
2025-11-27 02:00:00,,4.5397868702434395e-05,-0.005083536237478256,0.0033289060322836796,0.0,-0.0
2025-11-27 02:15:00,,0.5,0.0,0.0033752128230030358,0.0,0.0
2025-11-27 02:30:00,,0.5,0.0,0.003375496459697796,0.0,0.0
2025-11-27 02:45:00,,4.5397868702434395e-05,-0.007615704994648696,0.0035140269241684748,0.0,-0.0
2025-11-27 03:00:00,,4.5397868702434395e-05,-0.009676663096499095,0.003517236249180992,0.0,-0.0
2025-11-27 03:15:00,,4.5397868702434395e-05,-0.009676027795260698,0.0035169750563053158,0.0,-0.0
2025-11-27 03:30:00,,0.5,0.0,0.003445426613622056,0.0,0.0
2025-11-27 03:45:00,,0.5,0.0,0.0034274856758227646,0.0,0.0
2025-11-27 04:00:00,,0.5,0.0,0.0034555056678323105,0.0,0.0
2025-11-27 04:15:00,,0.5,0.0,0.0034565026545291234,0.0,0.0
2025-11-27 04:30:00,,0.5,0.0,0.0034565587831825425,0.0,0.0
2025-11-27 04:45:00,,0.5,0.0,0.00345300269145647,0.0,0.0
2025-11-27 05:00:00,,0.5,0.0,0.0034520671323989335,0.0,0.0
2025-11-27 05:15:00,,0.5,0.0,0.0034506100961354215,0.0,0.0
2025-11-27 05:45:00,,0.003948866927828514,-0.0027651849553221837,0.0034906019844624884,0.0,-0.0
2025-11-27 06:15:00,,0.5,0.0,0.0034702904498299823,0.0,0.0
2025-11-27 06:45:00,,0.2767753158851036,-0.000480256948620081,0.0034714256025193554,0.0,-0.0
2025-11-27 07:15:00,,0.00011872259599071034,-0.004519301091320813,0.0034634640365448165,0.0,-0.0
2025-11-27 07:45:00,,0.5,0.0,0.003450046078500307,0.0,0.0
2025-11-27 08:30:00,,0.5,0.0,0.0034299735200564885,0.0,0.0
2025-11-27 09:00:00,,0.5,0.0,0.0034195016045669695,0.0,0.0
2025-11-27 09:30:00,,0.5,0.0,0.0034138422625218856,0.0,0.0
2025-11-27 10:00:00,,0.5,0.0,0.0034220747083716385,0.0,0.0
2025-11-27 10:30:00,,0.5,0.0,0.003419964723791271,0.0,0.0
2025-11-27 11:00:00,,0.5,0.0,0.003421903695608556,0.0,0.0
2025-11-27 11:45:00,,0.5,0.0,0.0034204267771646086,0.0,0.0
2025-11-27 16:30:00,,0.7834691523104749,0.0006429993342608213,0.0031677180550246475,0.0,0.0
2025-11-27 17:30:00,,0.9998962381691268,0.004586654302813776,0.0026734795710998955,0.0,0.0
2025-11-27 18:15:00,,0.9804944854648093,0.001958679899573326,0.002612585271123038,0.0,0.0
2025-11-27 18:30:00,,0.03774001953652605,-0.0016192818032577634,0.0025415527129637266,0.0,-0.0
2025-11-27 18:45:00,,0.0029137027891827055,-0.002917706307314802,0.0024762116037601875,0.0,-0.0
2025-11-27 19:00:00,,0.001721976270692609,-0.003181279596290551,0.002436638068172814,0.0,-0.0
2025-11-27 19:15:00,,0.003742910396230502,-0.002792070928378962,0.0024300299880013676,0.0,-0.0
2025-11-27 19:30:00,,0.0002343758328841079,-0.00417917510215193,0.002425256700955855,0.0,-0.0
2025-11-27 19:45:00,,4.5397868702434395e-05,-0.007208584541844019,0.00242855503452507,0.0,-0.0
2025-11-27 20:00:00,,4.5397868702434395e-05,-0.007188393285179524,0.002418941358418806,0.0,-0.0
2025-11-27 20:15:00,,4.5397868702434395e-05,-0.007186168234415593,0.0024178811253700487,0.0,-0.0
2025-11-27 20:30:00,,4.5397868702434395e-05,-0.007142850092270677,0.002397207591779633,0.0,-0.0
2025-11-27 20:45:00,,4.5397868702434395e-05,-0.007059554794384649,0.0023572796559782577,0.0,-0.0
2025-11-27 21:00:00,,4.5397868702434395e-05,-0.007032015085884592,0.00234402708676496,0.0,-0.0
2025-11-27 21:15:00,,4.5397868702434395e-05,-0.006934412294481851,0.0022968506765785844,0.0,-0.0
2025-11-27 21:45:00,,4.5397868702434395e-05,-0.0069261252025795104,0.002292829994031727,0.0,-0.0
2025-11-27 22:15:00,,4.5397868702434395e-05,-0.006920078034942548,0.002289894560460728,0.0,-0.0
2025-11-28 05:00:00,,4.5397868702434395e-05,-0.006177017781453924,0.0019189748146403972,0.0,-0.0
2025-11-28 05:30:00,,4.5397868702434395e-05,-0.006053243290017731,0.00185508352376994,0.0,-0.0
2025-11-28 06:00:00,,4.5397868702434395e-05,-0.006044444953863071,0.0018505174001181915,0.0,-0.0
2025-11-28 08:30:00,,0.9879284431001514,0.002202379126552496,0.001953887636748219,0.0,0.0
2025-11-28 08:45:00,,4.5397868702434395e-05,-0.007182052467414952,0.002415919540244567,0.0,-0.0
2025-11-28 09:00:00,,4.5397868702434395e-05,-0.0071858241400704626,0.002417717150453243,0.0,-0.0
2025-11-28 09:15:00,,4.5397868702434395e-05,-0.007183484404682804,0.0024166020684034013,0.0,-0.0
2025-11-28 09:30:00,,4.5397868702434395e-05,-0.0072006843722685265,0.0024247951129327977,0.0,-0.0
2025-11-28 09:45:00,,4.5397868702434395e-05,-0.007171877571562086,0.002411067766416427,0.0,-0.0
