# HMM Macro Trend Quality Report
# Symbol: ETHUSDT, Exchange: binance, Timeframe: 15m
# Generated: 20260102_142328

## Global Metrics
n_regimes,4
total_samples,139523
mean_run_length_bars,40.30127094165223
median_run_length_bars,23.0
mean_run_length_hours,10.075317735413057
median_run_length_hours,5.75
n_regime_changes,3461
temporal_smoothness,0.9751940540269346

## Per-Regime Metrics
regime_id,n_samples,n_runs,mean_duration_bars,median_duration_bars,mean_duration_hours,median_duration_hours,score_mean,score_std,mean_return_1h,sharpe_1h,mean_return_2h,sharpe_2h,mean_return_3h,sharpe_3h
0,34880,536,65.07462686567165,45.0,16.26865671641791,11.25,0.4770327792499766,0.019641561373327347,-0.0002628686238585615,-0.038698440065440105,-0.0005325586302948535,-0.05448126398992363,-0.0007880661945894017,-0.06482869937655325
1,36276,1181,30.716342082980525,20.0,7.679085520745131,5.0,0.5047776811855877,0.010254250185035873,9.8083586558022e-05,0.015662593112556075,0.00019269975431006358,0.021408619960937784,0.0002881061717353521,0.02575868580632482
2,32091,1195,26.85439330543933,17.0,6.713598326359833,4.25,0.5143713837277282,0.007047883862291193,2.3386325529796047e-05,0.003947158775876681,7.525470229590965e-05,0.008945068463314653,0.0001037565100376061,0.01001143333544707
3,36276,550,65.95636363636363,47.0,16.48909090909091,11.75,0.5234099851102177,0.010042247810602353,0.0001320042297982924,0.020185635342598877,0.00022037172626860043,0.023372592264474613,0.0003005640365736122,0.025685055590034603

## Per-Quantile Metrics
quantile_range,n_samples,mean_return_1h,sharpe_1h,mean_return_2h,sharpe_2h,mean_return_3h,sharpe_3h
0.2-0.4,79,-0.004650953667200746,-0.49267807919484613,-0.008839830425041526,-0.6810876014935038,-0.01221056462712324,-0.7648742522330895
0.4-0.6,139397,8.455785187031215e-07,0.00013223997017814732,-5.838025528365982e-06,-0.0006358711046803519,-1.6608040376448666e-05,-0.0014580118669995105
0.6-0.8,29,0.0011637792924481976,0.13149343301558605,0.0021385394168709254,0.15840045108969272,0.004192707058998192,0.2904792777719739
0.8-1.0,18,0.008005734999328981,0.8151898949988644,0.015225936735101066,1.3709744791937402,0.019703271007893514,1.6248656332353009

## Transition Matrix
row_0,0,1,2,3
0,0.9846330275229358,0.015366972477064221,0.0,0.0
1,0.014748042783107288,0.9674440401367295,0.017807917080163195,0.0
2,0.0,0.020099093203701974,0.9627621451497305,0.017138761646567573
3,0.0,0.0,0.015134390075809787,0.9848656099241903

## Training Metrics
oof_r2,-0.007786253355734907
oof_rmse,5.227923855196301
xgb_oof_windows,135
xgb_oof_predictions,127811
ic_pearson_correlation,0.34233432952239623
ic_spearman_correlation,0.27460704250410667

## Alpha Score Distribution
stat,value
mean,0.5048926069393027
std,0.021570531656547987
min,0.2760198357284063
max,0.8973430641000864
q05,0.46085562128106655
q50,0.512172574727536
q95,0.5270354283841904
n,139523

## Permutation Top Features
feature_name,importance_mean
trend_price_slope,0.010897762460864912
macro_vol_realized_12h,0.008311298526207577
macro_return_vol_norm_24h,0.007007729542371499
macro_support_dist_24h,0.006432472702542702
trend_ema_fast,0.005909545366762248
macro_vwap_6h,0.005417851928343431
macro_atr_norm_24h,0.004350500208521768
macro_range_norm_3h,0.004221091955199307
hl_range,0.004043024569723763
macro_vol_realized_24h,0.004027709025996806
