Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
-0.015063779153924484,-8.846186794447558e-06,1703,407.0169715967419,-0.05580212797683159,0.17815185016709956,-0.023364020036167332,0.48467835070476306
