Scheme,Score,AUC,PR_AUC,LogLoss,ECE,Brier,Weight_ESS_Ratio,Rating,Top30_TPD,Top30_Win,FoldAUC_mean,FoldAUC_std,FoldAUC_min,FoldAUC_max,FoldAUC_n,FoldPRAUC_mean,FoldPRAUC_std,FoldPRAUC_min,FoldPRAUC_max,FoldPRAUC_n,FoldLogLoss_mean,FoldLogLoss_std,FoldLogLoss_min,FoldLogLoss_max,FoldLogLoss_n,FoldECE_mean,FoldECE_std,FoldECE_min,FoldECE_max,FoldECE_n
S1_L1,-625.8470185988145,0.5,,9.21034037197629,0.9999,0.99980001,0.6997969866081669,Toxic,37.282909090909094,1.0,,,,,0,,,,,0,0.00010000500033334731,0.0,0.00010000500033334731,0.00010000500033334731,4,0.00010000000005300214,5.551115123125783e-17,0.00010000000005294662,0.00010000000005305765,4
S2_L1_L2,-625.8470185988145,0.5,,9.21034037197629,0.9999,0.99980001,0.44866018906751376,Toxic,37.282909090909094,1.0,,,,,0,,,,,0,0.00010000500033334731,0.0,0.00010000500033334731,0.00010000500033334731,4,0.00010000000005300214,5.551115123125783e-17,0.00010000000005294662,0.00010000000005305765,4
S3_L2,-625.8470185988145,0.5,,9.21034037197629,0.9999,0.99980001,0.6249087282026666,Toxic,37.282909090909094,1.0,,,,,0,,,,,0,0.00010000500033334731,0.0,0.00010000500033334731,0.00010000500033334731,4,0.00010000000005300214,5.551115123125783e-17,0.00010000000005294662,0.00010000000005305765,4
