family,params,pt_mult,sl_mult,horizon,risk_budget,status,n,pos_rate,min_p,max_mi,signals_per_day,target_signals_per_day,adaptive_used
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.75,12,0.4,PASS,62344,0.08523675093032208,1.0538382955868602e-07,0.0034873581525232122,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.75,12,0.7,PASS,62344,0.13776786860002566,4.70542933924663e-15,0.005145770793226534,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.75,12,1.0,PASS,62344,0.18808546131143333,1.3468206414425094e-20,0.004265298931749761,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.75,48,0.4,PASS,62340,0.04199550850176452,2.470663793807034e-09,0.0028567669905787962,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.75,48,0.7,PASS,62340,0.07006737247353224,2.254166395601773e-12,0.001086444249450258,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.75,48,1.0,PASS,62340,0.09778633301251204,3.425926119406888e-20,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.5,12,0.4,PASS,62344,0.06125689721544976,2.2185558952085397e-07,0.0005766269578926231,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.5,12,0.7,PASS,62344,0.095983575003208,6.452950119763448e-11,0.004166296935876668,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.5,12,1.0,PASS,62344,0.13107917361734892,2.6062686676070284e-14,0.0058469444869975185,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.5,48,0.4,PASS,62340,0.03055822906641001,6.061614560806997e-10,0.006462631733435531,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.5,48,0.7,PASS,62340,0.048267564966313764,1.1570411637797784e-10,0.0030599815568304045,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",1.5,0.5,48,1.0,PASS,62340,0.06703561116458133,2.8583010059264464e-12,0.0025540096201865925,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.8,12,0.4,PASS,62344,0.09216604645194405,3.913950556120639e-14,0.0032000895822028586,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.8,12,0.7,PASS,62344,0.1438951623251636,1.1380618404556814e-19,0.005247176257708874,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.8,12,1.0,PASS,62344,0.19138970871294753,4.366924153406485e-24,0.0051596295574627415,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.8,48,0.4,PASS,62340,0.044513955726660254,1.5990637156635593e-10,0.0027360492504897582,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.8,48,0.7,PASS,62340,0.07465511709977543,7.702424995745708e-15,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.8,48,1.0,PASS,62340,0.10409047160731473,6.628039915828098e-23,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.6,12,0.4,PASS,62344,0.07195560118054664,7.638852207844708e-10,0.0032588282979666428,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.6,12,0.7,PASS,62344,0.11167073014243552,5.696876896641319e-16,0.004215361734403178,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.6,12,1.0,PASS,62344,0.14942897472090338,5.027095450415983e-17,0.005506302026921039,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.6,48,0.4,PASS,62340,0.0350176451716394,7.354397255806619e-09,0.0049103072333471776,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.6,48,0.7,PASS,62340,0.05684953480911133,6.672116544687515e-12,0.0050646703858776565,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.0,0.6,48,1.0,PASS,62340,0.07988450433108758,9.559090167643863e-17,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.75,12,0.4,PASS,62344,0.08882971897857052,1.0311893413408855e-15,0.0008757864368191814,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.75,12,0.7,PASS,62344,0.13467214166559732,2.242789852191376e-20,0.0035563817552277666,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.75,12,1.0,PASS,62344,0.1770980366996022,1.1245764660232548e-21,0.006681857762578902,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.75,48,0.4,PASS,62340,0.04222008341353866,2.6458931711474187e-09,0.003997222218579788,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.75,48,0.7,PASS,62340,0.07005133140840551,1.4516340712602858e-12,0.0010991442297576537,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.75,48,1.0,PASS,62340,0.09759384023099134,3.0648616566180743e-20,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.6,12,0.4,PASS,62344,0.07330296419863981,1.2452413067632755e-13,0.009329980602844845,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.6,12,0.7,PASS,62344,0.11115744899268575,1.4487867001851601e-18,0.0020416666594591515,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.6,12,1.0,PASS,62344,0.14658988836134992,3.571025032911616e-18,0.00589367041553146,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.6,48,0.4,PASS,62340,0.03512993262752647,9.11054898284385e-09,0.006830713096508623,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.6,48,0.7,PASS,62340,0.0568334937439846,6.329635631867648e-12,0.0050646703858776565,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.25,0.6,48,1.0,PASS,62340,0.07980429900545397,1.0181138349132442e-16,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.8,12,0.4,PASS,62344,0.0961600153984345,1.256573082122328e-24,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.8,12,0.7,PASS,62344,0.14198639804953164,3.505588919142307e-25,0.005188334213025447,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.8,12,1.0,PASS,62344,0.18340177081996664,3.2840183768615304e-27,0.009580679636082001,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.8,48,0.4,PASS,62340,0.04459416105229387,1.5222526350533783e-10,0.0034447121345084764,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.8,48,0.7,PASS,62340,0.07455887070901508,6.9608200390178305e-15,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.8,48,1.0,PASS,62340,0.10391401989092075,9.089020068752598e-23,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.7,12,0.4,PASS,62344,0.08547735146926728,4.347696565573019e-20,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.7,12,0.7,PASS,62344,0.12609072244321828,1.1996846041939139e-21,0.0028900688595017154,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.7,12,1.0,PASS,62344,0.16384896702168614,1.2958743531606695e-22,0.006971706449319548,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.7,48,0.4,PASS,62340,0.04003849855630414,1.7744214940728065e-09,0.00432403706895812,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.7,48,0.7,PASS,62340,0.06575232595444337,1.580092899770389e-11,0.0035112231359113455,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",2.5,0.7,48,1.0,PASS,62340,0.09181905678537054,9.006357577303666e-21,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.9,12,0.4,PASS,62344,0.11154240985499808,2.369316737100111e-42,0.006477509169553697,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.9,12,0.7,PASS,62344,0.15533170794302578,9.965495775682238e-41,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.9,12,1.0,PASS,62344,0.19219171050943154,2.3034865469458323e-39,0.0009973415217319204,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.9,48,0.4,PASS,62340,0.049935835739493104,2.3221556301796085e-12,0.0026167559620866587,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.9,48,0.7,PASS,62340,0.08358999037536093,7.786921799309402e-20,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.9,48,1.0,PASS,62340,0.11549566891241578,2.114634295427914e-25,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.8,12,0.4,PASS,62344,0.10138906711151033,4.352247378837851e-36,0.006119542638381104,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.8,12,0.7,PASS,62344,0.1415212370075709,6.022402244441938e-34,0.0032781429480828184,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.8,12,1.0,PASS,62344,0.1759431541126652,3.74907250277456e-34,0.004433265380877627,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.8,48,0.4,PASS,62340,0.045123516201475776,1.3787364224956037e-12,0.0034447121345084764,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.8,48,0.7,PASS,62340,0.07481552775104267,4.990693943554621e-16,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.12, 'vol_window': 20}",3.0,0.8,48,1.0,PASS,62340,0.103609239653513,1.1464255346267216e-22,0.0,58.6,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.75,12,0.4,PASS,65047,0.08618383630298092,9.581170366801466e-08,0.01430498642455813,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.75,12,0.7,PASS,65047,0.13914554091656803,4.290324981049812e-15,0.008620967022597181,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.75,12,1.0,PASS,65047,0.18966285916337416,1.106696239928884e-18,0.008976006777588363,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.75,48,0.4,PASS,65047,0.042292496195058954,7.451721226411872e-08,0.016956242191365156,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.75,48,0.7,PASS,65047,0.07042599966178302,1.1057131817201278e-11,0.014190627160540759,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.75,48,1.0,PASS,65047,0.09806755115531846,3.597160090982207e-20,0.01505263976540161,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.5,12,0.4,PASS,65047,0.06173997263517149,4.988549917816536e-07,0.010659579115274154,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.5,12,0.7,PASS,65047,0.09743723768967055,2.2200786822231213e-10,0.017983286637169638,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.5,12,1.0,PASS,65047,0.1323350807877381,4.695755443909224e-14,0.010849294932882891,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.5,48,0.4,PASS,65047,0.030470275339369995,2.818443768575486e-08,0.007251310975842751,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.5,48,0.7,PASS,65047,0.0486571248481867,6.552911955836827e-09,0.023914339864833156,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",1.5,0.5,48,1.0,PASS,65047,0.067228311836057,1.7306656175509323e-11,0.014567605420318985,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.8,12,0.4,PASS,65047,0.09357848939997233,5.294239993006314e-15,0.01649493161261595,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.8,12,0.7,PASS,65047,0.14529494058142572,2.251315223793814e-20,0.010192524923237078,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.8,12,1.0,PASS,65047,0.19292204098574878,2.6347988757504953e-23,0.008844529424449243,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.8,48,0.4,PASS,65047,0.04493673805094778,8.558831453010629e-09,0.018101237811982696,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.8,48,0.7,PASS,65047,0.07497655541377773,4.320260022732937e-14,0.013598018184167726,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.8,48,1.0,PASS,65047,0.10437068581179762,9.49789900218404e-24,0.01228532098015056,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.6,12,0.4,PASS,65047,0.07310098851599613,3.7631068423514204e-10,0.009648633462814082,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.6,12,0.7,PASS,65047,0.11310283333589559,6.389383894823203e-16,0.012176564473422857,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.6,12,1.0,PASS,65047,0.15084477377895983,6.791128265766909e-16,0.008411572296150194,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.6,48,0.4,PASS,65047,0.03525143357879687,3.61228016008397e-07,0.008927400849047418,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.6,48,0.7,PASS,65047,0.05717404338401463,9.400422198419557e-11,0.017103832757096038,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.0,0.6,48,1.0,PASS,65047,0.08003443663812321,1.7028061868456123e-15,0.013272278339811372,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.75,12,0.4,PASS,65047,0.09004258459267914,2.5577689719140763e-16,0.0118927897211476,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.75,12,0.7,PASS,65047,0.13596322659000415,7.924052631585182e-21,0.008735086538022241,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.75,12,1.0,PASS,65047,0.178455578274171,2.095474781790364e-20,0.013895537524931667,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.75,48,0.4,PASS,65047,0.04247697818500469,7.591137778066779e-08,0.016956242191365156,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.75,48,0.7,PASS,65047,0.07044137316094516,8.869010964660796e-12,0.015425552520165864,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.75,48,1.0,PASS,65047,0.09789844266453487,3.418858317224523e-20,0.014561635718856047,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.6,12,0.4,PASS,65047,0.07445385644226482,5.3615321572410145e-14,0.009165560705288067,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.6,12,0.7,PASS,65047,0.11261088136270697,1.4943297238235577e-18,0.012410855561001188,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.6,12,1.0,PASS,65047,0.14800067643396314,3.3275960675338214e-17,0.009838481791830667,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.6,48,0.4,PASS,65047,0.03532830107460759,4.0590865616573037e-07,0.008927400849047418,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.6,48,0.7,PASS,65047,0.05715866988485249,8.770582367483005e-11,0.018262597066441177,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.25,0.6,48,1.0,PASS,65047,0.07998831614063677,1.9469960201215708e-15,0.013485849145324469,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.5,0.8,12,0.4,PASS,65047,0.097590972681292,6.52085505118184e-25,0.014565246049128122,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.5,0.8,12,0.7,PASS,65047,0.1433732531861577,3.206196835387751e-25,0.009629033563421707,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.5,0.8,12,1.0,PASS,65047,0.1850200624164066,1.6518394905212844e-26,0.01246759473430048,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.5,0.8,48,0.4,PASS,65047,0.0450136055467585,8.717606714409322e-09,0.018101237811982696,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.5,0.8,48,0.7,PASS,65047,0.07496118191461558,5.135416657093921e-14,0.014857570644452034,61.14,7.5,False
PRICE_CUSUM,"{'k': 0.08, 'vol_window': 30}",2.5,0.8,48,1.0,PASS,65047,0.10426307131766262,1.5348644662484446e-23,0.011852014990089144,61.14,7.5,False
