edge,mean_auc_smooth,mean_auc_raw,learnability,profitability,sharpe_pos,horizon_bars,cusum_threshold,target_signal_density,min_event_spacing,trail_distance,kalman_Q,kalman_R,label_low_q,label_high_q,econ_min_return_multiple,iso_min_prob,target_clip_high_q,signal_strength_scale_max,r_multiple_pos_threshold,transaction_cost_mult,vol_baseline_window,profit_mult_min,profit_mult_max,stop_mult_min,stop_mult_max
0.005218,0.665567,0.623997,0.805011,56.389990,1.808681,22,0.019365,11.507143,3,0.959195,0.000270,0.001144,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,170,0.773719,1.806049,0.718915,1.233968
