family,params,pt_mult,sl_mult,horizon,risk_budget,status,n,signals_per_day,target_signals_per_day,adaptive_used
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,12,0.4,ANOVA,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,12,0.7,ANOVA,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,12,1.0,Mutual Info,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,24,0.4,ANOVA,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,24,0.7,ANOVA,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,24,1.0,Mutual Info,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,48,0.4,Class Balance,2588,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,48,0.7,Mutual Info,2588,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",3.5,1.0,48,1.0,PASS,2588,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,12,0.4,PASS,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,12,0.7,ANOVA,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,12,1.0,PASS,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,24,0.4,ANOVA,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,24,0.7,ANOVA,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,24,1.0,Mutual Info,2589,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,48,0.4,Class Balance,2588,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,48,0.7,Mutual Info,2588,7.87,7.5,True
BREAKOUT,"{'lookback': 24, 'anchor_window': 48}",4.0,1.0,48,1.0,PASS,2588,7.87,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,12,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,12,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,12,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,24,0.4,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,24,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,24,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,48,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,48,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",1.5,1.0,48,1.0,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,12,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,12,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,12,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,24,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,24,0.7,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,24,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,48,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,48,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.0,1.0,48,1.0,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,12,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,12,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,12,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,24,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,24,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,24,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,48,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,48,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",2.5,1.0,48,1.0,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,12,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,12,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,12,1.0,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,24,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,24,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,24,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,48,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,48,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.0,1.0,48,1.0,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,12,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,12,0.7,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,12,1.0,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,24,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,24,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,24,1.0,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,48,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,48,0.7,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",3.5,1.0,48,1.0,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,12,0.4,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,12,0.7,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,12,1.0,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,24,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,24,0.7,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,24,1.0,ANOVA,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,48,0.4,Mutual Info,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,48,0.7,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.001, 'q_slow': 1e-05}",4.0,1.0,48,1.0,PASS,774,2.36,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,12,0.4,PASS,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,12,0.7,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,12,1.0,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,24,0.4,Mutual Info,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,24,0.7,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,24,1.0,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,48,0.4,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,48,0.7,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",1.5,1.0,48,1.0,Mutual Info,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,12,0.4,PASS,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,12,0.7,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,12,1.0,PASS,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,24,0.4,Mutual Info,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,24,0.7,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,24,1.0,Mutual Info,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,48,0.4,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,48,0.7,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.0,1.0,48,1.0,Mutual Info,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,12,0.4,PASS,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,12,0.7,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,12,1.0,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,24,0.4,Mutual Info,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,24,0.7,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,24,1.0,PASS,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,48,0.4,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,48,0.7,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",2.5,1.0,48,1.0,Mutual Info,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,12,0.4,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,12,0.7,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,12,1.0,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,24,0.4,Mutual Info,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,24,0.7,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,24,1.0,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,48,0.4,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,48,0.7,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.0,1.0,48,1.0,Mutual Info,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,12,0.4,Mutual Info,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,12,0.7,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,12,1.0,ANOVA,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,24,0.4,Mutual Info,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,24,0.7,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,24,1.0,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,48,0.4,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,48,0.7,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",3.5,1.0,48,1.0,PASS,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,12,0.4,PASS,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,12,0.7,PASS,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,12,1.0,PASS,1550,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,24,0.4,PASS,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,24,0.7,PASS,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,24,1.0,ANOVA,1549,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,48,0.4,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,48,0.7,ANOVA,1546,4.72,7.5,True
KALMAN_TREND,"{'q_fast': 0.005, 'q_slow': 5e-05}",4.0,1.0,48,1.0,PASS,1546,4.72,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,12,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,12,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,12,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,24,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,24,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,24,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,48,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,48,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",1.5,1.0,48,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,12,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,12,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,12,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,24,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,24,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,24,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,48,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,48,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.0,1.0,48,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,12,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,12,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,12,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,24,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,24,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,24,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,48,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,48,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",2.5,1.0,48,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,12,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,12,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,12,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,24,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,24,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,24,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,48,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,48,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.0,1.0,48,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,12,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,12,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,12,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,24,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,24,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,24,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,48,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,48,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",3.5,1.0,48,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,12,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,12,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,12,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,24,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,24,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,24,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,48,0.4,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,48,0.7,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 12, 'z': 2.5}",4.0,1.0,48,1.0,Sample Size (< 0.5/day),99,0.3,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,12,0.4,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,12,0.7,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,12,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,24,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,24,0.7,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,24,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,48,0.4,Class Balance,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,48,0.7,ANOVA,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",1.5,1.0,48,1.0,PASS,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,12,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,12,0.7,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,12,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,24,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,24,0.7,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,24,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,48,0.4,Class Balance,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,48,0.7,ANOVA,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.0,1.0,48,1.0,PASS,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,12,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,12,0.7,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,12,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,24,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,24,0.7,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,24,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,48,0.4,Class Balance,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,48,0.7,ANOVA,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",2.5,1.0,48,1.0,PASS,2684,8.16,7.5,True
