timestamp,uuid,family,initial_features,final_features,retention_pct,selected_features_list
2025-12-29T22:47:22.820483,Geo_Sel0,Unified,420,70,16.666666666666664,"['price_impact_w20', 'adx_w100', 'kalman_trend', 'vol_ratio_w200_vs_w800', 'trend_alignment_score_w200', 'bars_since_vol_spike_w50', 'time_weighted_sr_strength_w150', 'cmf_w150', 'ehlers_fisher_transform_w20', 'max_runup_w50', 'vwap_zscore_w20', 'trend_duration_w100', 'bars_since_vol_spike_w20', 'vol_trend_conflict_w100', 'volatility_zscore_w50', 'vol_ratio_w20_vs_w80', 'trend_alignment_score_w100', 'adx_trend_strength_w200', 'compression_x_momentum_w50', 'volatility_trend_slope_w200', 'volume_without_progress_w50', 'trend_duration_w20', 'trend_slope_stability_w50', 'time_weighted_sr_strength_w50', 'yang_zhang_volatility_w100', 'directional_consistency_w20', 'hurst_proxy_w150', 'bars_since_trend_exhaustion_signal_w50', 'aroon_oscillator_w50', 'rsi_ratio_w200_vs_w800', 'volume_weighted_rsi_w10', 'sma_ratio_w100_vs_w400', 'signed_price_impact_w10', 'adx_w10', 'time_weighted_sr_strength_w10', 'volume_delta_w50', 'momentum_decay_w10', 'momentum_decay_w100', 'left_tail_var_ratio_w50', 'volatility_zscore_w200', 'rolling_kurtosis_w20', 'returns_1h', 'downside_semivariance_w200', 'volume_without_progress_w20', 'sma_ratio_w200_vs_w800', 'aroon_oscillator_w20', 'vol_trend_conflict_w20', 'trend_alignment_score_w150', 'directional_consistency_w200', 'range_per_volume_w100', 'bars_since_vol_spike_w10', 'trend_duration_w10', 'touch_count_near_price_w10', 'max_runup_w100', 'rolling_skewness_w20', 'directional_consistency_w10', 'max_runup_w10', 'directional_consistency_w150', 'hurst_proxy_w100', 'ease_of_movement_w200', 'false_break_rate_w10', 'rsi_ratio_w50_vs_w200', 'cmf_w200', 'bars_since_compression_ended_w20', 'volatility_trend_slope_w150', 'event_stop_abs', 'absorption_x_vol_spike_w100', 'drawdown_w200', 'price_vol_correlation_w20', 'adx_w20']"
2025-12-29T22:47:34.936108,Geo_Sel1,Unified,420,70,16.666666666666664,"['price_vol_correlation_w100', 'bars_since_vol_spike_w20', 'vol_compression_duration_w100', 'max_runup_w100', 'touch_count_near_price_w10', 'body_to_range_w200', 'vol_trend_conflict_w200', 'max_runup_w200', 'momentum_decay_w20', 'volatility_trend_slope_w100', 'compression_x_momentum_w10', 'signed_price_impact_w50', 'false_break_rate_w100', 'time_weighted_sr_strength_w50', 'drawdown_w200', 'close_location_value_w200', 'trend_duration_w50', 'close_location_value_w10', 'close_location_value_w20', 'trend_alignment_score_w100', 'cci_w20', 'volatility_zscore_w50', 'kaufman_efficiency_ratio', 'compression_x_momentum_w150', 'price_vol_correlation_w200', 'vol_acceleration_w50', 'hurst_proxy_w100', 'event_stop_sigma', 'touch_count_near_price_w100', 'bars_since_compression_ended_w150', 'returns_4h', 'macd_hist_w20', 'vol_ratio_w100_vs_w400', 'left_tail_var_ratio_w100', 'trend_alignment_score_w200', 'bars_since_trend_exhaustion_signal_w20', 'cmf_w50', 'sma_ratio_w200_vs_w800', 'trend_efficiency_ratio_w100', 'vol_compression_duration_w200', 'donchian_width_w10', 'momentum_decay_w150', 'vol_compression_duration_w50', 'adx_w50', 'event_range_to_stop_ratio_50', 'rv_z_short', 'directional_consistency_w200', 'force_index_w50', 'adx_trend_strength_w200', 'price_vol_correlation_w10', 'force_index_w200', 'close_location_value_w50', 'trend_slope_stability_w150', 'signed_price_impact_w20', 'price_vol_correlation_w50', 'volatility_trend_slope', 'downside_semivariance_w10', 'aroon_oscillator_w100', 'momentum_decay_w50', 'vol_ratio_w10_vs_w40', 'volume_delta_w50', 'touch_count_near_price_w200', 'adx_w150', 'ehlers_fisher_transform_w10', 'close_location_value_w100', 'yang_zhang_volatility_w100', 'obv_slope_w150', 'touch_count_near_price_w20', 'volatility_trend_slope_w200', 'false_break_rate_w20']"
