feature,importance,correlation_with_target
smc_adr_filled_pct,34.80928421020508,0.00912207809925897
smc_dist_to_pdl_atr,29.68631935119629,-0.03969042402233725
smc_dist_to_day_open,28.572294235229492,-0.018120443346404374
smc_session_NY_AM,28.24143409729004,-0.005787323968260563
smc_profile_skew,26.65760612487793,0.037610407028844196
smc_fib_retracement_level,24.831485748291016,0.031040907971778435
smc_dow_Tue,24.03193473815918,-0.013263697663375998
smc_break_of_structure_mag,23.294696807861328,0.002711390166185694
smc_dow_Sat,22.994237899780273,0.010465878388749591
smc_dow_Wed,22.734487533569336,0.015897175478588592
smc_htf_trend_slope,22.097822189331055,-0.013649334903982846
smc_dist_to_pdh_atr,21.993207931518555,-0.00844586539561927
smc_daily_wick_rejection,21.758031845092773,0.025979424449525963
smc_range_position,21.626712799072266,-0.03104090797004166
smc_dow_Fri,21.207603454589844,0.006834542884368811
smc_dist_to_week_open,21.1207218170166,-0.0019498960745364942
smc_session_London,20.755977630615234,-0.032473695276993564
smc_dow_Sun,20.6684627532959,0.000513329061250635
smc_poc_dist_atr,20.623682022094727,-0.029148900841571186
smc_session_NY_PM,20.38886070251465,0.018150247243242094
smc_time_elapsed_session,19.8042049407959,0.0025578431970380918
smc_dist_to_swing_high,19.775102615356445,0.00790617372508041
smc_dist_to_swing_low,19.573673248291016,-0.020387232124916336
smc_session_Asia,19.188125610351562,0.01319595681333811
smc_nwog_gap_size,18.611541748046875,0.006651810176822737
smc_gap_fill_ratio,18.514678955078125,-0.006219434706283886
smc_session_Dead,18.368785858154297,0.007135816249064646
smc_dow_Thu,18.153703689575195,-0.016691160961970593
smc_current_fvg_size,16.5539493560791,-6.017742705681521e-05
smc_consequent_encroachment,16.480234146118164,-0.005798791218364891
smc_dow_Mon,15.474536895751953,-0.0037365757451670776
smc_market_structure_Downtrend,13.973679542541504,0.004289020168196185
smc_velocity_roc,12.818713188171387,-0.00901829363848624
smc_nearest_fvg_dist,12.812492370605469,-0.01642399115476852
smc_atr_compression,12.68005084991455,0.006757293564579883
smc_volume_imbalance_size,11.193791389465332,-0.0031457871890653794
smc_market_structure_Range,10.582991600036621,-0.0015903466959889926
smc_is_in_value_area,10.133245468139648,-0.002110865826977357
smc_hvn_gravity,10.069340705871582,0.0008857424428033451
smc_close_position_in_candle,9.899060249328613,-0.008845437046837502
smc_wick_body_ratio,9.432686805725098,-0.002417507932311821
smc_consecutive_candles,8.488397598266602,-0.013430738435059042
smc_rel_volume,7.909801483154297,-0.0029184861928433416
smc_displacement_strength,7.124052047729492,-0.001908640369612434
smc_market_structure_Uptrend,6.540229797363281,-0.0021910020565247723
smc_is_inside_fvg,0.0,0.00017729503536876342
smc_sweep_confirmed,0.0,-0.003764488953211684
