Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.2710526833904205,4.82042830144799e-05,5623,490.8698534289364,2.0696646398927694,0.0910418397327103,0.3077251838327497,0.45395928487341064
