timestamp,symbol,timeframe,n_bars,n_events,cache_hits,cache_misses,production_geometries_n,oof_labeled_events,oof_nonzero_weight_events,oof_geometry_channels,Lift@5,Precision@5,Recall@5,Lift@10,Precision@10,Recall@10,Lift@20,Precision@20,Recall@20,Lift@30,Precision@30,Recall@30,Lift@40,Precision@40,Recall@40,Lift@50,Precision@50,Recall@50,Cumulative_Gain,Max_Drawdown,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Sharpe_Ratio,Expected_Profit_Per_Trade,ROC_AUC,PR_AUC
20251229_234647,,,31680,7421,0,160,4,7421,7421,0,1.8520089842775143,1.0,0.09258797105066134,1.8520089842775143,1.0,0.18517594210132268,1.8520089842775143,1.0,0.37035188420264537,1.8520089842775143,1.0,0.555527826303968,1.8520089842775143,1.0,0.7407037684052907,1.8520089842775143,1.0,0.9258797105066134,5.640857476838911e+20,-0.1702864825569024,0.7741452458198154,0.016809764690804606,-0.003920745114016339,14.69556332121352,0.7352714118819361,0.012127680494806862,1.0,1.0
