Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
-0.19182315558366633,-9.60556612837588e-05,1997,1543.415232570768,-4.199713472543378,0.17461044945135196,-0.1746104494505265,
