Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.04025354032016028,2.4162757744978966e-05,1666,396.06133988038897,0.148946515837089,0.09947629842395189,0.03186764404377107,0.4876529085203958
