p_min,n_prob_ge_pmin,gate_n_eval,gate_auc,gate_ece,gate_avg_pnl,gate_total_pnl,gate_profit_factor,gate_win_rate,n_trades,avg_trade_pnl,total_pnl,profit_factor,win_rate
0.2,7421,7421,0.45395928487341064,0.11785113325653232,0.0015196643576413451,11.277429198056423,1.3036035044510161,0.40641422988815523,7421,0.00047819024016951224,3.54864977229795,1.2858782452194168,0.40641422988815523
0.25,7415,7415,0.454588926283313,0.11746549910283015,0.0015042606806572136,11.15409294707324,1.3003587383335788,0.40606877950101145,7415,0.0004179180626505603,3.0988624345539044,1.282979866460598,0.40606877950101145
0.3,7408,7408,0.45427119414658956,0.1175750184307844,0.0015066651415472935,11.16137536858235,1.3008193531521,0.406182505399568,7408,0.00035141857394461215,2.603308795781687,1.279269416282493,0.406182505399568
0.35,7373,7373,0.45461350484042057,0.11736986494130147,0.001498189747777199,11.046153010361287,1.299156282811162,0.40580496405804967,7373,0.0002788952985426369,2.0562950361548618,1.273821652978307,0.40580496405804967
0.4,7318,7318,0.45496834838959177,0.11757052620822508,0.0014669592631622191,10.735207887821119,1.2925407201278716,0.40530199508062315,7318,0.0001994551713120691,1.4596129436617216,1.2652946037515758,0.40530199508062315
0.45,7235,7235,0.45260993505146785,0.11807684582380103,0.0014941409771343855,10.810109969567279,1.2988060917518254,0.40594333102971664,7235,0.00011351187104484734,0.8212583870094705,1.2472600939411562,0.40594333102971664
0.5,5623,5623,0.46258562076215437,0.14465173282354082,0.0011108983548793932,6.246581449486828,1.22053791683908,0.390361017250578,5623,4.82042830144799e-05,0.2710526833904205,1.223140055479094,0.390361017250578
0.55,1054,1054,0.5281707996388852,0.19954892543485545,0.0010807262007201481,1.1390854155590362,1.2192575115336681,0.3747628083491461,1054,0.00015804815947907766,0.16658276009094783,2.149373409206371,0.3747628083491461
0.6,127,127,0.5593283582089552,0.17047489983483757,0.005680137322418906,0.721377439947201,2.488290553657423,0.47244094488188976,125,0.0006683614560163274,0.0835449728507342,3.8757211595706766,0.472
