timestamp,symbol,timeframe,n_bars,n_events,cache_hits,cache_misses,production_geometries_n,oof_labeled_events,oof_nonzero_weight_events,oof_geometry_channels,Lift@5,Precision@5,Recall@5,Lift@10,Precision@10,Recall@10,Lift@20,Precision@20,Recall@20,Lift@30,Precision@30,Recall@30,Lift@40,Precision@40,Recall@40,Lift@50,Precision@50,Recall@50,Cumulative_Gain,Max_Drawdown,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Sharpe_Ratio,Expected_Profit_Per_Trade,ROC_AUC,PR_AUC
20251230_000034,,,31680,7421,0,152,3,7421,7421,0,1.6104600694444446,1.0,0.08051215277777778,1.6104600694444446,1.0,0.16102430555555555,1.6104600694444446,1.0,0.3220486111111111,1.6104600694444446,1.0,0.4830729166666667,1.6104600694444446,1.0,0.6440972222222222,1.6104600694444446,1.0,0.8051215277777778,8.594435894665367e+22,-0.27573024065567636,0.7688802083333334,0.01665832235747836,-0.005007342589900177,11.06739730225645,0.7268851438913629,0.011650958388520429,1.0,1.0
