config_id,learnability,mean_auc,profitability,edge,edge_scaled,combined,fidelity_score,ic,calibration_score,mean_pos,mean_neg,sharpe_pos,n_events,n_raw_events,n_vol_scaled_events,balance_score,trades_per_day,mean_tto,timeout_rate,tto_penalty,n_pre_events,retention_total,retention_pos,retention_neg,snr_pre,snr_post,effect_size_pre,effect_size_post,n_required_80pct_power,learnability_worst_fold_auc,learnability_auc_cv_std,model_complexity,cusum_threshold,target_signal_density,r_multiple_threshold,effective_tx_cost,label_low_q,pnl_win_rate,pnl_avg_win,pnl_avg_loss,pnl_profit_factor,pnl_total_return,pnl_avg_ret_per_trade,pnl_per_day,label_high_q,auc_in_target_range,auc_range_adjustment,auc_weight_multiplier,fold_aucs,auc_interpretation,retention_penalty,retention_asym_penalty,auc_retention_adjusted,alpha_retention,weighted_brier,weighted_brier_norm,ece_norm,mid_brier,mid_brier_norm,calibration_combo,rank_calib_score,sample_count_bonus,mi_value,mi_penalty,prob_std,prob_variance_penalty,single_bin_penalty,regression_target_stats,horizon_bars,cusum_threshold,target_signal_density,min_event_spacing,trail_distance,profit_mult_min,profit_mult_max,stop_mult_min,stop_mult_max,kalman_Q,kalman_R,label_low_q,label_high_q,econ_min_return_multiple,iso_min_prob,target_clip_high_q,signal_strength_scale_max,r_multiple_pos_threshold,transaction_cost_mult,vol_baseline_window,profit_thr_base,stop_to_profit_ratio,scale_pos_weight
79f2015e5c615b1bfb1fe4910b21576f,0.709746,0.649703,83.702952,0.007075,7.074896,82.358740,29.294695,0.000000,0.000000,0.013078,-0.010087,2.796160,911,15361,2638,0.998810,6.087283,0.480192,0.000000,1.603832,2835,0.321340,0.638814,0.208791,2.559311,2.796160,4.985612,6.716717,0.354655,0.559361,0.082883,fast,0.019364,5.000000,0.732806,0.003170,0.178988,0.512623,0.013278,-0.009932,1.406120,1.790991,0.001966,0.011194,0.756848,True,0.000000,1.000000,"[0.5593613241474934, 0.6301973220577871, 0.759551076500229]",excellent_check_leakage,0.000041,0.000000,0.649662,0.050000,,,,,,,0.649662,100.000000,0.340589,0.000000,0.203199,0.000000,0.000000,"{'n_events_reg': 911, 'mean_raw': 0.015550264910065463, 'std_raw': 4.4199958453899875, 'min_raw': -7.308267096253802, 'max_raw': 8.754516414286382, 'median_raw': 1.8744466590425264}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000467,0.001620,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
a9ef6f628bcd77935fc7fdc63eefc033,-214.012207,0.333252,98.111743,0.001246,1.245650,-60.822250,27.788897,0.000000,0.000000,0.012718,-0.009750,3.323588,920,15361,2655,0.995072,6.121855,0.468182,0.000000,1.363636,2835,0.324515,0.672065,0.201528,2.949425,3.323588,5.426427,7.807481,0.262481,0.184664,0.105927,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.533696,0.012905,-0.009598,1.538877,2.218870,0.002412,0.013868,0.756848,False,-0.103374,0.300000,"[0.42403763900769886, 0.3910535760061522, 0.18466424682395643]",too_noisy,0.000032,0.000000,0.229845,0.050000,,,,,,,0.229845,100.000000,0.001292,4.353962,0.027209,6.837311,200.000000,"{'n_events_reg': 920, 'mean_raw': 0.1753413528872363, 'std_raw': 4.327060816442278, 'min_raw': -7.59922599742478, 'max_raw': 7.683417637924042, 'median_raw': 2.2657390927973067}",22,0.019364,11.507143,3,0.959195,0.748003,1.598354,0.666084,1.172285,0.000257,0.001078,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,67.000000,,,
ef7dd2a9f7fa925f88f25885d4036464,-15.422669,0.341527,83.855848,0.000838,0.837889,-80.409546,27.757197,0.000000,0.000000,0.013078,-0.010087,2.796160,911,15361,2638,0.998810,6.087283,0.480192,0.000000,1.603832,2835,0.321340,0.638814,0.208791,2.559311,2.796160,4.985612,6.716717,0.354655,0.163995,0.125558,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.512623,0.013278,-0.009932,1.406120,1.790991,0.001966,0.011194,0.756848,False,-0.099236,0.300000,"[0.4273148749945838, 0.43327167019027485, 0.16399450297755383]",too_noisy,0.000041,0.000000,0.242249,0.050000,,,,,,,0.242249,100.000000,0.001081,4.459293,0.022450,8.265029,0.000000,"{'n_events_reg': 911, 'mean_raw': 0.015550264910065463, 'std_raw': 4.4199958453899875, 'min_raw': -7.308267096253802, 'max_raw': 8.754516414286382, 'median_raw': 1.8744466590425264}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000257,0.001078,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
f985fd86e5c9db576a50a5d54d04a955,-15.422669,0.341527,82.038878,0.000838,0.837889,-80.409546,27.757197,0.000000,0.000000,0.013078,-0.010087,2.796160,911,15361,2638,0.998810,6.087283,0.480192,0.000000,1.603832,2835,0.321340,0.638814,0.208791,2.559311,2.796160,4.985612,6.716717,0.354655,0.163995,0.125558,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.512623,0.013278,-0.009932,1.406120,1.790991,0.001966,0.011194,0.756848,False,-0.099236,0.300000,"[0.4273148749945838, 0.43327167019027485, 0.16399450297755383]",too_noisy,0.000041,0.000000,0.242249,0.050000,,,,,,,0.242249,100.000000,0.001081,4.459293,0.022450,8.265029,0.000000,"{'n_events_reg': 911, 'mean_raw': 0.015550264910065463, 'std_raw': 4.4199958453899875, 'min_raw': -7.308267096253802, 'max_raw': 8.754516414286382, 'median_raw': 1.8744466590425264}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000024,0.005980,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
36edddd72550422e63d18e5f36ca4245,-15.422669,0.341527,81.092894,0.000838,0.837889,-80.409546,27.757197,0.000000,0.000000,0.013078,-0.010087,2.796160,911,15361,2638,0.998810,6.087283,0.480192,0.000000,1.603832,2835,0.321340,0.638814,0.208791,2.559311,2.796160,4.985612,6.716717,0.354655,0.163995,0.125558,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.512623,0.013278,-0.009932,1.406120,1.790991,0.001966,0.011194,0.756848,False,-0.099236,0.300000,"[0.4273148749945838, 0.43327167019027485, 0.16399450297755383]",too_noisy,0.000041,0.000000,0.242249,0.050000,,,,,,,0.242249,100.000000,0.001081,4.459293,0.022450,8.265029,0.000000,"{'n_events_reg': 911, 'mean_raw': 0.015550264910065463, 'std_raw': 4.4199958453899875, 'min_raw': -7.308267096253802, 'max_raw': 8.754516414286382, 'median_raw': 1.8744466590425264}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000016,0.006010,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
d3764ec9a271ea5ad9bf6b249cbc5369,-210.029776,0.554313,77.821070,0.000745,0.745400,-204.319735,27.667163,0.000000,0.000000,0.015181,-0.010794,2.448316,899,15361,2581,0.999028,5.990006,0.552533,0.000000,3.050662,2835,0.317108,0.695522,0.200000,2.167656,2.448316,4.521910,5.705236,0.491556,0.078607,0.121837,strong,0.019367,5.000000,0.732244,0.003169,0.181371,0.499444,0.015783,-0.010413,1.512283,2.400581,0.002670,0.015004,0.756826,True,0.000000,1.000000,"[0.42275, 0.25902132312739196, 0.39436094895044094, 0.2979070058904624, 0.07860677578987438]",good_edge,0.000054,0.000000,0.554259,0.050000,,,,,,,0.554259,100.000000,0.001633,4.183288,0.028867,6.339882,200.000000,"{'n_events_reg': 899, 'mean_raw': 0.20702593158490426, 'std_raw': 4.950942720738282, 'min_raw': -7.628561635394993, 'max_raw': 10.58794827741398, 'median_raw': -0.0036201724015836197}",22,0.019367,11.507743,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.181371,0.756826,1.857814,0.114711,0.979722,1.577478,0.732244,1.056215,105.000000,0.015408,0.432945,2.924423
19febde100c21cd758d66d129e79ce16,-208.144386,0.556145,77.826278,0.000742,0.742272,-204.320830,27.667163,0.000000,0.000000,0.015182,-0.010793,2.448481,899,15361,2581,0.999028,5.990006,0.552533,0.000000,3.050662,2835,0.317108,0.695522,0.200000,2.167815,2.448481,4.521910,5.705236,0.491556,0.078607,0.121837,strong,0.019360,5.000000,0.731883,0.003168,0.181039,0.499444,0.015784,-0.010412,1.512530,2.401501,0.002671,0.015009,0.756971,True,0.000000,1.000000,"[0.42275, 0.25902132312739196, 0.39436094895044094, 0.2979070058904624, 0.07860677578987438]",good_edge,0.000054,0.000000,0.556091,0.050000,,,,,,,0.556091,100.000000,0.002310,3.844973,0.034018,4.794639,200.000000,"{'n_events_reg': 899, 'mean_raw': 0.20741325160175136, 'std_raw': 4.950886136115447, 'min_raw': -7.627794402063277, 'max_raw': 10.588407947999015, 'median_raw': -0.00342576927418821}",22,0.019360,11.505832,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.181039,0.756971,1.852803,0.114668,0.979730,1.577518,0.731883,1.055874,105.000000,0.015408,0.432945,2.924423
441922fe55f6fa77c1dd0b6d510f188c,-12.069952,0.556090,77.594558,0.000506,0.505960,-203.682394,27.673369,0.000000,0.000000,0.015161,-0.010793,2.441474,900,15361,2582,0.998970,5.996669,0.553030,0.000000,3.060606,2835,0.317460,0.697015,0.200000,2.167813,2.441474,4.521910,5.689749,0.494235,0.078057,0.120059,strong,0.019366,5.000000,0.736170,0.003168,0.180570,0.500000,0.015761,-0.010412,1.513712,2.407044,0.002674,0.015044,0.756812,True,0.000000,1.000000,"[0.42300000000000004, 0.28827227993439036, 0.3871568749223699, 0.3045494422860007, 0.07805707805707805]",good_edge,0.000053,0.000000,0.556037,0.050000,,,,,,,0.556037,100.000000,0.000989,4.505635,0.023132,8.060378,0.000000,"{'n_events_reg': 900, 'mean_raw': 0.20946391804558132, 'std_raw': 4.948513555821608, 'min_raw': -7.6276896312192735, 'max_raw': 10.588349235192652, 'median_raw': 0.45052635645719774}",22,0.019366,11.506383,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.180570,0.756812,1.850584,0.115543,0.979494,1.573665,0.736170,1.055878,105.000000,0.015408,0.432945,2.924423
f816872cbedf0f18afa2c5dbd53d5711,-8.078387,0.547648,77.830218,0.000434,0.434269,-184.448625,27.660950,0.000000,0.000000,0.015182,-0.010805,2.448447,898,15361,2581,0.998966,5.983343,0.552035,0.000000,3.040696,2835,0.316755,0.695522,0.199538,2.167782,2.448447,4.521910,5.709028,0.490903,0.099163,0.109205,strong,0.019366,5.000000,0.730461,0.003168,0.179478,0.500000,0.015784,-0.010424,1.514261,2.406827,0.002680,0.015043,0.756779,False,0.000000,0.700000,"[0.387625, 0.2565609622744669, 0.4011656746031746, 0.30426504188880427, 0.09916254282451464]",good_edge,0.000055,0.000000,0.547592,0.050000,,,,,,,0.547592,100.000000,0.002660,3.670098,0.033725,4.882515,0.000000,"{'n_events_reg': 898, 'mean_raw': 0.21220227031100816, 'std_raw': 4.951505692005739, 'min_raw': -7.6280654037939835, 'max_raw': 10.58836708895061, 'median_raw': 0.45049453965889064}",22,0.019366,11.505585,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.179478,0.756779,1.860828,0.114667,0.979216,1.576678,0.730461,1.055944,105.000000,0.015408,0.432945,2.924423
d26bc937829d3fabf1c4dc0d040fb8b3,-4.496803,0.557373,77.804317,0.000416,0.416364,-197.945485,27.648507,0.000000,0.000000,0.015179,-0.010807,2.448055,896,15361,2581,0.998835,5.970017,0.552202,0.000000,3.044034,2835,0.316049,0.695522,0.198614,2.167405,2.448055,4.521910,5.702665,0.491999,0.084126,0.116642,strong,0.019367,5.000000,0.736416,0.003170,0.178777,0.501116,0.015782,-0.010424,1.520795,2.426559,0.002708,0.015166,0.756794,True,0.000000,1.000000,"[0.39699999999999996, 0.28287841191067, 0.4009789156626506, 0.3391139240506329, 0.08412637990102778]",good_edge,0.000058,0.000000,0.557316,0.050000,,,,,,,0.557316,100.000000,0.003984,3.008048,0.043374,1.987807,0.000000,"{'n_events_reg': 896, 'mean_raw': 0.220076163937475, 'std_raw': 4.953612061101287, 'min_raw': -7.630121311640131, 'max_raw': 10.587379152942479, 'median_raw': 0.955981627048768}",22,0.019367,11.505562,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.178777,0.756794,1.850850,0.114622,0.979704,1.579348,0.736416,1.056755,105.000000,0.015408,0.432945,2.924423
