family,params,pt_mult,sl_mult,horizon,risk_budget,status,n,pos_rate,min_p,max_mi,signals_per_day,target_signals_per_day,adaptive_used
ENTROPY,{'window': 12},1.5,1.0,12,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,12,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,12,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,24,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,24,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,24,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,48,0.4,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,48,0.7,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},1.5,1.0,48,1.0,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,12,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,12,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,12,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,24,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,24,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,24,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,48,0.4,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,48,0.7,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.0,1.0,48,1.0,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,12,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,12,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,12,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,24,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,24,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,24,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,48,0.4,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,48,0.7,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},2.5,1.0,48,1.0,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,12,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,12,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,12,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,24,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,24,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,24,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,48,0.4,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,48,0.7,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.0,1.0,48,1.0,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,12,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,12,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,12,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,24,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,24,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,24,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,48,0.4,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,48,0.7,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},3.5,1.0,48,1.0,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,12,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,12,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,12,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,24,0.4,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,24,0.7,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,24,1.0,Class Balance,19,0.0,0.0,1.1102230246251565e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,48,0.4,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,48,0.7,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
ENTROPY,{'window': 12},4.0,1.0,48,1.0,Class Balance,18,0.0,0.0,5.551115123125783e-16,1.0,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,12,0.4,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,12,0.7,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,12,1.0,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,24,0.4,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,24,0.7,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,24,1.0,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,48,0.4,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,48,0.7,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",1.5,1.0,48,1.0,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,12,0.4,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,12,0.7,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,12,1.0,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,24,0.4,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,24,0.7,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,24,1.0,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,48,0.4,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,48,0.7,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.0,1.0,48,1.0,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,12,0.4,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,12,0.7,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,12,1.0,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,24,0.4,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,24,0.7,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,24,1.0,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,48,0.4,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,48,0.7,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",2.5,1.0,48,1.0,Class Balance,248,0.0,0.0,0.0,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",3.0,1.0,12,0.4,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
BREAKOUT,"{'lookback': 12, 'anchor_window': 24}",3.0,1.0,12,0.7,Class Balance,251,0.0,0.0,3.3306690738754696e-16,12.65,7.5,True
