timestamp,symbol,timeframe,n_bars,n_events,cache_hits,cache_misses,production_geometries_n,oof_labeled_events,oof_nonzero_weight_events,oof_geometry_channels,Lift@5,Precision@5,Recall@5,Lift@10,Precision@10,Recall@10,Lift@20,Precision@20,Recall@20,Lift@30,Precision@30,Recall@30,Lift@40,Precision@40,Recall@40,Lift@50,Precision@50,Recall@50,Cumulative_Gain,Max_Drawdown,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Sharpe_Ratio,Expected_Profit_Per_Trade,ROC_AUC,PR_AUC
20251229_225030,,,31680,7421,0,102,2,7421,7421,0,1.0679970857106877,0.5175202156334232,0.05339265850945495,1.026278449550114,0.4973045822102426,0.10261401557285874,0.99568478303236,0.48247978436657685,0.19911012235817574,0.9827056517824037,0.47619047619047616,0.29477196885428253,0.9824738815815116,0.47607816711590295,0.39293659621802,0.9940160375859369,0.4816711590296496,0.49694104560622915,0.27135760016661403,-0.6703659588540831,0.37686416767432485,0.013548980432903016,-0.0079096971841151,1.0359740564122648,0.013872132411613034,0.00017730949541409726,0.4941348775327705,0.4826986955735415
