timestamp,symbol,timeframe,n_bars,n_events,cache_hits,cache_misses,production_geometries_n,oof_labeled_events,oof_nonzero_weight_events,oof_geometry_channels,Lift@5,Precision@5,Recall@5,Lift@10,Precision@10,Recall@10,Lift@20,Precision@20,Recall@20,Lift@30,Precision@30,Recall@30,Lift@40,Precision@40,Recall@40,Lift@50,Precision@50,Recall@50,Cumulative_Gain,Max_Drawdown,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Sharpe_Ratio,Expected_Profit_Per_Trade,ROC_AUC,PR_AUC
20251229_231042,,,31680,7421,0,194,4,7421,7421,0,0.9863939595131848,0.5417789757412399,0.04931305201177625,0.9790328105615939,0.5377358490566038,0.0978900883218842,0.9520419310724271,0.522911051212938,0.1903827281648675,0.9487703093161645,0.5211141060197664,0.2845927379784102,0.9624702254205143,0.5286388140161725,0.3849362119725221,0.975597607717518,0.5358490566037736,0.48773307163886165,0.298212374023477,-0.9398640288135107,0.4036791006642821,0.014077117234751125,-0.009244533645879634,1.0308250298366366,0.011735013060742502,0.00016992940761975198,0.4824581824262774,0.5354068088789042
