timestamp,symbol,timeframe,uuid,family,final_score,learnability,robust_magnitude,stability,balance,mean_return,count,win_rate,return_std,sharpe_proxy,pos_ratio,param_sl_sigma,param_alpha,param_beta,param_min_ratio,param_horizon,raw_passed,raw_survivors,raw_auc_full,raw_auc_std_full,raw_pr_auc_full,raw_ic_full,raw_log_loss_full,raw_regime_leaves_path,raw_n_regime_leaves
20251230_000034,,,Geo_Sel1,Unified,6.737636437137852,0.5,0.0,1.0,1.0,,0,,,,,0.5494712596797985,1.0084693556045852,0.8454025903137278,2.5,12,True,500,0.5300034339177436,0.033953067360178175,0.2815369862532309,0.0476376726918352,0.5781444776781575,,
20251230_000034,,,Geo_Sel4,Unified,8.974531734267618,0.5,0.0,1.0,1.0,,0,,,,,2.48646888486246,2.0,3.0,2.5,48,True,666,0.5032747432743482,0.037970177958832924,0.3273834928921806,0.007108568123567673,0.6286731017104751,outcomes/regime_leaves/regime_leaves_Geo_Sel4_UNKNOWN_15m_20251229_235355.parquet,2701.0
20251230_000034,,,Geo_Sel5,Unified,12.383775771459373,0.5,0.0,1.0,1.0,,0,,,,,4.531194591426534,0.3,1.5,1.5,48,True,919,0.48729083592866046,0.02600427644260172,0.4940739299785655,-0.021989879467917705,0.7005994135208535,outcomes/regime_leaves/regime_leaves_Geo_Sel5_UNKNOWN_15m_20251229_235538.parquet,2701.0
