id,family,name_base,params,events,labels,metrics,jaccard,uniqueness,passed,ic,f_stat,n_events,stability_std,entropy,score
CUSUM_67,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 24, 'pt': 4.0, 'sl': 2.0, 'horizon': 48}","DatetimeIndex(['2023-01-01 06:00:00', '2023-01-01 06:30:00',
               '2023-01-01 07:45:00', '2023-01-01 08:00:00',
               '2023-01-01 08:15:00', '2023-01-01 08:30:00',
               '2023-01-01 09:00:00', '2023-01-01 09:30:00',
               '2023-01-01 10:15:00', '2023-01-01 10:45:00',
               ...
               '2023-01-11 03:45:00', '2023-01-11 04:15:00',
               '2023-01-11 04:45:00', '2023-01-11 05:00:00',
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 07:30:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=414, freq=None)","2023-01-01 06:00:00    1
2023-01-01 06:30:00   -1
2023-01-01 07:45:00    1
2023-01-01 08:00:00    1
2023-01-01 08:15:00   -1
                      ..
2023-01-11 06:30:00    1
2023-01-11 07:30:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 414, dtype: int64","{'balance': np.float64(0.10628019323671498), 'events_per_day': 41.4, 'n_events': 414, 'time_spread': np.float64(0.28038977486719835), 'psr': np.float64(0.9999999747870778), 'anova_min_p': np.float64(7.241432658250583e-24), 'max_mi': np.float64(0.14300360646366062)}",0.9832535885167464,1.0,True,0.4182663273891835,115.21685384909023,414,0.039300508252049546,0.3386668047949679,5.454168940917662
CUSUM_68,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 24, 'pt': 4.0, 'sl': 2.0, 'horizon': 96}","DatetimeIndex(['2023-01-01 06:00:00', '2023-01-01 06:30:00',
               '2023-01-01 07:45:00', '2023-01-01 08:00:00',
               '2023-01-01 08:15:00', '2023-01-01 08:30:00',
               '2023-01-01 09:00:00', '2023-01-01 09:30:00',
               '2023-01-01 10:15:00', '2023-01-01 10:45:00',
               ...
               '2023-01-11 03:45:00', '2023-01-11 04:15:00',
               '2023-01-11 04:45:00', '2023-01-11 05:00:00',
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 07:30:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=414, freq=None)","2023-01-01 06:00:00    1
2023-01-01 06:30:00   -1
2023-01-01 07:45:00    1
2023-01-01 08:00:00    1
2023-01-01 08:15:00   -1
                      ..
2023-01-11 06:30:00    1
2023-01-11 07:30:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 414, dtype: int64","{'balance': np.float64(0.10628019323671498), 'events_per_day': 41.4, 'n_events': 414, 'time_spread': np.float64(0.28038977486719835), 'psr': np.float64(0.9999999899555935), 'anova_min_p': np.float64(7.241432658250583e-24), 'max_mi': np.float64(0.14300360646366062)}",0.9832535885167464,1.0,True,0.4182663273891835,115.21685384909023,414,0.039300508252049546,0.3386668047949679,5.454168940917662
CUSUM_69,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 24, 'pt': 1.5, 'sl': 1.5, 'horizon': 12}","DatetimeIndex(['2023-01-01 06:00:00', '2023-01-01 06:30:00',
               '2023-01-01 07:45:00', '2023-01-01 08:00:00',
               '2023-01-01 08:15:00', '2023-01-01 08:30:00',
               '2023-01-01 09:00:00', '2023-01-01 09:30:00',
               '2023-01-01 10:15:00', '2023-01-01 10:45:00',
               ...
               '2023-01-11 03:45:00', '2023-01-11 04:15:00',
               '2023-01-11 04:45:00', '2023-01-11 05:00:00',
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 07:30:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=414, freq=None)","2023-01-01 06:00:00    1
2023-01-01 06:30:00   -1
2023-01-01 07:45:00    1
2023-01-01 08:00:00    1
2023-01-01 08:15:00   -1
                      ..
2023-01-11 06:30:00    1
2023-01-11 07:30:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 388, dtype: int64","{'balance': np.float64(0.31443298969072164), 'events_per_day': 38.8, 'n_events': 388, 'time_spread': np.float64(0.28038977486719835), 'psr': np.float64(0.9929670801686747), 'anova_min_p': np.float64(3.2075881502807726e-54), 'max_mi': np.float64(0.3009325688996063)}",0.9832535885167464,1.0,True,0.6812724911104082,334.1188298249154,388,0.030910873776286554,0.6226017685062908,78.81593388337902
CUSUM_70,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 24, 'pt': 1.5, 'sl': 1.5, 'horizon': 24}","DatetimeIndex(['2023-01-01 06:00:00', '2023-01-01 06:30:00',
               '2023-01-01 07:45:00', '2023-01-01 08:00:00',
               '2023-01-01 08:15:00', '2023-01-01 08:30:00',
               '2023-01-01 09:00:00', '2023-01-01 09:30:00',
               '2023-01-01 10:15:00', '2023-01-01 10:45:00',
               ...
               '2023-01-11 03:45:00', '2023-01-11 04:15:00',
               '2023-01-11 04:45:00', '2023-01-11 05:00:00',
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 07:30:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=414, freq=None)","2023-01-01 06:00:00    1
2023-01-01 06:30:00   -1
2023-01-01 07:45:00    1
2023-01-01 08:00:00    1
2023-01-01 08:15:00   -1
                      ..
2023-01-11 06:30:00    1
2023-01-11 07:30:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 409, dtype: int64","{'balance': np.float64(0.2567237163814181), 'events_per_day': 40.9, 'n_events': 409, 'time_spread': np.float64(0.28038977486719835), 'psr': np.float64(0.9991053610201632), 'anova_min_p': np.float64(4.855282888862336e-45), 'max_mi': np.float64(0.23437544062900417)}",0.9832535885167464,1.0,True,0.6154835051433785,255.9259129411984,409,0.04521100289144912,0.5696020558128964,38.12933043800387
CUSUM_71,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 24, 'pt': 1.5, 'sl': 1.5, 'horizon': 48}","DatetimeIndex(['2023-01-01 06:00:00', '2023-01-01 06:30:00',
               '2023-01-01 07:45:00', '2023-01-01 08:00:00',
               '2023-01-01 08:15:00', '2023-01-01 08:30:00',
               '2023-01-01 09:00:00', '2023-01-01 09:30:00',
               '2023-01-01 10:15:00', '2023-01-01 10:45:00',
               ...
               '2023-01-11 03:45:00', '2023-01-11 04:15:00',
               '2023-01-11 04:45:00', '2023-01-11 05:00:00',
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 07:30:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=414, freq=None)","2023-01-01 06:00:00    1
2023-01-01 06:30:00   -1
2023-01-01 07:45:00    1
2023-01-01 08:00:00    1
2023-01-01 08:15:00   -1
                      ..
2023-01-11 06:30:00    1
2023-01-11 07:30:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 414, dtype: int64","{'balance': np.float64(0.2463768115942029), 'events_per_day': 41.4, 'n_events': 414, 'time_spread': np.float64(0.28038977486719835), 'psr': np.float64(0.9994988360562304), 'anova_min_p': np.float64(2.46517726189323e-43), 'max_mi': np.float64(0.22607421233919545)}",0.9832535885167464,1.0,True,0.6017898546835881,242.55576068880782,414,0.03425385732098741,0.5583195449568261,46.4829999307419
CUSUM_72,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 24, 'pt': 1.5, 'sl': 1.5, 'horizon': 96}","DatetimeIndex(['2023-01-01 06:00:00', '2023-01-01 06:30:00',
               '2023-01-01 07:45:00', '2023-01-01 08:00:00',
               '2023-01-01 08:15:00', '2023-01-01 08:30:00',
               '2023-01-01 09:00:00', '2023-01-01 09:30:00',
               '2023-01-01 10:15:00', '2023-01-01 10:45:00',
               ...
               '2023-01-11 03:45:00', '2023-01-11 04:15:00',
               '2023-01-11 04:45:00', '2023-01-11 05:00:00',
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 07:30:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=414, freq=None)","2023-01-01 06:00:00    1
2023-01-01 06:30:00   -1
2023-01-01 07:45:00    1
2023-01-01 08:00:00    1
2023-01-01 08:15:00   -1
                      ..
2023-01-11 06:30:00    1
2023-01-11 07:30:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 414, dtype: int64","{'balance': np.float64(0.2463768115942029), 'events_per_day': 41.4, 'n_events': 414, 'time_spread': np.float64(0.28038977486719835), 'psr': np.float64(0.9994988360562304), 'anova_min_p': np.float64(2.46517726189323e-43), 'max_mi': np.float64(0.22607421233919545)}",0.9832535885167464,1.0,True,0.6017898546835881,242.55576068880782,414,0.03425385732098741,0.5583195449568261,46.4829999307419
CUSUM_73,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 1.5, 'sl': 1.0, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 397, dtype: int64","{'balance': np.float64(0.4156171284634761), 'events_per_day': 39.7, 'n_events': 397, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.978249341380187), 'anova_min_p': np.float64(3.0321206556494564e-73), 'max_mi': np.float64(0.4172200240559991)}",0.9702970297029703,1.0,True,0.7730619923936417,511.42431749182964,397,0.030115566465583967,0.6788378589738915,123.35185356040712
CUSUM_74,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 1.5, 'sl': 1.0, 'horizon': 48}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 398, dtype: int64","{'balance': np.float64(0.41457286432160806), 'events_per_day': 39.8, 'n_events': 398, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9810830129401443), 'anova_min_p': np.float64(3.487803128524989e-73), 'max_mi': np.float64(0.41630482517303546)}",0.9702970297029703,1.0,True,0.7725038127800236,510.1731649878505,398,0.026026249354779377,0.6784797367557843,142.45527822027756
CUSUM_75,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 1.5, 'sl': 1.0, 'horizon': 96}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 398, dtype: int64","{'balance': np.float64(0.41457286432160806), 'events_per_day': 39.8, 'n_events': 398, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9810830129401443), 'anova_min_p': np.float64(3.487803128524989e-73), 'max_mi': np.float64(0.41630482517303546)}",0.9702970297029703,1.0,True,0.7725038127800236,510.1731649878505,398,0.026026249354779377,0.6784797367557843,142.45527822027756
CUSUM_76,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 2.0, 'sl': 1.0, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 393, dtype: int64","{'balance': np.float64(0.4300254452926209), 'events_per_day': 39.3, 'n_events': 393, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9873088418352783), 'anova_min_p': np.float64(1.734902984297565e-73), 'max_mi': np.float64(0.398175343458093)}",0.9702970297029703,1.0,True,0.7773634038316007,516.4935303816324,393,0.04722562376878346,0.6833220840384002,79.91013137724828
CUSUM_77,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 2.0, 'sl': 1.0, 'horizon': 48}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 398, dtype: int64","{'balance': np.float64(0.42462311557788945), 'events_per_day': 39.8, 'n_events': 398, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9935542896421766), 'anova_min_p': np.float64(6.84359376196842e-72), 'max_mi': np.float64(0.4006757927623936)}",0.9702970297029703,1.0,True,0.7682190982529229,496.67850184375726,398,0.036681619893121784,0.6817403931338841,99.84236850406471
CUSUM_78,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 2.0, 'sl': 1.0, 'horizon': 96}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 398, dtype: int64","{'balance': np.float64(0.42462311557788945), 'events_per_day': 39.8, 'n_events': 398, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9935542896421766), 'anova_min_p': np.float64(6.84359376196842e-72), 'max_mi': np.float64(0.4006757927623936)}",0.9702970297029703,1.0,True,0.7682190982529229,496.67850184375726,398,0.036681619893121784,0.6817403931338841,99.84236850406471
CUSUM_79,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 3.0, 'sl': 1.0, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 392, dtype: int64","{'balance': np.float64(0.4362244897959184), 'events_per_day': 39.2, 'n_events': 392, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9921322267611785), 'anova_min_p': np.float64(4.662873230181308e-73), 'max_mi': np.float64(0.39407898790300644)}",0.9702970297029703,1.0,True,0.7765843408137775,512.5521796598592,392,0.04193667200615157,0.6849903469400079,89.80135130227559
CUSUM_80,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 3.0, 'sl': 1.0, 'horizon': 48}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 398, dtype: int64","{'balance': np.float64(0.42462311557788945), 'events_per_day': 39.8, 'n_events': 398, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9989698320427751), 'anova_min_p': np.float64(6.84359376196842e-72), 'max_mi': np.float64(0.4006757927623936)}",0.9702970297029703,1.0,True,0.7682190982529229,496.67850184375726,398,0.036681619893121784,0.6817403931338841,99.84236850406471
CUSUM_81,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 3.0, 'sl': 1.0, 'horizon': 96}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 398, dtype: int64","{'balance': np.float64(0.42462311557788945), 'events_per_day': 39.8, 'n_events': 398, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9990960631440153), 'anova_min_p': np.float64(6.84359376196842e-72), 'max_mi': np.float64(0.4006757927623936)}",0.9702970297029703,1.0,True,0.7682190982529229,496.67850184375726,398,0.036681619893121784,0.6817403931338841,99.84236850406471
CUSUM_82,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 4.0, 'sl': 2.0, 'horizon': 12}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 353, dtype: int64","{'balance': np.float64(0.2719546742209632), 'events_per_day': 35.3, 'n_events': 353, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.9968441781469597), 'anova_min_p': np.float64(6.222658746624188e-45), 'max_mi': np.float64(0.25840996215248024)}",0.9702970297029703,1.0,True,0.6468798789675081,266.18106610277977,353,0.05960164324399447,0.5851933254914164,32.186245249663635
CUSUM_83,VOLATILITY,CUSUM,"{'multiplier': 1.0, 'vol_window': 48, 'pt': 4.0, 'sl': 2.0, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:30:00', '2023-01-01 13:00:00',
               '2023-01-01 13:30:00', '2023-01-01 14:00:00',
               '2023-01-01 14:15:00', '2023-01-01 15:30:00',
               '2023-01-01 17:00:00', '2023-01-01 17:30:00',
               '2023-01-01 18:00:00', '2023-01-01 18:15:00',
               ...
               '2023-01-11 04:15:00', '2023-01-11 04:45:00',
               '2023-01-11 05:00:00', '2023-01-11 06:15:00',
               '2023-01-11 06:30:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:30:00', '2023-01-11 09:15:00'],
              dtype='datetime64[ns]', length=398, freq=None)","2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:30:00   -1
2023-01-01 14:00:00    1
2023-01-01 14:15:00    1
                      ..
2023-01-11 07:30:00    1
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 379, dtype: int64","{'balance': np.float64(0.13984168865435356), 'events_per_day': 37.9, 'n_events': 379, 'time_spread': np.float64(0.27250020793415636), 'psr': np.float64(0.999991801706407), 'anova_min_p': np.float64(9.862737884294142e-32), 'max_mi': np.float64(0.17432763340398827)}",0.9702970297029703,1.0,True,0.5120589599693509,166.0319260082965,379,0.03448145680909116,0.40467599995364234,19.787172458720995
