Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.2586502783915877,0.0001539577348252618,1680,405.6392494764249,0.9891027113943315,0.08960043492592029,0.28331794018066603,0.5038161824665016
