config_id,learnability,mean_auc,profitability,edge,edge_scaled,combined,fidelity_score,ic,calibration_score,mean_pos,mean_neg,sharpe_pos,n_events,n_raw_events,n_vol_scaled_events,balance_score,trades_per_day,mean_tto,timeout_rate,tto_penalty,n_pre_events,retention_total,retention_pos,retention_neg,snr_pre,snr_post,effect_size_pre,effect_size_post,n_required_80pct_power,learnability_worst_fold_auc,learnability_auc_cv_std,model_complexity,cusum_threshold,target_signal_density,r_multiple_threshold,effective_tx_cost,label_low_q,pnl_win_rate,pnl_avg_win,pnl_avg_loss,pnl_profit_factor,pnl_total_return,pnl_avg_ret_per_trade,pnl_per_day,label_high_q,auc_in_target_range,auc_range_adjustment,auc_weight_multiplier,fold_aucs,auc_interpretation,retention_penalty,retention_asym_penalty,auc_retention_adjusted,alpha_retention,weighted_brier,weighted_brier_norm,ece_norm,mid_brier,mid_brier_norm,calibration_combo,rank_calib_score,sample_count_bonus,mi_value,mi_penalty,prob_std,prob_variance_penalty,single_bin_penalty,regression_target_stats,horizon_bars,min_event_spacing,trail_distance,profit_mult_min,profit_mult_max,stop_mult_min,stop_mult_max,kalman_Q,kalman_R,econ_min_return_multiple,iso_min_prob,target_clip_high_q,signal_strength_scale_max,r_multiple_pos_threshold,transaction_cost_mult,vol_baseline_window,profit_thr_base,stop_to_profit_ratio,scale_pos_weight
183e801379e341e968c94592c7c556a6,0.539965926587987,0.5607290023521946,11.35226939517501,-0.0009469598488812573,-0.9469598488812573,132.35305193416656,32.13063508882365,0.0,0.0,0.0068515707310609466,-0.009721233552489758,0.7329374214526607,2805,15361,3951,0.9993059560543723,18.16881451993793,0.49755307081510286,0.0,1.9510614163020568,4131,0.6790123456790124,1.3339483394833949,0.4460124712832294,2.5790417269513783,0.7329374214526607,5.323293741302384,2.4570917302609248,2.650191411245887,0.512922783847894,0.04152615152841508,fast,0.019365086166344657,11.50714306409916,0.5,0.003,0.4,0.3500891265597148,0.012480041344919613,-0.008534934570175816,0.7876633662024504,-3.303785120719451,-0.0011778200073866135,-0.020648657004496567,0.6,True,0.0,1.0,"[0.512922783847894, 0.5550930527943451, 0.6141711704143449]",good_edge,0.0,0.0,0.5607290023521946,0.05,,,,,,,0.5607290023521946,100.0,0.01411326978039959,0.0,0.06508226780698018,0.0,0.0,"{'n_events_reg': 2805, 'mean_raw': -0.5991786132994572, 'std_raw': 3.6440700524468648, 'min_raw': -6.646585154214182, 'max_raw': 8.561927915857282, 'median_raw': -1.8979874104735008}",22,3,0.9591950905182219,0.7711157664575439,1.7848673047589316,0.6906841872161106,1.2001672391762288,,,,,,,,,,,,
7c99d9261187f2c2691abdfc28db1545,0.11684905275883584,0.5528854031137432,13.877181593403936,-0.0009039948670095965,-0.9039948670095965,132.19215900639745,31.96933795690248,0.0,0.0,0.007228329588800406,-0.00984477954164104,0.7870026780279206,2791,15361,3949,0.9997398626486996,18.078132379731464,0.5051952705123611,0.0,2.103905410247222,4131,0.6756233357540548,1.3033913840513291,0.45032894736842105,2.5296362979266958,0.7870026780279206,5.222517421922602,2.589474076673209,2.3861450893855043,0.5119487501616569,0.0379369403479531,fast,0.019365086166344657,11.50714306409916,0.5,0.003,0.4,0.35435327839484054,0.012486123911042727,-0.008627966184935443,0.7942563783140167,-3.198818517232409,-0.001146119139101544,-0.019992615732702557,0.6,True,0.0,1.0,"[0.5119487501616569, 0.5433210807179908, 0.6033863784615818]",good_edge,0.0,0.0,0.5528854031137432,0.05,,,,,,,0.5528854031137432,100.0,0.009165864239638138,0.4170678801809309,0.06139870754179421,0.0,0.0,"{'n_events_reg': 2791, 'mean_raw': -0.599855617156132, 'std_raw': 3.682163522018004, 'min_raw': -6.689278355181065, 'max_raw': 8.789084227512333, 'median_raw': -1.9025988850846423}",22,3,0.9591950905182219,0.7775928267644722,1.832375884185411,0.7781925040123372,1.2301741224415617,,,,,,,,,,,,
ab64a9907ca6f9424de9422f786f6c84,-0.2402362701735904,0.5551765825245926,14.364202660450612,-0.0009010520849844686,-0.9010520849844686,132.26753941274183,32.04680879531144,0.0,0.0,0.007291069639208573,-0.009949256051587958,0.7983576036984043,2782,15361,3946,0.9996644428740409,18.019836718170165,0.5066989085680674,0.0,2.133978171361348,4131,0.673444686516582,1.2989031078610602,0.4481396114586763,2.5512727756564213,0.7983576036984043,5.200679988853932,2.6244911579974803,2.322895939108163,0.5108019738892222,0.03817398910733048,fast,0.019365086166344657,11.50714306409916,0.5,0.003,0.4,0.35657800143781454,0.01248897166443533,-0.00869798179889144,0.7957320064624207,-3.1803275288958277,-0.0011431802763823967,-0.019877047055598923,0.6,True,0.0,1.0,"[0.5108019738892222, 0.5507358800093742, 0.6039918936751815]",good_edge,0.0,0.0,0.5551765825245926,0.05,,,,,,,0.5551765825245926,100.0,0.008447348283710965,0.7763258581445177,0.06001097348511628,0.0,0.0,"{'n_events_reg': 2782, 'mean_raw': -0.6060122625583944, 'std_raw': 3.6965578126217706, 'min_raw': -6.708276214088601, 'max_raw': 8.686400656436334, 'median_raw': -1.8904490588756784}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,,,,,,,,,,,,
579601dfa689ad3c4691d770248d869c,-0.2402362701735904,0.5551765825245926,24.115435906078922,-0.0009010520849844686,-0.9010520849844686,132.26753941274183,32.04680879531144,0.0,0.0,0.007291069639208573,-0.009949256051587958,0.7983576036984043,2782,15361,3946,0.9996644428740409,18.019836718170165,0.5066989085680674,0.0,2.133978171361348,4131,0.673444686516582,1.2989031078610602,0.4481396114586763,2.5512727756564213,0.7983576036984043,5.200679988853932,2.6244911579974803,2.322895939108163,0.5108019738892222,0.03817398910733048,fast,0.019365086166344657,11.50714306409916,0.5,0.003,0.4,0.35657800143781454,0.01248897166443533,-0.00869798179889144,0.7957320064624207,-3.1803275288958277,-0.0011431802763823967,-0.019877047055598923,0.6,True,0.0,1.0,"[0.5108019738892222, 0.5507358800093742, 0.6039918936751815]",good_edge,0.0,0.0,0.5551765825245926,0.05,,,,,,,0.5551765825245926,100.0,0.008447348283710965,0.7763258581445177,0.06001097348511628,0.0,0.0,"{'n_events_reg': 2782, 'mean_raw': -0.6060122625583944, 'std_raw': 3.6965578126217706, 'min_raw': -6.708276214088601, 'max_raw': 8.686400656436334, 'median_raw': -1.8904490588756784}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,0.0003220323942557671,0.0012900855971759407,,,,,,,,,,
a2577866d282161fb95f02f567c7e4fe,-0.2402362701735904,0.5551765825245926,23.053871387860536,-0.0009010520849844686,-0.9010520849844686,132.26753941274183,32.04680879531144,0.0,0.0,0.007291069639208573,-0.009949256051587958,0.7983576036984043,2782,15361,3946,0.9996644428740409,18.019836718170165,0.5066989085680674,0.0,2.133978171361348,4131,0.673444686516582,1.2989031078610602,0.4481396114586763,2.5512727756564213,0.7983576036984043,5.200679988853932,2.6244911579974803,2.322895939108163,0.5108019738892222,0.03817398910733048,fast,0.019365086166344657,11.50714306409916,0.5,0.003,0.4,0.35657800143781454,0.01248897166443533,-0.00869798179889144,0.7957320064624207,-3.1803275288958277,-0.0011431802763823967,-0.019877047055598923,0.6,True,0.0,1.0,"[0.5108019738892222, 0.5507358800093742, 0.6039918936751815]",good_edge,0.0,0.0,0.5551765825245926,0.05,,,,,,,0.5551765825245926,100.0,0.008447348283710965,0.7763258581445177,0.06001097348511628,0.0,0.0,"{'n_events_reg': 2782, 'mean_raw': -0.6060122625583944, 'std_raw': 3.6965578126217706, 'min_raw': -6.708276214088601, 'max_raw': 8.686400656436334, 'median_raw': -1.8904490588756784}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,0.0002628698645486027,0.0019995838503564975,,,,,,,,,,
d71b5ced301f79d4e288e7360944cc7d,-0.2402362701735904,0.5551765825245926,20.306213350462965,-0.0009010520849844686,-0.9010520849844686,132.26753941274183,32.04680879531144,0.0,0.0,0.007291069639208573,-0.009949256051587958,0.7983576036984043,2782,15361,3946,0.9996644428740409,18.019836718170165,0.5066989085680674,0.0,2.133978171361348,4131,0.673444686516582,1.2989031078610602,0.4481396114586763,2.5512727756564213,0.7983576036984043,5.200679988853932,2.6244911579974803,2.322895939108163,0.5108019738892222,0.03817398910733048,fast,0.019365086166344657,11.50714306409916,0.5,0.003,0.4,0.35657800143781454,0.01248897166443533,-0.00869798179889144,0.7957320064624207,-3.1803275288958277,-0.0011431802763823967,-0.019877047055598923,0.6,True,0.0,1.0,"[0.5108019738892222, 0.5507358800093742, 0.6039918936751815]",good_edge,0.0,0.0,0.5551765825245926,0.05,,,,,,,0.5551765825245926,100.0,0.008447348283710965,0.7763258581445177,0.06001097348511628,0.0,0.0,"{'n_events_reg': 2782, 'mean_raw': -0.6060122625583944, 'std_raw': 3.6965578126217706, 'min_raw': -6.708276214088601, 'max_raw': 8.686400656436334, 'median_raw': -1.8904490588756784}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,0.00011044299844068264,0.0030624925083368153,,,,,,,,,,
50955d1822dd4c4dc25ecf28e1bdac0b,-0.12349028781395555,0.5615631423476305,58.86683491194016,-0.00032144120084276804,-0.32144120084276806,132.98600631694487,32.50988410556872,0.0,0.0,0.011471401780672222,-0.010045251397850554,1.8863907498064456,2370,15361,3913,0.987622971171622,15.361555600567145,0.47140391254315306,0.0,1.4280782508630607,4131,0.5737109658678287,0.9484346224677717,0.4400656814449918,2.571342523119291,1.8863907498064456,5.197943598817688,5.264180410511185,0.577375635443483,0.5304913006229025,0.032051223890963695,fast,0.019365086166344657,11.50714306409916,0.3339654006345121,0.00309799466892496,0.3975626558913581,0.39367088607594936,0.012815382267229853,-0.009465445159605295,0.8790536816149384,-1.6450930390273562,-0.0006941320839777874,-0.010281831493920975,0.6862498908343533,True,0.0,1.0,"[0.5304913006229025, 0.548518879196624, 0.6056792472233649]",good_edge,0.0,0.0,0.5615631423476305,0.05,,,,,,,0.5615631423476305,100.0,0.008661944363567792,0.6690278182161042,0.06808190877675856,0.0,0.0,"{'n_events_reg': 2370, 'mean_raw': -0.5817104253224092, 'std_raw': 3.9821858181501257, 'min_raw': -6.907375466036298, 'max_raw': 8.888939175319614, 'median_raw': -2.82448861791359}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,0.0003220323942557671,0.0012900855971759407,1.2814473019550627,0.05772895660791727,0.9355575596777442,1.5782463758043883,0.3339654006345121,1.0326648896416533,,,,
e4b90161dc75fa727b8c89e1844dae9e,0.8193295490841174,0.6207452529146319,60.09039343531195,0.005081934548908036,5.081934548908036,132.6471992925467,30.33478708949434,0.0,0.0,0.011773841807322733,-0.010162771787777455,1.9454194493014305,1623,15361,3866,0.9766845137330686,10.843343308511377,0.4906458298325211,0.0,1.8129165966504213,4131,0.39288307915758897,0.8894052044609665,0.21800327332242225,2.6075581114658712,1.9454194493014305,5.192462423604289,4.67525030599376,0.7319985959285797,0.51845716641635,0.09537887851471014,fast,0.019365086166344657,11.50714306409916,0.7328061384971507,0.0031696003239187007,0.20390999977157642,0.5311152187307455,0.013230263124532583,-0.009074016050458626,1.6515493199389197,4.499160598948071,0.002772126062198442,0.028119753743425447,0.698467807077926,True,0.02,1.0,"[0.51845716641635, 0.5957410445720536, 0.7480375477554919]",excellent_check_leakage,0.0,0.0,0.6407452529146319,0.05,,,,,,,0.6407452529146319,100.0,0.040612068099473306,0.0,0.08758524480653307,0.0,0.0,"{'n_events_reg': 1623, 'mean_raw': 0.3563924442943735, 'std_raw': 4.3906675683814695, 'min_raw': -7.219310451078328, 'max_raw': 10.302989379605197, 'median_raw': 2.13686444098051}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,0.0003220323942557671,0.0012900855971759407,1.8561820485956244,0.11501024210875525,0.979257734780624,1.5762805987230284,0.7328061384971507,1.0565334413062335,,,,
01af0983d6715fb45967cf55e50cc4b2,0.5532468401816334,0.5700236345075367,63.8791517178969,-0.0006082275784037192,-0.6082275784037191,133.17096424976245,32.78176168884491,0.0,0.0,0.011877851545676704,-0.010225501773530172,2.0863222687829768,2291,15361,3908,0.9812050807204986,14.849503747214907,0.4598627038609579,0.0,1.1972540772191576,4131,0.5545872670055677,0.9015009380863039,0.433931484502447,2.635259871237766,2.0863222687829768,5.185203944258547,5.85125041801328,0.46732887132663714,0.5439706931296441,0.03378993372717337,fast,0.019365086166344657,11.50714306409916,0.45886835253960007,0.0032871313827970167,0.39467732187784155,0.38716717590571803,0.0129647309381032,-0.00974716407798957,0.840314279087166,-2.1853020233998146,-0.0009538638251417786,-0.013658137646248842,0.7056366090209183,True,0.0,1.0,"[0.5439706931296441, 0.5483575610969186, 0.6177426492960474]",good_edge,0.0,0.0,0.5700236345075367,0.05,,,,,,,0.5700236345075367,100.0,0.019246164217892242,0.0,0.07491520059310387,0.0,0.0,"{'n_events_reg': 2291, 'mean_raw': -0.6839110650192459, 'std_raw': 4.041047610957715, 'min_raw': -7.060805800834772, 'max_raw': 8.841882203543761, 'median_raw': -2.920627937534677}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,0.0003220323942557671,0.0012900855971759407,1.4405308887745445,0.07896873402520949,0.9407759747237713,1.2899687166367957,0.45886835253960007,1.095710460932339,,,,
be4e780f5c61f012756c2ecbafe7b33b,0.8193295490841174,0.6207452529146319,60.02039022606739,0.0038895420749438547,3.8895420749438547,132.22986192665923,30.33478708949434,0.0,0.0,0.011773841807322733,-0.010162771787777455,1.9454194493014305,1623,15361,3866,0.9766845137330686,10.843343308511377,0.4906458298325211,0.0,1.8129165966504213,4131,0.39288307915758897,0.8894052044609665,0.21800327332242225,2.6075581114658712,1.9454194493014305,5.192462423604289,4.67525030599376,0.7319985959285797,0.51845716641635,0.09537887851471014,medium,0.019365086166344657,11.50714306409916,0.7328061384971507,0.0031696003239187007,0.20390999977157642,0.5311152187307455,0.013230263124532583,-0.009074016050458626,1.6515493199389197,4.499160598948071,0.002772126062198442,0.028119753743425447,0.698467807077926,True,0.02,1.0,"[0.51845716641635, 0.5957410445720536, 0.7480375477554919]",excellent_check_leakage,0.0,0.0,0.6407452529146319,0.05,,,,,,,0.6407452529146319,100.0,0.04696574118905927,0.0,0.14623892552947892,0.0,0.0,"{'n_events_reg': 1623, 'mean_raw': 0.3563924442943735, 'std_raw': 4.3906675683814695, 'min_raw': -7.219310451078328, 'max_raw': 10.302989379605197, 'median_raw': 2.13686444098051}",22,3,0.9591950905182219,0.76848808219792,1.8085543948266467,0.733651382357724,1.2562188887657846,0.00027045679247495277,0.0011443406728168467,1.8561820485956244,0.11501024210875525,0.979257734780624,1.5762805987230284,0.7328061384971507,1.0565334413062335,,,,
