slice,n,auc,pr_auc,ece
trend_regime=High,244,0.578629579375848,0.5089440355966045,0.29875886006007285
trend_regime=Low,203,0.5805882352941177,0.3230892817637175,0.47670804209836054
vol_regime=High,81,0.5347490347490348,0.09347442680776014,0.5376386273278935
vol_regime=Low,366,0.5706833594157538,0.46516440721325975,0.34265444438839165
