Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.13881981302951518,2.0165574234386276e-05,6884,896.0208267182959,0.6540084409197507,0.2241348604773281,0.14503437180709988,0.4736934606439597
