metric,count,pct
n_rows_input,7421,1.0
realized_return_nan,0,0.0
target_nan,0,0.0
filtered_by_labeled_mask,0,0.0
all_geo_preds_missing,0,0.0
volatility_1d_missing,0,0.0
trend_regime_missing,0,0.0
vol_regime_missing,0,0.0
