family,params,pt_mult,sl_mult,horizon,risk_budget,status,n,pos_rate,min_p,max_mi,signals_per_day,target_signals_per_day,adaptive_used
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,16,0.4,PASS,230,0.7608695652173914,0.24723279085641528,0.07910918971085401,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,16,0.7,PASS,230,0.8043478260869565,0.2865382991368992,0.05739092261214651,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,16,1.0,PASS,230,0.8173913043478261,0.2119347540973272,0.04890111695502597,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,0.4,PASS,230,0.7260869565217392,0.09911630313110718,0.0730495795912427,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,0.7,PASS,230,0.7652173913043478,0.21600263723279783,0.0461064344049511,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,1.0,PASS,230,0.7782608695652173,0.18174045406531386,0.0646326834171429,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,0.4,PASS,230,0.6695652173913044,0.02282193780469596,0.06112067206921257,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,0.7,PASS,230,0.6869565217391305,0.056530969001328826,0.054973334288603404,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,1.0,PASS,230,0.7130434782608696,0.062440938817942986,0.06777733222571669,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,16,0.4,PASS,230,0.8,0.07125778061967236,0.05538529936144965,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,16,0.7,PASS,230,0.8173913043478261,0.07565722213145089,0.060855607486545615,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,16,1.0,PASS,230,0.8478260869565217,0.1461914069920982,0.058794558991262846,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,0.4,PASS,230,0.7739130434782608,0.0423566202079627,0.07257071521625669,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,0.7,PASS,230,0.8,0.10364080330951068,0.06357574967151436,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,1.0,PASS,230,0.8260869565217391,0.1367525381867232,0.07422425133719468,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,0.4,PASS,230,0.717391304347826,0.011516672205242722,0.06269348462200774,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,0.7,PASS,230,0.7347826086956522,0.034197195063642244,0.07603330765135485,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,1.0,PASS,230,0.7434782608695653,0.045137298258321926,0.07064672941720929,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,16,0.4,PASS,230,0.8,0.21198147035363424,0.10102277280123761,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,16,0.7,PASS,230,0.8434782608695652,0.13863642655866715,0.08990803497092603,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,16,1.0,PASS,230,0.8478260869565217,0.13161039899681368,0.08473062932346132,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,0.4,PASS,230,0.7782608695652173,0.07422003887950954,0.050844130331427984,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,0.7,PASS,230,0.8043478260869565,0.09572329139584106,0.04572508801285213,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,1.0,PASS,230,0.808695652173913,0.08456713640174314,0.04011370700294847,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,0.4,PASS,230,0.7347826086956522,0.03602681743445011,0.060151744504929106,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,0.7,PASS,230,0.7565217391304347,0.08385410139185157,0.06573910977561681,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,1.0,PASS,230,0.7739130434782608,0.080930456762265,0.06581242372433138,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,16,0.4,PASS,230,0.8260869565217391,0.06889467231524883,0.08272962822642338,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,16,0.7,PASS,230,0.8478260869565217,0.08770881454887187,0.0699384256580684,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,16,1.0,PASS,230,0.8739130434782608,0.10906742392094795,0.06178122889567028,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,24,0.4,PASS,230,0.808695652173913,0.058386919323699694,0.05213533573042639,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,24,0.7,PASS,230,0.8217391304347826,0.06462878616004986,0.04790166365108561,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,24,1.0,PASS,230,0.8391304347826087,0.07938893240216793,0.06499876941918625,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,48,0.4,PASS,230,0.7652173913043478,0.01622737664361408,0.0685164121438886,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,48,0.7,PASS,230,0.7739130434782608,0.019569176039769386,0.06552431527197733,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,48,1.0,PASS,230,0.7913043478260869,0.04504245925842796,0.06963379830894745,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,16,0.4,PASS,230,0.8347826086956521,0.3299839624730959,0.11765486506711298,3.9,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,16,0.7,PASS,230,0.8608695652173913,0.3788090307807115,0.09826442821356096,3.9,7.5,False
