asset,d,n_rows,warmup_bars,K_d,ic_overall_mean,ic_overall_std,ic_event_mean,ic_event_std,ic_nonevent_mean,ic_nonevent_std,ic_ir_event,n_folds_used
1000CAT/USDC,0.2,6744,3381,3382,0.007031849525494852,0.039162849178478516,-0.04007066683836184,0.06239325235559196,0.010734233061673489,0.03398984102567502,-0.6422275596047362,4
1000CAT/USDC,0.3,6744,3381,2275,0.009572699098864157,0.034459411236313985,-0.03400837744190647,0.06752902247616498,0.011711181069997698,0.03060397755049669,-0.5036112724761976,4
1000CAT/USDC,0.4,6744,3381,1458,0.010044722806302675,0.030537062922864934,-0.02451878864423388,0.07162043635247888,0.009971483605103689,0.028513589943592373,-0.34234346438803553,4
1000CAT/USDC,0.5,6744,3381,927,0.009496604812145893,0.027888757481307775,-0.01757663217099869,0.07295974228658102,0.006784765178641258,0.029127998486507038,-0.24090863508056556,4
1000CAT/USDC,0.6,6744,3381,590,0.007228547412849242,0.026403394855995254,-0.009877637253283847,0.07136337674794896,0.003508578563330882,0.030281903789838,-0.13841325291763867,4
1000CAT/USDT,0.2,6791,3381,3382,0.020616301228115256,0.03944651127470734,-0.030707460888378266,0.10686778506251204,0.025511585869118173,0.03342743148102221,-0.2873406666291001,4
1000CAT/USDT,0.3,6791,3381,2275,0.022103905284771456,0.035538589622975056,-0.019804172138219146,0.11599377838377005,0.025290427283350424,0.03281322547932016,-0.1707347777047272,4
1000CAT/USDT,0.4,6791,3381,1458,0.02163289620344537,0.03168876457247929,-0.00954496465431437,0.1217222252008066,0.022264746397697415,0.03220990963581182,-0.07841595534547592,4
1000CAT/USDT,0.5,6791,3381,927,0.020559715148024963,0.02890249233049903,-0.002030935581721058,0.12097517857849305,0.017819390154742452,0.03326965805607652,-0.016788035271345175,4
1000CAT/USDT,0.6,6791,3381,590,0.01685018935815708,0.027781412666073757,0.003538923006904074,0.11918245610411546,0.01208933682168542,0.035912293453740654,0.029693321424079554,4
1000CHEEMS/USDT,0.2,5494,3381,3382,-0.01750103687886153,0.02771844008350532,-0.02521546840184828,0.020246873985085474,-0.028866928319918453,0.05213094022469957,-1.2454005084944142,4
1000CHEEMS/USDT,0.3,5494,3381,2275,-0.004710796318319817,0.018237522314506815,-0.007774604144897475,0.0361182197809342,-0.01875638106488952,0.04373339567696332,-0.21525435020878636,4
1000CHEEMS/USDT,0.4,5494,3381,1458,0.010873987628788759,0.012518225466524372,0.010135388526183647,0.045352514576672914,-0.00431955277843339,0.03907271923965075,0.22348018400542238,4
1000CHEEMS/USDT,0.5,5494,3381,927,0.01929464038826182,0.010511660847995097,0.019481474974517164,0.04567180819827015,0.005728407755360748,0.036887697368658066,0.4265536074987596,4
1000CHEEMS/USDT,0.6,5494,3381,590,0.02229641846140826,0.013189782597470607,0.02175454730309184,0.04844754340064375,0.011133842155071365,0.03683588738128078,0.44903302266859113,4
1000SATS/USDT,0.2,14123,3381,3382,0.01662669516586343,0.05758154914345508,0.06766142188051377,0.08463221238448905,-0.001441958282408137,0.04608769886652689,0.7994759817177889,4
1000SATS/USDT,0.3,14123,3381,2275,0.019151743874023297,0.05441588239741598,0.06631042448211763,0.08053472325618759,0.0018744183615001103,0.04105280435653804,0.8233768116120782,4
1000SATS/USDT,0.4,14123,3381,1458,0.020800118329625163,0.04826145497246878,0.06485522721617401,0.0735810700048502,0.003939974993330196,0.03513885888486512,0.881411840443298,4
