fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.22881308,0.306038,-1.0,-0.0056918656919151545,0.0
1,-0.19925396,0.29478818,-1.0,-0.005124770104885101,-0.0
2,-0.20819467,0.29720226,-1.0,-0.0053311605006456375,0.0
