phase,quantile,entry_offset_mode,tp_sl_ratio,sizing_mode,net_pnl,trades_per_day,sortino,maxdd,ulcer,tuw_max_days,expectancy_per_trade,win_rate
phase1_non_sizing_grid,0.3,optimizer,2:1,linear_5_15,-1287.8656979158402,2.2944162436548226,-0.5443504864733675,0.05037530533331658,2.958368780097501,0.0,-2.8492603936191156,0.23672566371681417
phase1_non_sizing_grid,0.3,optimizer,3:2,linear_5_15,-1287.8656979158402,2.2944162436548226,-0.5443504864733675,0.05037530533331658,2.958368780097501,0.0,-2.8492603936191156,0.23672566371681417
phase1_non_sizing_grid,0.3,optimizer,4:2,linear_5_15,-1287.8656979158402,2.2944162436548226,-0.5443504864733675,0.05037530533331658,2.958368780097501,0.0,-2.8492603936191156,0.23672566371681417
phase1_non_sizing_grid,0.3,fixed_0_15,2:1,linear_5_15,-4495.455591408829,2.3959390862944163,-1.8196093029232394,0.06572541591018732,3.8061945180497316,0.0,-9.524270320781417,0.211864406779661
phase1_non_sizing_grid,0.3,fixed_0_15,3:2,linear_5_15,-4495.455591408829,2.3959390862944163,-1.8196093029232394,0.06572541591018732,3.8061945180497316,0.0,-9.524270320781417,0.211864406779661
phase1_non_sizing_grid,0.3,fixed_0_15,4:2,linear_5_15,-4495.455591408829,2.3959390862944163,-1.8196093029232394,0.06572541591018732,3.8061945180497316,0.0,-9.524270320781417,0.211864406779661
phase1_non_sizing_grid,0.1,optimizer,2:1,linear_5_15,1146.9831263878605,0.842391304347826,1.4137472911520157,0.019115342289523607,0.8786452942016129,0.0,7.399891137986197,0.25806451612903225
phase1_non_sizing_grid,0.1,optimizer,3:2,linear_5_15,1146.9831263878605,0.842391304347826,1.4137472911520157,0.019115342289523607,0.8786452942016129,0.0,7.399891137986197,0.25806451612903225
phase1_non_sizing_grid,0.1,optimizer,4:2,linear_5_15,1146.9831263878605,0.842391304347826,1.4137472911520157,0.019115342289523607,0.8786452942016129,0.0,7.399891137986197,0.25806451612903225
phase1_non_sizing_grid,0.1,fixed_0_15,2:1,linear_5_15,-46.23559021334893,0.8641304347826086,-0.05555530295949086,0.021777344378661745,1.1759526330369223,0.0,-0.2907898755556536,0.22641509433962265
phase1_non_sizing_grid,0.1,fixed_0_15,3:2,linear_5_15,-46.23559021334893,0.8641304347826086,-0.05555530295949086,0.021777344378661745,1.1759526330369223,0.0,-0.2907898755556536,0.22641509433962265
phase1_non_sizing_grid,0.1,fixed_0_15,4:2,linear_5_15,-46.23559021334893,0.8641304347826086,-0.05555530295949086,0.021777344378661745,1.1759526330369223,0.0,-0.2907898755556536,0.22641509433962265
phase1_non_sizing_grid,0.05,optimizer,2:1,linear_5_15,2000.625760278568,0.4207650273224044,4.963883656461363,0.010054684156556859,0.419807168591246,0.0,25.98215273089049,0.2987012987012987
phase1_non_sizing_grid,0.05,optimizer,3:2,linear_5_15,2000.625760278568,0.4207650273224044,4.963883656461363,0.010054684156556859,0.419807168591246,0.0,25.98215273089049,0.2987012987012987
phase1_non_sizing_grid,0.05,optimizer,4:2,linear_5_15,2000.625760278568,0.4207650273224044,4.963883656461363,0.010054684156556859,0.419807168591246,0.0,25.98215273089049,0.2987012987012987
phase1_non_sizing_grid,0.05,fixed_0_15,2:1,linear_5_15,1391.4418366101356,0.43169398907103823,3.364994964766784,0.011151445098794177,0.4684048867283385,0.0,17.61318780519159,0.24050632911392406
phase1_non_sizing_grid,0.05,fixed_0_15,3:2,linear_5_15,1391.4418366101356,0.43169398907103823,3.364994964766784,0.011151445098794177,0.4684048867283385,0.0,17.61318780519159,0.24050632911392406
phase1_non_sizing_grid,0.05,fixed_0_15,4:2,linear_5_15,1391.4418366101356,0.43169398907103823,3.364994964766784,0.011151445098794177,0.4684048867283385,0.0,17.61318780519159,0.24050632911392406
phase2_sizing_compare,0.05,optimizer,2:1,linear_5_15,2000.625760278568,0.4207650273224044,4.963883656461363,0.010054684156556859,0.419807168591246,0.0,25.98215273089049,0.2987012987012987
phase2_sizing_compare,0.05,optimizer,2:1,convex_power,1715.6025276221192,0.4207650273224044,4.256693445867959,0.008609205802812991,0.34477949683577386,0.0,22.28055230678077,0.2987012987012987
phase2_sizing_compare,0.05,optimizer,2:1,concave_power,2161.2179459126955,0.4207650273224044,5.3623388695639465,0.011008258994333664,0.4696492468063106,0.0,28.06776553133371,0.2987012987012987
