phase,quantile,entry_offset_mode,tp_sl_ratio,sizing_mode,net_pnl,trades_per_day,sortino,maxdd,ulcer,tuw_max_days,expectancy_per_trade,win_rate
phase1_non_sizing_grid,0.3,optimizer,2:1,linear_5_15,-5938.195306142514,0.5497382198952879,-3.593569433355196,0.07216871531285673,3.1636370594285106,0.0,-18.851413670293695,0.10158730158730159
phase1_non_sizing_grid,0.3,optimizer,3:2,linear_5_15,-5938.195306142514,0.5497382198952879,-3.593569433355196,0.07216871531285673,3.1636370594285106,0.0,-18.851413670293695,0.10158730158730159
phase1_non_sizing_grid,0.3,optimizer,4:2,linear_5_15,-5938.195306142514,0.5497382198952879,-3.593569433355196,0.07216871531285673,3.1636370594285106,0.0,-18.851413670293695,0.10158730158730159
phase1_non_sizing_grid,0.3,fixed_0_15,2:1,linear_5_15,-7869.021923941441,0.6492146596858639,-3.3854227194977615,0.09338663787281865,4.963545694437112,0.0,-21.153284741778066,0.3118279569892473
phase1_non_sizing_grid,0.3,fixed_0_15,3:2,linear_5_15,-7869.021923941441,0.6492146596858639,-3.3854227194977615,0.09338663787281865,4.963545694437112,0.0,-21.153284741778066,0.3118279569892473
phase1_non_sizing_grid,0.3,fixed_0_15,4:2,linear_5_15,-7869.021923941441,0.6492146596858639,-3.3854227194977615,0.09338663787281865,4.963545694437112,0.0,-21.153284741778066,0.3118279569892473
phase1_non_sizing_grid,0.1,optimizer,2:1,linear_5_15,-363.4228033106742,0.18324607329842932,-0.6612556162850134,0.021433871713504304,0.7677610134898544,0.0,-3.4611695553397546,0.09523809523809523
phase1_non_sizing_grid,0.1,optimizer,3:2,linear_5_15,-363.4228033106742,0.18324607329842932,-0.6612556162850134,0.021433871713504304,0.7677610134898544,0.0,-3.4611695553397546,0.09523809523809523
phase1_non_sizing_grid,0.1,optimizer,4:2,linear_5_15,-363.4228033106742,0.18324607329842932,-0.6612556162850134,0.021433871713504304,0.7677610134898544,0.0,-3.4611695553397546,0.09523809523809523
phase1_non_sizing_grid,0.1,fixed_0_15,2:1,linear_5_15,-2213.652243587093,0.22338568935427575,-3.2733725642302227,0.041486540175939,2.113921370309729,0.0,-17.294158153024163,0.3046875
phase1_non_sizing_grid,0.1,fixed_0_15,3:2,linear_5_15,-2213.652243587093,0.22338568935427575,-3.2733725642302227,0.041486540175939,2.113921370309729,0.0,-17.294158153024163,0.3046875
phase1_non_sizing_grid,0.1,fixed_0_15,4:2,linear_5_15,-2213.652243587093,0.22338568935427575,-3.2733725642302227,0.041486540175939,2.113921370309729,0.0,-17.294158153024163,0.3046875
phase1_non_sizing_grid,0.05,optimizer,2:1,linear_5_15,-684.6767746447823,0.09671532846715329,-2.4680626835299235,0.015865704683835302,0.6014880674210767,0.0,-12.918429710278911,0.05660377358490566
phase1_non_sizing_grid,0.05,optimizer,3:2,linear_5_15,-684.6767746447823,0.09671532846715329,-2.4680626835299235,0.015865704683835302,0.6014880674210767,0.0,-12.918429710278911,0.05660377358490566
phase1_non_sizing_grid,0.05,optimizer,4:2,linear_5_15,-684.6767746447823,0.09671532846715329,-2.4680626835299235,0.015865704683835302,0.6014880674210767,0.0,-12.918429710278911,0.05660377358490566
phase1_non_sizing_grid,0.05,fixed_0_15,2:1,linear_5_15,-1744.9941161566044,0.11861313868613138,-4.834761725194778,0.028255218492556633,1.389414809905713,0.0,-26.84606332548622,0.26153846153846155
phase1_non_sizing_grid,0.05,fixed_0_15,3:2,linear_5_15,-1744.9941161566044,0.11861313868613138,-4.834761725194778,0.028255218492556633,1.389414809905713,0.0,-26.84606332548622,0.26153846153846155
phase1_non_sizing_grid,0.05,fixed_0_15,4:2,linear_5_15,-1744.9941161566044,0.11861313868613138,-4.834761725194778,0.028255218492556633,1.389414809905713,0.0,-26.84606332548622,0.26153846153846155
phase2_sizing_compare,0.1,optimizer,2:1,linear_5_15,-363.4228033106742,0.18324607329842932,-0.6612556162850134,0.021433871713504304,0.7677610134898544,0.0,-3.4611695553397546,0.09523809523809523
phase2_sizing_compare,0.1,optimizer,2:1,convex_power,-449.91095215058596,0.18324607329842932,-0.8186225227044244,0.019401897391236655,0.7070357710235072,0.0,-4.284866210957961,0.09523809523809523
phase2_sizing_compare,0.1,optimizer,2:1,concave_power,-324.23358702117395,0.18324607329842932,-0.5899501270696382,0.022746417564561305,0.8100301427633804,0.0,-3.0879389240111803,0.09523809523809523
