fold_id,seed,group,gain,split
0,42,location,5230.3765,468.0
0,42,regime,10575.596,1012.0
1,42,location,2066.9082,140.0
1,42,regime,4156.2188,262.0
2,42,location,71.68545,4.0
2,42,regime,118.8459,6.0
3,42,location,395.73648,31.0
3,42,regime,782.0498,52.0
4,42,location,363.41736,31.0
4,42,regime,866.9379,62.0
