fold_id,seed,regime_family,gain,split
0,42,basis,96.63566,41.0
0,42,compression,589.6798,63.0
0,42,context,571.37836,44.0
0,42,cross_asset,2402.494,108.0
0,42,cross_asset_orderbook,1042.6755,69.0
0,42,cross_sectional,866.07153,65.0
0,42,liquidity,1112.1619,135.0
0,42,mark_index,491.56586,72.0
0,42,momentum,232.54353,32.0
0,42,orderbook,25.38505,7.0
0,42,path_structure,1205.3232,155.0
0,42,trend,400.68317,45.0
0,42,volatility,862.7308,97.0
0,42,volatility_term_structure,676.2673,79.0
1,42,basis,16.12309,8.0
1,42,compression,427.559,30.0
1,42,context,209.27814,11.0
1,42,cross_asset,1455.1267,31.0
1,42,cross_asset_orderbook,708.8008,29.0
1,42,cross_sectional,154.75816,9.0
1,42,liquidity,238.72028,31.0
1,42,mark_index,241.74184,24.0
1,42,momentum,47.693558,8.0
1,42,orderbook,27.56079,5.0
1,42,path_structure,195.70132,29.0
1,42,trend,233.65451,20.0
1,42,volatility,69.31166,10.0
1,42,volatility_term_structure,130.18913,17.0
2,42,compression,29.2384,1.0
2,42,cross_asset,66.6314,1.0
2,42,cross_sectional,5.98977,1.0
2,42,liquidity,4.42418,1.0
2,42,mark_index,0.707555,1.0
2,42,momentum,11.8546,1.0
3,42,basis,5.1581707,4.0
3,42,compression,62.455467,5.0
3,42,context,118.2687,4.0
3,42,cross_asset,287.8216,7.0
3,42,cross_asset_orderbook,90.31471,6.0
3,42,cross_sectional,54.34886,2.0
3,42,liquidity,9.226,3.0
3,42,mark_index,9.11794,2.0
3,42,momentum,3.31919,1.0
3,42,orderbook,1.34151,1.0
3,42,path_structure,15.24935,3.0
3,42,trend,37.2632,2.0
3,42,volatility,74.55548,9.0
3,42,volatility_term_structure,13.609671,3.0
4,42,basis,0.392537,1.0
4,42,compression,70.17165,4.0
4,42,context,27.46764,3.0
4,42,cross_asset,368.92847,8.0
4,42,cross_asset_orderbook,116.451385,8.0
4,42,cross_sectional,47.9647,2.0
4,42,liquidity,71.710045,8.0
4,42,mark_index,6.956332,3.0
4,42,orderbook,3.19189,1.0
4,42,path_structure,34.97151,9.0
4,42,trend,73.8534,7.0
4,42,volatility,32.22213,5.0
4,42,volatility_term_structure,12.65625,3.0
