feature_name,group,usage_count
reg_ema20_gt_ema50_raw,regime,454
reg_atr_change_rate_ts_band25_75,regime,328
reg_atr_change_rate_ts_top50,regime,305
reg_atr_change_rate_ts_top30,regime,272
reg_atr_change_rate_ts_bot80,regime,237
reg_atr_change_rate_ts_top60,regime,233
reg_atr_change_rate_ts_top40,regime,209
reg_atr_change_rate_ts_top20,regime,208
reg_atr_change_rate_ts_top70,regime,194
reg_ema50_gt_ema200_raw,regime,118
loc_dist_ema20_atr_ts_band25_75,location,111
loc_dist_ema20_atr_ts_bot80,location,108
loc_dist_ema20_atr_ts_top30,location,94
loc_dist_ema20_atr_ts_top60,location,73
loc_dist_ema20_atr_ts_top50,location,67
reg_atr_change_rate_ts_bot40,regime,65
reg_price_lt_ema200_raw,regime,61
reg_atr_change_rate_ts_band20_80,regime,58
loc_dist_ema20_atr_ts_top40,location,49
loc_dist_ema20_atr_ts_top70,location,45
reg_atr_change_rate_ts_band30_70,regime,43
reg_atr_change_rate_ts_bot50,regime,37
reg_atr_compression_ratio_ts_band25_75,regime,35
loc_dist_ema20_atr_ts_top20,location,34
reg_atr_change_rate_ts_bot30,regime,24
loc_dist_ema20_atr_ts_bot40,location,20
reg_atr_change_rate_ts_bot70,regime,19
loc_dist_ema20_atr_ts_bot30,location,19
loc_dist_ema20_atr_ts_band30_70,location,18
loc_dist_ema50_atr_ts_band25_75,location,15
reg_atr_change_rate_ts_bot60,regime,12
reg_atr_compression_ratio_ts_bot80,regime,11
loc_dist_ema20_atr_ts_band20_80,location,8
loc_dist_ema20_atr_ts_bot50,location,6
loc_dist_ema50_atr_ts_bot80,location,6
loc_dist_ema50_atr_ts_band20_80,location,5
reg_atr_percentile_ts_top20,regime,5
loc_dist_ema50_atr_ts_top20,location,5
loc_dist_ema20_atr_ts_bot60,location,4
reg_atr_compression_ratio_ts_bot40,regime,4
loc_dist_ema20_atr_ts_bot70,location,3
reg_atr_compression_ratio_ts_top20,regime,3
reg_atr_compression_ratio_ts_top50,regime,3
reg_atr_compression_ratio_ts_top60,regime,2
