fold_id,seed,group,gain,split
0,42,location,76.90382,313.0
0,42,regime,716.584,1199.0
1,42,location,1.32243,1.0
1,42,regime,43.757767,11.0
2,42,location,0.0269219,1.0
2,42,regime,25.893572,11.0
