fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,150,0.3371588686530284,6,64,43,quantile,0.35,quantile,quantile,atr_norm_returns_target,10
1,42,1,0.34048023194145277,6,64,54,quantile,0.35,quantile,quantile,atr_norm_returns_target,10
2,42,1,0.3415731617036252,6,64,55,quantile,0.35,quantile,quantile,atr_norm_returns_target,10
