,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
dn_vol,0.022726884,0.005474885,0.094341934,33.666668,6.523462,173.74892,61.67828,17.317793,219.67062,0.030223861,0.00864635,0.1056494,2.0,0.0,0.5,1.0,0.9730539,1.0,0.0,1.0,1.5,0.94326353,1.0
choppiness_index_20,0.018224739,0.0027869998,0.11917514,41.833332,5.6396413,310.30835,41.989174,6.6225877,266.22388,0.023682866,0.0038996842,0.14382657,1.0,1.0,1.0,0.78960025,0.9700599,1.0,0.0,2.0,1.6666666,0.8267951,2.0
dir_path_long_2h,0.015060368,0.002720462,0.08337359,37.333332,4.3076158,323.56128,33.86006,7.1487556,160.37808,0.019115876,0.003901448,0.093661815,4.0,0.125,0.625,0.64171904,0.92814374,1.0,0.0,4.5,4.0,0.7349814,3.0
vp_profile_concentration,0.01423846,0.0040955357,0.04950115,35.166668,6.4657216,191.26936,34.46052,12.116304,98.0107,0.019282134,0.0059949127,0.06201937,6.0,0.0,0.25,0.6033086,0.8682635,1.0,0.0,7.0,7.3333335,0.69888556,4.0
is_high_vol_regime,0.014135287,0.004723037,0.04230463,44.333332,12.378297,158.7815,27.239624,8.216346,90.307434,0.018403234,0.00562026,0.06026039,9.0,0.0,0.5,0.598487,0.8772455,1.0,0.0,11.0,6.8333335,0.6984793,5.0
vol_asym,0.012763298,0.0024651778,0.06608115,19.5,2.9297326,129.79,32.266853,8.611583,120.9011,0.016142765,0.0041179894,0.063280605,5.0,0.0,0.5,0.5343696,0.8982036,1.0,0.0,8.5,5.6666665,0.6684542,6.0
rv_24h,0.0121497065,0.0016347049,0.09030093,24.5,3.2015622,187.4866,28.241884,5.031661,158.51704,0.014737213,0.00232014,0.093608774,3.0,0.0,0.5,0.50569445,0.93113774,1.0,0.0,12.0,3.8333333,0.66091645,7.0
comp_to_exp,0.011744541,0.0030598221,0.045079168,28.5,5.7373047,141.57344,26.861446,7.207832,100.10462,0.014710203,0.0035157304,0.061549112,7.0,0.125,0.625,0.48675978,0.9071856,1.0,0.0,16.0,5.1666665,0.6445143,8.0
vp_in_hvn_above_zone,0.011914589,0.0052387877,0.027097385,34.833332,11.6105795,104.50478,25.084188,12.147507,51.797997,0.014719626,0.006139918,0.035288315,26.0,0.25,0.75,0.4947067,0.79341316,0.8333333,0.0,21.5,11.5,0.59544194,9.0
dir_path_risk_short_2h,0.011276827,0.0034889258,0.036448706,27.5,6.264982,120.71064,24.921362,8.406945,73.87633,0.014315719,0.0048756697,0.04203316,17.0,0.0,0.5,0.464902,0.8173653,0.8333333,0.0,11.0,10.166667,0.58503747,10.0
rv_8h,0.01131219,0.0028642046,0.04467755,28.833334,4.179979,198.89124,25.28106,6.7870927,94.16875,0.014578671,0.003528832,0.0602289,8.0,0.25,0.75,0.46655464,0.8083832,0.8333333,0.0,13.5,10.666667,0.5837009,11.0
vp_in_lvn_above_zone,0.009502175,0.002155476,0.04188928,32.5,5.1881275,203.58983,19.885956,4.574912,86.43909,0.012536634,0.0026244558,0.059885625,10.0,0.25,0.0,0.38196683,0.8712575,1.0,0.0,23.0,7.1666665,0.5778961,12.0
vov_fast_slow_ratio,0.011301382,0.0032653997,0.03911351,25.666666,3.7712362,174.68484,26.070848,9.254191,73.446625,0.014699619,0.004808717,0.044934813,13.0,0.0,0.5,0.46604955,0.7784431,0.8333333,0.0,14.0,12.333333,0.57593805,13.0
asset_vol_level,0.010063026,0.0036950943,0.027405117,31.666666,8.938059,112.1919,22.577908,8.611324,59.196693,0.0133217275,0.0048748995,0.036404528,22.5,0.375,0.625,0.4081772,0.7784431,0.8333333,0.0,30.0,12.333333,0.5441083,14.0
