model,pool,n_features,pinball085,topk_utility,top30_mean,top10_mean,top10_mean_y,bot10_mean_y,spread10,top_decile_pred_mean,top_decile_realized_rate,top_decile_calibration_gap,sortino_med,maxdd_med,coverage_tau085,score,guard_pass
xgb_multi_075_080_085,quantile,30,0.00503467859542916,-0.003806324675679207,0.0007679018890485168,0.004294439218938351,0.004342931902845687,-0.0001490977500163188,0.004492029652862006,0.03020542339337143,0.5606060606060606,0.5304006372126892,0.4717205045138704,0.17536398254861965,0.7822155237377544,0.0008508943107667991,0
xgb_multi_075_080_085_unconstrained,quantile,30,0.004870064224186647,-0.005548164714127779,0.002261234913021326,0.0026763207279145718,0.0027590954731832344,-7.584435639507842e-05,0.002834939829578313,0.025954947157791168,0.5303030303030303,0.5043480831452392,0.2900647874065349,0.30964495732260117,0.8003014318010551,-0.05281805983564575,0
lgbm_085,quantile,30,0.004601945742391798,-0.008127259381581098,0.0016433136770501733,-0.00021204660879448056,-0.00017363338779294722,-0.0003938770843722688,0.0002202436965793216,0.025303853888397607,0.4318181818181818,0.4065143279297842,-0.024913051339429733,1.9291190071971653,0.8425018839487566,-0.47795004174677375,0
lgbm_085_unconstrained,quantile,30,0.004601945742391798,-0.008127259381581098,0.0016433136770501733,-0.00021204660879448056,-0.00017363338779294722,-0.0003938770843722688,0.0002202436965793216,0.025303853888397607,0.4318181818181818,0.4065143279297842,-0.024913051339429733,1.9291190071971653,0.8425018839487566,-0.47795004174677375,0
qreg_l1_085,quantile,30,0.004527115909022666,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.015408643521368504,0.5606060606060606,0.545197417084692,0.32112902023196194,0.20645033318282177,0.8726450640542577,-0.026904465600760482,0
ridge_reg,non_quantile,40,0.005456837357723518,-0.011308902874588966,5.139668064657599e-05,-0.0031337039545178413,-0.003085493056322307,-0.0012609809449658674,-0.0018245121113564396,0.027435413039656298,0.4318181818181818,0.4043827687785255,-0.34830323378649597,11.44047181395339,0.7467972871137905,-2.8012148772778445,0
extratrees_reg,non_quantile,40,0.0051558872302944515,-0.007371501356828958,5.5058520956663415e-05,0.0007127622957341373,0.0006857572624346975,-0.000841334785615221,0.0015270920480499185,0.025264552679387414,0.5303030303030303,0.5050384776236428,0.0778968187760222,0.6453333798437269,0.7769404672192917,-0.16035984967939035,0
ridge_tailweighted_l0,non_quantile,40,0.005418472245600783,-0.010590039193630219,0.0002792920568026602,-0.0024185413494706154,-0.002315231620080092,-0.0012222924540930596,-0.0010929391659870323,0.026964691245282068,0.4696969696969697,0.44273227845168767,-0.26663283628873746,5.577489677811804,0.7513187641296156,-1.3850076501970958,0
extratrees_tailweighted_l0,non_quantile,40,0.005253773393006055,-0.008367907314095646,-0.0012645149836316705,-0.0005284315557219088,-0.0004610124610322104,-0.00011720738940780531,-0.0003438050716244051,0.026840388314177052,0.49242424242424243,0.46558385411006536,-0.060519844362012444,14.03736386436113,0.7641296156744537,-3.3910444513112736,0
lgbm_tailweighted_l0,non_quantile,40,0.00526170649183215,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.0021853431829089885,0.5606060606060606,0.5584207174231516,0.32112902023196194,0.20645033318282177,0.6902788244159759,-0.02733789414005474,0
xgb_tailweighted_l0,non_quantile,40,0.005262961210380731,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.0021853432698686046,0.5606060606060606,0.5584207173361919,0.32112902023196194,0.20645033318282177,0.6902788244159759,-0.027337956873373384,0
ridge_tailweighted_l1,non_quantile,40,0.005397207494937419,-0.011841921135783195,-0.0003046113415621221,-0.003012891858816147,-0.003317098122682761,-0.00045480446913808754,-0.002862293653544674,0.03043499453326121,0.42424242424242425,0.39380742970916305,-0.3114787556806519,13.671121403649185,0.7671439336850038,-3.332146522196461,0
