model,pool,n_features,pinball085,topk_utility,top30_mean,top10_mean,top10_mean_y,bot10_mean_y,spread10,top_decile_pred_mean,top_decile_realized_rate,top_decile_calibration_gap,sortino_med,maxdd_med,coverage_tau085,score,guard_pass
extratrees_tailweighted_l1,non_quantile,40,0.004951727795527797,-0.011130220023915172,-3.5640572605188936e-05,-0.003133591962978244,-0.0031210118871637283,-0.0002842384516649569,-0.0028367734354987715,0.023712062877846884,0.4015151515151515,0.3778030886373046,-0.3553240451297307,27.173782194743225,0.7957799547852299,-6.577496501937321,0
lgbm_tailweighted_l1,non_quantile,40,0.004778055991855008,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.006562658013303388,0.5606060606060606,0.5540434025927572,0.32112902023196194,0.20645033318282177,0.7663903541823662,-0.02718239217014405,0
xgb_tailweighted_l1,non_quantile,40,0.004793360876910757,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.006284575228875212,0.5606060606060606,0.5543214853771853,0.32112902023196194,0.20645033318282177,0.7641296156744537,-0.027191499897929683,0
ridge_tailweighted_l2,non_quantile,40,0.005244659552664494,-0.008512866363162175,0.0007265197928063571,0.00020009963191114366,0.00018487355180585644,-0.0009506340595015155,0.001135507611307372,0.03161776439963544,0.48484848484848486,0.45323072044884943,0.020782354624030025,0.9578786912757667,0.7844762622456669,-0.24072418267676446,0
extratrees_tailweighted_l2,non_quantile,40,0.004840638700723701,-0.00734488274611067,0.0007574863266199827,0.00010965876572299749,7.284931625966264e-05,-0.0008330336839373393,0.0009058830001970019,0.029924545108589308,0.5227272727272727,0.4928027276186834,0.013141201737309654,0.9473388255741576,0.8183873398643556,-0.24035027514701404,0
lgbm_tailweighted_l2,non_quantile,40,0.004579063590785125,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.009883532815629852,0.5606060606060606,0.5507225277904307,0.32112902023196194,0.20645033318282177,0.8033157498116051,-0.027072816306020764,0
xgb_tailweighted_l2,non_quantile,40,0.004586650258331644,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.009630802663530376,0.5606060606060606,0.5509752579425302,0.32112902023196194,0.20645033318282177,0.8010550113036925,-0.027080777543961074,0
ridge_tailweighted_l4,non_quantile,40,0.00519336399541288,-0.00883679380058311,0.0017262848559767008,-0.00029444703250192106,-0.000262686085823754,-0.00029763532163060245,3.4949235806848433e-05,0.03594128357802336,0.4166666666666667,0.38072538308864334,-0.031456312088460725,2.6022630743228325,0.8025621703089676,-0.6395900225733583,0
extratrees_tailweighted_l4,non_quantile,40,0.004751541312536037,-0.008104211126919836,0.0007431766134686768,-0.0003211511648260057,-0.00028821532495468006,8.770514184355058e-05,-0.0003759204667982306,0.028370024687696963,0.4772727272727273,0.44890270258503034,-0.03671720232193475,1.2432798805802345,0.840241145440844,-0.3164699475474778,0
lgbm_tailweighted_l4,non_quantile,40,0.004496220558879679,-0.0042887243907898664,0.000616511853877455,0.002287643263116479,0.0023674735249104824,0.0028789451477650523,-0.0005114716228545699,0.014588292930602046,0.5606060606060606,0.5460177676754585,0.32112902023196194,0.20645033318282177,0.8598342125094197,-0.02692753135097633,0
xgb_tailweighted_l4,non_quantile,40,0.004488040167015811,-0.009128461402724497,0.001926988479681313,-0.00024143494374584407,-0.00018076452595943755,0.001662625966260252,-0.0018433904922196896,0.016650441616194365,0.4015151515151515,0.3848647098989571,-0.02498188544817068,1.2054284501003827,0.8507912584777694,-0.3040414563112626,0
