model,kind,tail_lambda,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,ridge,0.0,-0.13530369529815633,93936,-0.07873392655156414,0.07464238035036856,-0.023150418666297204,0.004476066467673884,0.005524982655633993,-0.0010489161879601088,-0.005273850727947153,0.2746699787083038,0.9549325762952449,0.045067423704755145
huber,huber,0.0,-0.15529210729328466,93936,0.3257737050263784,-0.3359480942409972,-0.14231750507771074,0.005471559826058398,0.005734324305115673,-0.00026276447905727515,0.0007260793975475818,0.30806245564229956,0.9446061036195884,0.05539389638041164
extratrees,extratrees,0.0,0.15969667165715576,93936,-0.2948125354390483,0.34436813223706836,-0.06076424271511624,0.0053823395814612636,0.004472669592889423,0.0009096699885718408,0.0013392897192287768,0.39995741660752304,0.9527679205110007,0.04723207948899929
extratrees_tailweighted,extratrees,2.0,0.35528746917085285,93936,-0.4909254981236452,0.589887652277028,-0.029155779395543206,0.006452372310432323,0.001092178767522887,0.005360193542909435,0.0042693047359568205,0.4156068133427963,0.9498935415188077,0.050106458481192336
xgb_basic,xgb,0.0,0.415391895042225,93936,-0.284650509372799,0.3419888863940663,0.002404067777579775,0.010558125567761131,0.0018179315032639204,0.008740194064497211,0.009262504005044152,0.8177075940383252,0.9445706174591909,0.055429382540809084
xgb_robust,xgb,0.0,0.3985991338697281,93936,-0.6093928414790258,0.654058045005968,0.06954080449466891,0.0057136641787936,4.3945221351211944e-05,0.005669718957442388,0.0038704558172980084,0.6813555713271825,0.959013484740951,0.04098651525904897
