model,pool,n_features,pinball085,topk_utility,top30_mean,top10_mean,top10_mean_y,bot10_mean_y,spread10,top_decile_pred_mean,top_decile_realized_rate,top_decile_calibration_gap,sortino_med,maxdd_med,coverage_tau085,score,guard_pass
xgb_multi_075_080_085,quantile,30,0.004796109192584385,-0.0033603846095502377,0.0018901427974924445,0.00448050769045949,0.004592929146704538,-0.0009263028524240808,0.005519231999128619,0.0268054040367989,0.5941176470588235,0.5673122430220247,0.511996155883146,0.0985308985671468,0.8001172332942555,0.02364134811598973,0
xgb_multi_075_080_085_unconstrained,quantile,30,0.004877753081582697,-0.005744226975366473,0.0018496442353352904,0.002090255031362176,0.0020955571372349583,0.0013349427074632223,0.000760614429771736,0.025440008248038153,0.5235294117647059,0.49808940351666775,0.23943575514045942,0.2951165557879167,0.7790152403282532,-0.05599653327400353,0
lgbm_085,quantile,30,0.004648148207974395,-0.00627695769071579,0.0016915204469114542,0.0018019266426563263,0.0017632226778112132,9.372584121164811e-05,0.0016694968365995651,0.025914516333959678,0.5588235294117647,0.532909013077805,0.1996704510562341,0.3299388239345669,0.835873388042204,-0.07006569699441795,0
lgbm_085_unconstrained,quantile,30,0.004648148207974395,-0.00627695769071579,0.0016915204469114542,0.0018019266426563263,0.0017632226778112132,9.372584121164811e-05,0.0016694968365995651,0.025914516333959678,0.5588235294117647,0.532909013077805,0.1996704510562341,0.3299388239345669,0.835873388042204,-0.07006569699441795,0
qreg_l1_085,quantile,30,0.004587257163015566,-0.000536593608558178,0.0019619655795395374,0.0070275235921144485,0.007109156963826322,-0.0008558631939676536,0.007965020157793976,0.01151193492114544,0.5411764705882353,0.5296645356670898,0.8699736728568419,0.24929366132051134,0.8294255568581477,0.03287572490366851,0
ridge_reg,non_quantile,40,0.00516042327015134,-0.007490510703064501,0.0016083631198853254,0.0002649415982887149,0.00019051368101773893,0.0008743381632752169,-0.000683824482257478,0.03060035740627962,0.48823529411764705,0.4576349367113674,0.030479895859777797,5.103594721652535,0.7526377491207503,-1.2348318075129368,0
extratrees_reg,non_quantile,40,0.005116606865314123,-0.00813698855927214,0.0005277456948533654,-7.236836245283484e-05,-7.815529106130056e-05,0.0015279334959546651,-0.0016060887870159657,0.027430976468002754,0.48823529411764705,0.4608043176496443,-0.008016056649659846,1.0776763386707797,0.768464243845252,-0.27394216360751295,0
ridge_tailweighted_l0,non_quantile,40,0.0051508792991354305,-0.007163251342717558,0.0016366702038794756,0.0007806564099155366,0.0008111168938579366,0.00018903925340376136,0.0006220776404541753,0.030889807521325165,0.47058823529411764,0.4396984277727925,0.08823813380894314,0.8349984486655059,0.7561547479484173,-0.2024333983352172,0
extratrees_tailweighted_l0,non_quantile,40,0.005117612902750549,-0.0062571585876867175,0.00017000084335450083,0.0015036464901641011,0.0015547551088007715,0.0015124210550258046,4.233405377496689e-05,0.027503793668742164,0.5235294117647059,0.49602561809596374,0.17408489665129978,0.30561041008236955,0.7696365767878077,-0.06711417858333796,0
lgbm_tailweighted_l0,non_quantile,36,0.005456921131904397,-0.008499447314534336,-1.4810299035161734e-05,-0.0009527225629426539,-0.0009218765254926813,0.007411067911615486,-0.008332944437108167,0.0017705366496868703,0.5,0.49822946335031315,-0.1144067779046951,3.005294980350864,0.67936694021102,-0.7524901544561351,0
