n,logloss,accuracy,ev_top13_ret,ev_top13_wr,ev_top26_ret,ev_top26_wr,ev_top39_ret,ev_top39_wr,brier_tp,model,logloss_cv,selection_score,top_realized_u_mean,passed_gate,passed_econ
120,0.7472144018302208,1.0,-0.0024372934448096293,0.4,-0.0029696630917816704,0.3225806451612903,-0.0021470004956580706,0.45652173913043476,0.13677285318559557,ridge_clf,0.9,0.0021052631578947372,0.010000000000000002,1.0,1.0
