config_id,mode,pct,min_range_pct,min_vol_zscore,min_sign_consistency,barrier_k_tp,barrier_sl_base_mult,barrier_disp_floor,expansion_name,expansion_offsets,slice,side,kind,horizon,n_samples,n_days,opportunities_per_day,tp_sl_ratio,label_pos_rate,mean_ret_bps,sharpe,sortino,weighted_ret_bps
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,long_mr,long,mr,4,396,0.0,396.0,1.00:0.50,0.351010101010101,13.31478706561029,8.275021268176527,47.89398825692898,24.656064342707396
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,long_mr,long,mr,8,396,0.0,396.0,1.00:0.50,0.351010101010101,24.58983100950718,10.41545695301529,47.24498876800387,39.59177993237972
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,long_tf,long,tf,2,0,,,,0.0,0.0,0.0,0.0,0.0
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,long_tf,long,tf,4,0,0.0,0.0,1.00:0.50,0.0,0.0,0.0,0.0,0.0
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,long_tf,long,tf,8,0,0.0,0.0,1.00:0.50,0.0,0.0,0.0,0.0,0.0
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,short_mr,short,mr,2,0,,,,0.0,0.0,0.0,0.0,0.0
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,short_mr,short,mr,4,0,0.0,0.0,1.00:0.50,0.0,0.0,0.0,0.0,0.0
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,short_mr,short,mr,8,0,0.0,0.0,1.00:0.50,0.0,0.0,0.0,0.0,0.0
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,short_tf,short,tf,2,396,0.0,396.0,1.00:0.50,0.351010101010101,1.2156386219430715,0.9994806087350792,4.548092662944452,2.8673323686234653
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,short_tf,short,tf,4,396,0.0,396.0,1.00:0.50,0.351010101010101,-2.1630396076943725,-1.656304996700887,-8.3850866622859,-1.2767496809829026
VW_P06_V18,vol_weight,0.06,0.06,1.8,0.6,1.0,0.5,0.1,none,,short_tf,short,tf,8,396,0.0,396.0,1.00:0.50,0.351010101010101,-1.097365893656388,-0.6274820065886871,-2.7726052018278304,-4.928109119646251
