alpha,delta,gamma,PnL_total,PnL_per_day,Trades_per_day,Unique_Symbols_Selected,Unique_Symbols_Total,Sortino,MaxDD,IC,WinRate,N_selected,J_zscore
0.07114476009343425,1.5979909127171077,0.29963209507789,-0.0008922457952305518,-0.0008922457952305518,12.0,0,0,-0.1536111338412139,4.219611299205957,0.04409005628517824,0.6666666666666666,12,0.2508884103139969
0.00029380279387035364,0.7339917805043039,0.4789267873576293,-0.0010538622334172088,-0.0010538622334172088,12.0,0,0,-0.18262568239643498,1.623890812717654,0.05178236397748594,0.6666666666666666,12,1.1518288643076477
0.0396760507705299,1.4016725176148133,0.04646688973455957,-0.00014127953972819423,-0.00014127953972819423,12.0,0,0,-0.024582445836186042,5.199963936870459,0.05909943714821765,0.6666666666666666,12,4.192118484340357
0.00011527987128232407,1.9548647782429915,0.5664580622368364,-0.0010817432878948872,-0.0010817432878948872,12.0,0,0,-0.20297593478841133,4.84407884857066,0.05609756097560976,0.6666666666666666,12,-1.6615640699336585
0.0004335281794951569,0.7727374508106509,0.6659541126403374,-0.0010993682543835156,-0.0010993682543835156,12.0,0,0,-0.1887401649177526,1.6077568303699323,0.050093808630394004,0.6666666666666666,12,0.9083916098967215
0.0008179499475211679,1.2871346474483567,0.14672360788274705,-0.0003384818943920399,-0.0003384818943920399,12.0,0,0,-0.05759093571879905,5.640049334857919,0.05572232645403378,0.6666666666666666,12,2.653766974538573
0.0007476312062252305,1.4177793420835691,0.34555601491369264,-0.0008947714550850091,-0.0008947714550850091,12.0,0,0,-0.15404595737976604,4.229117685851217,0.054221388367729835,0.6666666666666666,12,0.2281201898701418
0.0007523742884534858,1.0495427649405376,0.11159508852163347,-0.0004436680927347035,-0.0004436680927347035,12.0,0,0,-0.07577003027380183,5.874787454690855,0.05647279549718576,0.6666666666666666,12,1.823985013138451
0.0226739865237804,0.7995106732375397,0.3648559873736288,-0.0010664136172440072,-0.0010664136172440072,12.0,0,0,-0.1847432786386848,5.656834958777503,0.05459662288930583,0.6666666666666666,12,-1.9176172970052288
0.005987474910461402,0.5696756190799965,0.4113875507308893,-0.001356232207096538,-0.001356232207096538,12.0,0,0,-0.22585482532205584,1.4786446578282222,0.04371482176360226,0.6666666666666666,12,-0.47944857836687493
0.00032476735706274504,0.5975773894779193,0.48603588152115074,-0.001356232207096538,-0.001356232207096538,12.0,0,0,-0.22585482532205584,1.4786446578282222,0.0450281425891182,0.6666666666666666,12,-0.47944857836687493
0.07886714129990492,1.7125960221746916,0.7591084298026667,-0.0011752056959799203,-0.0011752056959799203,12.0,0,0,-0.2048966962591688,4.958977897391114,0.0525328330206379,0.6666666666666666,12,-2.0997770990670173
0.00019634341572933326,1.5263495397682354,0.24369101533869655,-0.0008922457952305518,-0.0008922457952305518,12.0,0,0,-0.1536111338412139,4.219611299205957,0.04746716697936211,0.6666666666666666,12,0.2508884103139969
0.00023233503515390126,1.2427653651669053,0.35212199499168106,-0.0008947714550850091,-0.0008947714550850091,12.0,0,0,-0.15404595737976604,4.229117685851217,0.054221388367729835,0.6666666666666666,12,0.2281201898701418
0.053451661106468214,0.8881699724000254,0.027510816892174716,-0.00016433875073693658,-0.00016433875073693658,12.0,0,0,-0.0284088512260531,5.251423880497185,0.05459662288930583,0.6666666666666666,12,4.012774122173013
0.0008612579192594886,1.2801020317667162,0.5300178274831856,-0.0007758199728501055,-0.0007758199728501055,12.0,0,0,-0.14556458703747846,7.614720158384706,0.06210131332082553,0.6666666666666666,12,-1.737048846043395
