alpha,delta,gamma,ranking_top_k_pct,eval_top_k_pct,cooldown_hours,PnL_total,PnL_per_day,Trades_per_day,Unique_Symbols_Selected,Unique_Symbols_Total,Sortino,MaxDD,IntradayRisk,TemporalStability,TemporalInstability,ObjectiveScore,Sharpe,ProfitFactor,AvgWin,AvgLoss,Ulcer,TUW,N_days,N_neg_days,Mean_daily,Downside_dev,IC,RankingObjective,RankingIC,RankingMeanGross,RankingMeanNet,RankingHitAboveCost,RankingNSelected,WinRate,GrossWinRate,N_neg_trades,N_selected,threshold_low,threshold_high,oof_fallback_occurred,pos_sizing,stage,base_size,rank_multiplier,sizing_formula,squash_fn,squash_k
0.0004807743149803911,1.5178401351048565,0.00023906464842567837,0.4,0.05,0.0,-0.07156158854060099,-0.0010223084077228713,2.0,59,59,-6.12929735856689,0.07067279039057217,19.038586430082688,0.5400462671430958,0.851693198973692,-0.0040654895037638954,0.0,0.36929099693236594,0.00130939200198144,-0.0010505753018889544,5.282665543446514,0.9928571428571429,70.0,0,-1.4604405824612447e-05,0.0,0.09075083960185676,0.8860791862632751,0.09075083960185676,0.01719236073805304,0.014692360738053039,0.4888888888888889,3600,0.22857142857142856,0.22857142857142856,0,140,0.048214926969698924,0.21814694935538226,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09951526523480812, 'median': 0.09970724582672119, 'std': 0.004038611881918324, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.07114476009343425,1.5979909127171077,0.29963209507789,0.5,0.05,0.0,-0.08461492404442955,-0.0012087846292061365,2.0142857142857142,59,59,-7.15116088006612,0.0825217795610812,20.617163079393997,0.5522986269655428,0.8106146768718816,-0.004410751030865467,0.0,0.29070368648704675,0.0011958365069094405,-0.0010651266316500298,5.796958112151811,0.9929078014184397,70.0,0,-1.726835184580195e-05,0.0,0.11693447024530798,0.8259920376651284,0.11693447024530798,0.014726004492491484,0.01222600449249148,0.4622222222222222,4500,0.20567375886524822,0.20567375886524822,0,141,-0.024270524786980656,0.16902936756411396,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09967797078291575, 'median': 0.09988593310117722, 'std': 0.0038849431895365246, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.013311216080736894,0.5308767414437037,0.48089200939456705,0.1,0.05,0.0,-0.06779940623131983,-0.0009685629461617119,1.9857142857142858,59,59,-5.906448071081834,0.06697821700107387,18.451241221533195,0.5389369883506061,0.8555044868240678,-0.003985965264015444,0.0,0.39587636830654915,0.0014331707950700145,-0.0010391453785045396,5.090629768114308,0.9928057553956835,70.0,0,-1.3836613516595884e-05,0.0,0.04858663850229758,-0.0059539819362503,0.04858663850229758,0.0022205562046211627,-0.0002794437953788393,0.3388888888888889,900,0.22302158273381295,0.22302158273381295,0,139,0.1879148546296389,0.2493919092666779,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09964403489869501, 'median': 0.09989193081855774, 'std': 0.003890151643873253, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.0037520558551242854,1.1479175279631737,0.2433937943676302,0.2,0.05,0.0,-0.079807614026679,-0.0011401087718097,1.9714285714285715,59,59,-6.809461864315841,0.07811941620163732,20.121724879464008,0.5495778269624183,0.8195785036072476,-0.004271329058596972,0.0,0.32386295503494084,0.00131817439742937,-0.0010828868949736767,5.636368587097959,0.9927536231884058,70.0,0,-1.628726816871e-05,0.0,0.0960965519114553,0.41438550841089566,0.0960965519114553,0.012153909228250591,0.009653909228250589,0.435,1800,0.21014492753623187,0.21014492753623187,0,138,0.19208391675771708,0.3095224534976318,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09963512135810322, 'median': 0.09987663477659225, 'std': 0.003895579232224881, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.0226739865237804,0.7995106732375397,0.3648559873736288,0.4,0.05,0.0,-0.07784435932582154,-0.0011120622760831648,2.0285714285714285,59,59,-6.430968781811978,0.07632262888773056,19.659350210152443,0.5543510042294103,0.803911226588424,-0.0042747955281771,0.0,0.3452035040056409,0.0012070272650373508,-0.0011007711697878842,5.483836361350877,0.9929577464788732,70.0,0,-1.5886603944045212e-05,0.0,0.08680816050414765,0.8912244244640604,0.08680816050414765,0.017281400273980882,0.014781400273980883,0.4880555555555556,3600,0.23943661971830985,0.23943661971830985,0,142,0.036940211994088375,0.1569978551641342,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09965917475786473, 'median': 0.09989198669791222, 'std': 0.003921262757974985, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.07025166339242159,1.948448049611839,0.05204127438822362,0.1,0.05,0.0,-0.07232007350168937,-0.001033143907166991,1.9428571428571428,59,59,-5.874611460219185,0.07402719825754367,16.886360576432722,0.6249196980003369,0.6002055995352238,-0.004717066966185509,0.0,0.38531674265735627,0.0014166917888979364,-0.0011312904879463783,4.562112601729835,0.9926470588235294,70.0,0,-1.4759198673814158e-05,0.0,0.038351661646914115,-0.003941530914502818,0.038351661646914115,0.002304696200105051,-0.00019530379989495078,0.33555555555555555,900,0.23529411764705882,0.23529411764705882,0,136,0.36925543677543293,0.48538396766604397,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09969134760995706, 'median': 0.09993910789489746, 'std': 0.003861030425195747, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.0030586566669785274,0.5515827816728276,0.09763058787582307,0.1,0.05,0.0,-0.06673252609135415,-0.0009533218013050592,1.9857142857142858,59,59,-5.814579922091379,0.06598672656413007,18.30091326612636,0.538829112542738,0.8558759664654971,-0.003958647042465973,0.0,0.4037388834610071,0.0014120552025849483,-0.001045965351159556,5.041511940082306,0.9928057553956835,70.0,0,-1.361888287578656e-05,0.0,0.053808032985519706,-0.005277992483055095,0.053808032985519706,0.002234386862255633,-0.00026561313774436934,0.34,900,0.2302158273381295,0.2302158273381295,0,139,0.18539987734152688,0.24581024083747802,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09962773198899295, 'median': 0.09987548738718033, 'std': 0.0038979079349039636, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.00035856126103454,1.9543769416468377,0.43736822347462373,0.2,0.05,0.0,-0.0635236628284123,-0.0009074808975487472,1.9285714285714286,59,59,-5.553850094665115,0.0659044511813236,16.849804765053506,0.5249846382367149,0.9048176406813282,-0.004116561173275476,0.0,0.4156372158848502,0.001457490442720426,-0.0010452487168533223,4.558104544577253,0.9925925925925926,70.0,0,-1.296401282212496e-05,0.0,0.04923786237405472,0.4010665674103972,0.04923786237405472,0.011895202273477077,0.009395202273477074,0.4311111111111111,1800,0.22962962962962963,0.22962962962962963,0,135,0.2288956110314335,0.36550861402797397,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09944789092921548, 'median': 0.0996125191450119, 'std': 0.004031146049990976, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.0003872118032174585,0.5678409333658071,0.0707940016415356,0.4,0.05,0.0,-0.07349436837141185,-0.0010499195481630263,2.0285714285714285,59,59,-6.159995572309397,0.07238858678640203,18.65079712822873,0.5524713893136074,0.8100484827683183,-0.004273742068519829,0.0,0.3667603716168725,0.0012898952416955177,-0.0010647790031868248,5.151586042810968,0.9929577464788732,70.0,0,-1.4998850688043233e-05,0.0,0.10344083250061785,1.172584921575553,0.10344083250061785,0.021956881332508702,0.019456881332508703,0.5505555555555556,3600,0.2323943661971831,0.2323943661971831,0,142,0.02965841253640979,0.1148573381878999,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09944539001103904, 'median': 0.09964688867330551, 'std': 0.004456570584893297, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.004247058562261873,0.711386337462144,0.22474760774990463,0.3,0.05,0.0,-0.07643580203870186,-0.0010919400291243123,2.0142857142857142,59,59,-6.35380580130232,0.07502583693271347,19.4381096732262,0.5534998618231153,0.8066851845386276,-0.004249318135137734,0.0,0.35002363226124905,0.001210647502981114,-0.0010990450200005582,5.411436252724247,0.9929078014184397,70.0,0,-1.5599143273204462e-05,0.0,0.09074598018770139,0.6624162013652121,0.09074598018770139,0.015160885378977076,0.012660885378977074,0.45037037037037037,2700,0.24113475177304963,0.24113475177304963,0,141,0.0805934228560613,0.17949418828527883,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09964061055721508, 'median': 0.09987880289554596, 'std': 0.003938926104214724, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
0.00010422971466648466,1.0530931590816461,0.7561092353843095,0.4,0.05,0.0,-0.029605549938185642,-0.00042293642768836633,1.957142857142857,59,59,-2.892416175677611,0.03501366546089024,10.529824549771192,0.5301789883154022,0.8861554720933269,-0.0032670986112801983,0.0,0.6703184113687345,0.001626888774600967,-0.000898004345984214,2.489526391275493,0.9854014598540146,70.0,0,-6.041948966976662e-06,0.0,0.09209666755410942,0.883603446306453,0.09209666755410942,0.01714997688214579,0.014649976882145792,0.48055555555555557,3600,0.27007299270072993,0.27007299270072993,0,137,0.0423278534868181,0.18167249762859275,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.09214957903880212, 'median': 0.0918189138174057, 'std': 0.010267338925047005, 'min': 0.05000000074505806, 'max': 0.15000000000000002, 'n_zero': 0, 'n_max': 1}",stage1_core,,,,,
