model,gate,n_gate,gate_frac,pnl_top30,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,all,240,1.0,9.646831768586406,240,0.47839319001410313,0.47839319001410313,0.3613737217827514,0.1339837745637001,-0.16839418497089087,0.30237795953459096,0.46363586678425284,0.1805555555555556,0.2916666666666667,0.7083333333333334
ridge,top40,160,0.6666666666666666,9.006570941328784,160,0.267851226046934,0.267851226046934,0.3254450716456795,0.18763689461101632,0.026992871340076306,0.16064402327094002,0.29877342585643657,0.22083333333333335,0.20833333333333334,0.7916666666666666
