model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_std,ic_mh,ic_top30,ic_top20,ic_top10,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30,bss,calibration_ece_top5,calibration_ece_top10,calibration_ece_top20,feature_importance_metric,feature_importance_top10,feature_importance_pred_prefix_sum_top10,feature_importance_top10_sum,feature_importance_pred_prefix_share_top10
ridge,ridge,0.0,all,220,1.7535849981625646,0.33240659547792506,220,0.33240659547792506,0.09155929902505253,0.33240659547792506,0.10506210207702744,0.30329670329670333,0.0,0.026569469669129767,-0.0357488975677653,0.06231836723689507,0.1165636371785144,0.22727272727272727,0.36363636363636365,0.6363636363636364,0.049468154492477434,0.08174914437320249,0.04847104936262493,0.053374764531922886,none,[],0.0,0.0,0.0
