target_name,ridge_ic,ridge_topq_u,ridge_topq_u_std,ridge_composite_score,precision_at_30,lift_at_30,ridge_topq_n,ridge_pass_gate
winsorized,0.7348656657290242,-0.0004535507008525504,0.00015101149935010957,-1000000000000.0,0.9758333333333333,2.607437096415052,1200,False
winsorized_voladj,0.3932531097657099,-0.001484907180541389,0.00013059877598304117,-1000000000000.0,0.6008333333333333,1.6054330883990202,1200,False
huber_adv,0.6662059291858815,-0.0003903589206432419,0.00026535808346125125,-1000000000000.0,0.9791666666666666,2.616343798708528,1200,False
huber_adv_voladj,0.6746323013661089,-0.0003865929668609169,0.00026647851210327646,-1000000000000.0,0.9783333333333334,2.614117123135159,1200,False
rolling_rank,0.7250103214999819,-0.00038577875851236363,0.00025469430869937544,-1000000000000.0,0.955,2.551770207080828,1200,False
rolling_rank_voladj,0.7123398804363323,-0.00043560947212730144,0.00032821628313286057,-1000000000000.0,0.96,2.565130260521042,1200,False
rank_residual,0.6943540784660567,-0.0004764615640488046,0.00036339053476998134,-1000000000000.0,0.9433333333333334,2.520596749053663,1200,False
rank_residual_voladj,0.6927674043024172,-0.0005142103022020213,0.00037499481191540933,-1000000000000.0,0.9408333333333333,2.5139167223335557,1200,False
