model,kind,tail_lambda,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,ridge,0.0,0.19292531090764292,9947,0.07362831497882733,0.07362831497882733,0.09665956571525432,0.0019222370930042745,-0.0005837314457413893,0.002505968538745664,0.004482537173384523,0.3158847184986595,0.3562332439678284,0.6437667560321716
huber,huber,0.0,0.17495728447024797,9947,0.07572020852300848,0.07572020852300848,0.05926158011634287,0.002107472166755235,-0.0005036461050149131,0.002611118271770148,0.004229690900871391,0.32627345844504024,0.34584450402144773,0.6541554959785523
extratrees,extratrees,0.0,0.22303125130882312,9947,0.0966159758392102,0.0966159758392102,0.04772765466294505,0.0025532947961510607,-0.0010929362622056366,0.0036462310583566973,0.005668885485808517,0.30985254691689,0.3535522788203753,0.6464477211796247
extratrees_tailweighted,extratrees,2.0,0.19978474998900106,9947,0.09089977295739586,0.09089977295739586,0.03520004896846634,0.0025191019375799917,-0.0009591537287221857,0.0034782556663021775,0.005095494203850094,0.307171581769437,0.3562332439678284,0.6437667560321716
xgb_basic,xgb,0.0,0.021732341692785713,9947,0.020799246554553612,0.020799246554553612,0.0,0.0007497656059518124,0.00011440673627351105,0.0006353588696783013,0.0004470881023654756,0.7388069705093834,0.34785522788203754,0.6521447721179625
xgb_robust,xgb,0.0,0.021732341692785713,9947,0.020799246554553612,0.020799246554553612,0.0,0.0007497656059518124,0.00011440673627351105,0.0006353588696783013,0.0004470881023654756,0.7388069705093834,0.34785522788203754,0.6521447721179625
