model,kind,tail_lambda,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,ridge,0.0,0.33133467878338474,5034,0.19690866344533073,0.04468631174649031,0.044867180282628816,0.38709169132028826,0.292055623230273,0.09503606809001525,0.12321900418984094,0.24,0.0,1.0
extratrees,extratrees,0.0,0.3258496061694215,5034,0.2165217933518797,0.01011665005787225,0.07267648715424205,0.3802528273580509,0.28392410426299797,0.09632872309505291,0.10580546266178759,0.21880794701986755,0.0,1.0
extratrees_tailweighted,extratrees,2.0,0.3151505404338401,5034,0.16625148672224788,0.03568598144865241,0.0029204928479305394,0.3744807086668142,0.28856409127215527,0.08591661739465895,0.09182341905567304,0.22940397350993377,0.0,1.0
xgb_basic,xgb,0.0,0.31098102027433483,5034,0.2332134377695077,0.010541906833683884,0.02254752513620436,0.39150239855371183,0.30114508536146045,0.09035731319225138,0.0914096923867691,0.2452980132450331,0.0,1.0
