model,pool,n_features,pinball085,topk_utility,top30_mean,top10_mean,top10_mean_y,bot10_mean_y,spread10,top_decile_pred_mean,top_decile_realized_rate,top_decile_calibration_gap,sortino_med,maxdd_med,coverage_tau085,score,guard_pass
xgb_tailweighted_l0,non_quantile,40,0.006041416318738609,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.0023411748074907636,0.4621212121212121,0.45978003731372136,0.04998419653998716,1.858006682903932,0.6902788244159759,-0.45389545214133187,0
ridge_tailweighted_l1,non_quantile,40,0.005749053673942803,-0.006952631403692067,0.0022439078893512487,0.0013312621740624309,0.0013939771540180752,-0.0017152526854646787,0.003109229839482754,0.02142498250679116,0.45454545454545453,0.4331204720386634,0.14298819212905708,0.8178385570724301,0.7694046721929163,-0.19065647470752176,0
extratrees_tailweighted_l1,non_quantile,40,0.0051854618025331985,0.0035889041610062122,0.004489404149353504,0.01130724884569645,0.011262769931680381,-0.003351483513004937,0.014614253444685317,0.02481142454470451,0.6136363636363636,0.5888249390916591,1.2695014632998778,0.03791054544969289,0.7972871137905049,0.1332481070905211,0
lgbm_tailweighted_l1,non_quantile,40,0.005499011881336453,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.007177014578683478,0.4621212121212121,0.4549441975425286,0.04998419653998716,1.858006682903932,0.758854559155991,-0.453723256726326,0
xgb_tailweighted_l1,non_quantile,40,0.005496051214311107,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.007179133201318023,0.4621212121212121,0.4549420789198941,0.04998419653998716,1.858006682903932,0.758854559155991,-0.4537230451342957,0
ridge_tailweighted_l2,non_quantile,40,0.00569618985966136,-0.009524341439828277,0.002051142742857337,-0.000832210062071681,-0.0008135547858811068,-0.0021158012353804556,0.0013022464494993487,0.023945481383141273,0.4090909090909091,0.38514542770776783,-0.08393870350558519,21.001146800473702,0.7867370007535796,-5.061533208560076,0
extratrees_tailweighted_l2,non_quantile,40,0.005152788321413387,-0.0018875612877309322,0.0042293258011341095,0.005583887919783592,0.005657076342851558,-0.002341006741820214,0.007998083084671773,0.020860550729662704,0.5757575757575758,0.554897025027913,0.6406191053865669,0.1231985303999695,0.814619442351168,0.03506933496566546,0
lgbm_tailweighted_l2,non_quantile,40,0.005277403090735221,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.010888154499067512,0.4621212121212121,0.4512330576221446,0.04998419653998716,1.858006682903932,0.8055764883195177,-0.45360084208918444,0
xgb_tailweighted_l2,non_quantile,40,0.005273156865049338,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.010938821482964264,0.4621212121212121,0.45118239063824783,0.04998419653998716,1.858006682903932,0.8063300678221552,-0.4535991097683832,0
ridge_tailweighted_l4,non_quantile,40,0.005680895946751831,-0.0089832351077348,0.000747215177398175,-5.65976370126009e-05,8.609447060293998e-06,-0.0010979173854469661,0.0011065268325072602,0.030671072501556946,0.4621212121212121,0.43145013961965517,-0.005655977023993967,1.3174454196546626,0.8025621703089676,-0.3296342275948158,0
extratrees_tailweighted_l4,non_quantile,40,0.00509538058756156,-0.0021542669273912907,0.004971513990312815,0.0052906302735209465,0.004812391103769187,-0.001843428606110992,0.006655819709880179,0.02137077784177732,0.5378787878787878,0.5165080100370105,0.6067578505956512,0.17336239884044222,0.8470233609645818,0.019924754143528317,0
lgbm_tailweighted_l4,non_quantile,40,0.00521503074311163,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.016209604309643577,0.4621212121212121,0.4459116078115685,0.04998419653998716,1.858006682903932,0.8605877920120573,-0.453438079977486,0
xgb_tailweighted_l4,non_quantile,40,0.005215053175072156,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.016268298481385376,0.4621212121212121,0.4458529136398267,0.04998419653998716,1.858006682903932,0.8605877920120573,-0.4534363202739317,0
