model,pool,n_features,pinball085,topk_utility,top30_mean,top10_mean,top10_mean_y,bot10_mean_y,spread10,top_decile_pred_mean,top_decile_realized_rate,top_decile_calibration_gap,sortino_med,maxdd_med,coverage_tau085,score,guard_pass
xgb_multi_075_080_085,quantile,30,0.005340591465578217,-0.0022165742702782154,0.0037340009585022926,0.005951246712356806,0.006039827130293954,-0.0026485884981494482,0.008688415628443403,0.02875968219825264,0.5984848484848485,0.5697251662865959,0.6586040781178658,0.09048286763378395,0.8003014318010551,0.04475490567882594,0
xgb_multi_075_080_085_unconstrained,quantile,30,0.00548462780695967,-0.006614197976887226,0.0022960398346185684,0.00108414888381958,0.001015151223382969,-0.001037288540498015,0.002052439763880984,0.02584027003666217,0.4772727272727273,0.4514324572360651,0.12859573146228775,1.0008657709535553,0.7822155237377544,-0.23715446397631457,0
lgbm_085,quantile,30,0.005210137292293556,-0.006949715432710946,0.0019607492722570896,0.0015416162787005305,0.0016189310470398402,-0.00020244874317678764,0.001821379790216628,0.018493234490827973,0.5227272727272727,0.5042340382364447,0.16219412935531222,0.5315251861926814,0.8349660889223813,-0.12207248367139396,0
lgbm_085_unconstrained,quantile,30,0.005210137292293556,-0.006949715432710946,0.0019607492722570896,0.0015416162787005305,0.0016189310470398402,-0.00020244874317678764,0.001821379790216628,0.018493234490827973,0.5227272727272727,0.5042340382364447,0.16219412935531222,0.5315251861926814,0.8349660889223813,-0.12207248367139396,0
qreg_l1_085,quantile,30,0.00518380015475795,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.01350854430347681,0.4621212121212121,0.4486126678177353,0.04998419653998716,1.858006682903932,0.8409947249434815,-0.45351755024825324,0
ridge_reg,non_quantile,40,0.005846120560016342,-0.00512937898747623,0.002885722555220127,0.002989273751154542,0.0030775557917712085,-0.0018845727937525335,0.004962128585523742,0.02538075801831755,0.48484848484848486,0.4594677268301673,0.32034303311978374,0.18427155461654748,0.7415222305953278,-0.017024437140192576,0
extratrees_reg,non_quantile,40,0.005582287300091937,-0.0011756760068237782,0.0035541350953280926,0.005973702296614647,0.005112757658714669,-0.003358524274627791,0.00847128193334246,0.02095491499299292,0.5681818181818182,0.5472269031888253,0.7624091535009464,0.18510394801737035,0.7671439336850038,0.035069131569021486,0
ridge_tailweighted_l0,non_quantile,40,0.005898220060132798,-0.0065705341985449195,0.0018538804724812508,0.001205824431963265,0.001155228522486251,-0.0018471230130561514,0.0030023515355424024,0.025851171170498972,0.4772727272727273,0.45142155610222834,0.1374124378856472,0.44747719830385685,0.7377543330821401,-0.10316531099094683,0
extratrees_tailweighted_l0,non_quantile,40,0.005558383749022995,-0.0019005420617759228,0.0039453934878110886,0.004900101572275162,0.00485343723068416,-0.002740942744077818,0.007594379974761978,0.020258256702697024,0.5681818181818182,0.5479235614791212,0.6323831479734703,0.19616476129507046,0.7694046721929163,0.016390198824941762,0
lgbm_tailweighted_l0,non_quantile,40,0.006041156136021206,-0.007379689224762842,0.0011978121474385262,0.00042521677096374333,0.00022812822973002878,0.0016069948588582602,-0.0013788666291282314,0.002341174763226431,0.4621212121212121,0.45978003735798567,0.04998419653998716,1.858006682903932,0.6902788244159759,-0.4538954391335239,0
