model,kind,tail_lambda,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,ridge,0.0,0.29200073748332894,1220,0.08045583974196902,-0.01816552936221191,-0.002443502572620875,0.47094380717643136,0.4336451213969722,0.03729868577945916,0.11868285302255971,0.26775956284153013,0.0546448087431694,0.9453551912568307
extratrees,extratrees,0.0,0.27403270601543855,1220,0.18725140397950393,0.019308203816703656,-0.1123019183708097,0.4908005567420213,0.3974617133713227,0.09333884337069859,0.09153123876073,0.3087431693989071,0.02185792349726776,0.9781420765027322
extratrees_tailweighted,extratrees,2.0,0.3578330286672958,1220,-0.21617191806612893,0.11793082592538755,0.03553566099046932,0.4651521463285283,0.4699865559248325,-0.004834409596304212,0.08631481260794105,0.3005464480874317,0.12295081967213115,0.8770491803278688
xgb_basic,xgb,0.0,0.26838254524058386,1220,0.17592457662541852,-0.00486000201529316,-0.09891151317766282,0.4794411334041201,0.41265832819372605,0.06678280521039404,0.0902030416077278,0.3295081967213115,0.03825136612021858,0.9617486338797814
