k,precision@topk,NDCG@k,PnL/day(%),PnL_std_14d,Sortino,MaxDD,Spearman_IC,Avg_trades_day,Gain_to_Pain,coverage_global_tau085_raw,coverage_topdec_tau085_raw,coverage_global_tau085_cal,coverage_topdec_tau085_cal,monotonicity_bin_spearman,tail_shape_0.6_0.9,tail_shape_0.7_0.9,tail_shape_0.8_0.9
0.7,0.16666666666666666,0.16666666666666666,-0.5344775128705447,0.0,-0.6107442700801148,2.8032321552200403,0.24743582965269675,6.0,0.21020711173196704,0.3,0.0,0.3,0.0,,1.0,1.0,1.0
0.75,0.2,0.2,-0.47331168720767325,0.0,-0.5354169267057255,1.9512500221831193,0.24743582965269675,5.0,0.26530033485744753,0.3,0.0,0.3,0.0,,1.0,1.0,1.0
0.8,0.3333333333333333,0.3333333333333333,-0.451116541575223,0.0,-0.40838389364739686,5.224731948087052,0.24743582965269675,3.0,0.3871709255173087,0.3,0.0,0.3,0.0,,1.0,1.0,1.0
0.8500000000000001,0.5,0.5,-0.14390339039489447,0.0,-0.12365164679216341,1.3285563650922039,0.24743582965269675,2.0,0.7526967061955241,0.3,0.0,0.3,0.0,,1.0,1.0,1.0
0.9000000000000001,0.0,0.0,-1.1283444428339469,0.0,-0.999999999109801,0.0,0.24743582965269675,1.0,0.0,0.3,0.0,0.3,0.0,,1.0,1.0,1.0
