target_name,ridge_ic,ridge_topq_u,ridge_topq_u_std,ridge_composite_score,precision_at_30,lift_at_30,ridge_topq_n,ridge_pass_gate
winsorized,0.0884923927633112,-0.0011387474656792366,0.0001643155805447869,-1000000000000.0,1.0,1.0,1601,False
winsorized_voladj,-0.007300874077460188,-0.0004971006779781179,0.0003051275333178382,-1000000000000.0,1.0,1.0,1601,False
huber_adv,0.028396703127161863,-0.0018316751399391244,4.2457954967922967e-05,-1000000000000.0,1.0,1.0,1601,False
huber_adv_voladj,0.02779290985638607,-0.0019009014314296092,5.829008120498058e-05,-1000000000000.0,1.0,1.0,1601,False
rolling_rank,0.04838805550570164,-0.0017150368273331838,0.00010408331365747243,-1000000000000.0,1.0,1.0,1601,False
rolling_rank_voladj,0.04102312005965117,-0.0013832233102707202,0.0004371156970875102,-1000000000000.0,1.0,1.0,1601,False
rank_residual,0.034162949736143366,-0.0015302094779876651,0.00011947548350945108,-1000000000000.0,1.0,1.0,1601,False
rank_residual_voladj,0.03221417944352451,-0.001450926929135853,0.00018009147137022286,-1000000000000.0,1.0,1.0,1601,False
