model,gate,n_gate,gate_frac,pnl_top30,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,all,20,1.0,1.0995389847020514,20,0.06766950710026096,0.06766950710026096,0.0,0.1832564974503419,-0.15435158965979848,0.33760808711014034,-0.5251332341360773,0.4333333333333333,0.5,0.5
