k,precision@topk,NDCG@k,PnL/day(%),PnL_std_14d,Sortino,MaxDD,Spearman_IC,Avg_trades_day,Gain_to_Pain,cost_per_trade,mean_win,mean_loss,win_loss_ratio,effective_tp_sl_ratio,coverage_global_tau085_raw,coverage_topdec_tau085_raw,coverage_global_tau085_cal,coverage_topdec_tau085_cal,monotonicity_bin_spearman,tail_shape_0.6_0.9,tail_shape_0.7_0.9,tail_shape_0.8_0.9
0.7,0.4539249146757679,0.4539249146757679,-0.000372509862949481,0.00823106622895285,0.48936893115443475,0.09389983330727635,0.040479572703026816,7.146341463414634,2.0086376301063544,0.005,0.020301489788807817,-0.008401522073472733,2.416406171556517,2.416406171556517,0.5373592630501536,0.0,0.5373592630501536,0.0,,1.0,1.0,1.0
0.75,0.4385245901639344,0.4385245901639344,-4.139686989040707e-05,0.008542388830644036,0.532856713327683,0.1033917325773265,0.040479572703026816,5.951219512195122,2.065112701544476,0.005,0.02192368699459655,-0.008291498866241535,2.6441162627251695,2.6441162627251695,0.5373592630501536,0.0,0.5373592630501536,0.0,,1.0,1.0,1.0
0.8,0.45384615384615384,0.45384615384615384,0.00012522732337506923,0.0091435343219404,0.5440009926567254,0.12470554419407388,0.040479572703026816,4.7560975609756095,2.1127280046260584,0.005,0.02144169154850566,-0.008433524638353168,2.5424353953974603,2.5424353953974603,0.5373592630501536,0.0,0.5373592630501536,0.0,,1.0,1.0,1.0
0.8500000000000001,0.4709897610921502,0.4709897610921502,0.0009543406779944589,0.009556994187613873,0.6436724747569714,0.15300899010199623,0.040479572703026816,3.573170731707317,2.363931130244903,0.005,0.021911120699360912,-0.008252340889415673,2.6551400375939123,2.6551400375939123,0.5373592630501536,0.0,0.5373592630501536,0.0,,1.0,1.0,1.0
0.9000000000000001,0.4512820512820513,0.4512820512820513,-0.0017300566689421736,0.004506363132915498,0.3661112998833208,0.1611087645299236,0.040479572703026816,2.3780487804878048,1.7441933699577121,0.005,0.016982475638294338,-0.008007653332837622,2.1207805748349453,2.1207805748349453,0.5373592630501536,0.0,0.5373592630501536,0.0,,1.0,1.0,1.0
