alpha,delta,gamma,cooldown_hours,PnL_total,PnL_per_day,Trades_per_day,Unique_Symbols_Selected,Unique_Symbols_Total,Sortino,MaxDD,IntradayRisk,TemporalStability,TemporalInstability,ObjectiveScore,Sharpe,ProfitFactor,AvgWin,AvgLoss,Ulcer,TUW,N_days,N_neg_days,Mean_daily,Downside_dev,IC,WinRate,GrossWinRate,N_neg_trades,N_selected,threshold_low,threshold_high,oof_fallback_occurred,pos_sizing,top_k_pct,stage,base_size,rank_multiplier,sizing_formula,squash_fn,squash_k
0.01,1.0,0.0,2.0,0.042207746283212985,0.00028583123893823693,3.379232505643341,78,109,1.6159876963901656,1.5847164676396908e-05,0.3491388278392666,0.7817882941594863,0.2791186661027163,0.03702585805462636,10.955179669349052,627.7770947851777,0.00020928260991757088,-2.9278660928841484e-06,0.00013129718521941468,0.11623246492985972,499.0,23.0,8.458466189020638e-05,0.001,-0.010626826716811233,0.40480961923847697,1.0,23,499,0.0017673483618328963,0.004043101083033847,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.04739536717534065, 'median': 0.08184153586626053, 'std': 0.046285480260849, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 578, 'n_max': 1}",0.3,stage1_core,,,,,
0.00014404801672470804,1.692630183253768,0.750604344762978,1.5,0.0930777975477943,0.0006303236854252436,5.200902934537246,85,109,2.3154281579376765,2.1510195074903038e-05,0.3130112398278713,0.8529520551620413,0.17239883994420177,0.08565603377711926,15.303750750952592,537.6697518224854,0.00019508626242802817,-2.7099358250497017e-06,0.00014890308088220044,0.10416666666666667,768.0,64.0,0.00012119504889035716,0.001,-0.0141459486502728,0.6223958333333334,1.0,64,768,-0.00013091570575834337,0.00066495919708137,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.06094159558415413, 'median': 0.07827797532081604, 'std': 0.03678829222917557, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 518, 'n_max': 1}",0.5,stage1_core,,,,,
0.0007013264435163958,1.4950272648035077,0.6273878583085332,4.0,0.15840183565998486,0.0010726986613542994,6.379232505643341,85,109,3.21259322832521,1.3651274501924604e-05,0.379465475259809,0.9141306625145325,0.09393551819962323,0.15123172933892512,19.975955983184633,523.2541280099919,0.00019260332499185421,-2.6374272461130483e-06,0.00014787657218598768,0.12632696390658174,942.0,115.0,0.00016815481492567396,0.001,0.05421275305247986,0.8747346072186837,1.0,115,942,-0.0011207450082903769,0.0002069386730024187,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.07916989922523499, 'median': 0.07742035388946533, 'std': 0.013634171336889267, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 6, 'n_max': 1}",0.8,stage1_core,,,,,
0.07333109238511289,0.7416133966319884,0.28388205446851267,4.0,0.10087060672746523,0.0006830966595539407,4.577878103837472,81,109,2.850784372230887,9.994210736663511e-06,0.2800043375059419,0.8589292569653908,0.16424023502589055,0.09318226189799882,19.24058006802137,577.2014801108745,0.00018011705538958215,-2.9176891015059343e-06,0.00012951868572127497,0.09319526627218935,676.0,60.0,0.00014921687385719708,0.001,-0.018294379647762204,0.8298816568047337,1.0,60,676,-0.001374643935681963,0.012607941846349573,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.07470989972352982, 'median': 0.07562732696533203, 'std': 0.021153438836336136, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 111, 'n_max': 1}",0.5,stage1_core,,,,,
0.02040062223408014,0.5795879454372357,0.5273310634181588,2.5,0.07419538232573314,0.0005024517990455969,3.9616252821670432,80,109,2.423078271808681,2.5295289826532397e-05,0.3801691805752365,0.8051056876293843,0.2420729543527107,0.06614886313055486,16.03652490185453,444.747716208815,0.00018778430315108058,-3.278465139113048e-06,0.00020203840619248523,0.1264957264957265,585.0,51.0,0.0001268297133773216,0.001,-0.005747186611571581,0.676923076923077,1.0,51,585,0.0012760746627782224,0.00574522761875489,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.06816261261701584, 'median': 0.07594073563814163, 'std': 0.030692117288708687, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 246, 'n_max': 1}",0.4,stage1_core,,,,,
0.07619355197853012,1.1446699536383442,0.4877419212247247,4.0,0.08670905462117318,0.0005871945008205859,3.8939051918735896,80,109,2.8809985435260517,1.5709595810098342e-05,0.3240303259220064,0.8341468281763393,0.19882970985606763,0.07883216150436104,17.74261111570706,512.3249230554223,0.00019835304071386117,-3.5328585728752143e-06,0.00016831208833697806,0.10782608695652174,575.0,48.0,0.00015079835586290986,0.001,-0.02777341863945412,0.7617391304347826,1.0,48,575,0.00394104833877909,0.016350963631073124,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.07593154162168503, 'median': 0.08155828714370728, 'std': 0.028374813497066498, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 176, 'n_max': 1}",0.4,stage1_core,,,,,
0.00011074192364734378,1.0579962242407714,0.11547719079643529,1.0,0.10044603037103857,0.0006802214246345727,5.092550790067721,85,109,2.551886590063834,2.396509826685378e-05,0.30785534713304297,0.8256730219350449,0.21113318884563156,0.09080530429445668,14.416899570073404,494.90705159856867,0.000231377932600909,-3.987653144251998e-06,0.00020086692480420502,0.1023936170212766,752.0,51.0,0.00013357184889765768,0.001,0.07968421303716808,0.5784574468085106,1.0,51,752,-0.00015264527309070811,0.0007257321975498059,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.0669475719332695, 'median': 0.08412513136863708, 'std': 0.042112477123737335, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 542, 'n_max': 1}",0.5,stage1_core,,,,,
0.00017829872767263357,1.9168086729761105,0.5987091752006187,1.5,0.0924109845325895,0.0006258080216653918,5.200902934537246,85,109,2.2988403392294425,2.3272782984307128e-05,0.3209647152807861,0.8442917532305055,0.18442469226272729,0.08456389923102452,14.52636494936045,437.79349862552874,0.00020628630577026278,-3.585877258618559e-06,0.0001941323106110581,0.10677083333333333,768.0,59.0,0.00012032680277680925,0.001,0.008308658609796753,0.5846354166666666,1.0,59,768,-0.00013194609368140316,0.0006785436312844284,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.06293307989835739, 'median': 0.08072681725025177, 'std': 0.039849281311035156, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 553, 'n_max': 1}",0.5,stage1_core,,,,,
0.036934096490215375,1.8455799358954352,0.0104610684306242,3.0,0.07905732657403927,0.0005353769293952998,3.9616252821670432,79,109,2.5818600058941708,1.3289113071190961e-05,0.3390121388575794,0.8283541755717863,0.20721308528412025,0.07160229109176589,16.97711251640275,479.17267190266085,0.00018553315865650226,-3.2418072997489287e-06,0.00017024435227578965,0.11282051282051282,585.0,51.0,0.00013514072918639192,0.001,-0.015384621578878686,0.7299145299145299,1.0,51,585,0.002148103275117084,0.009507711491456128,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.0711345225572586, 'median': 0.07656924426555634, 'std': 0.028333738446235657, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 193, 'n_max': 1}",0.4,stage1_core,,,,,
0.005738138492590931,1.991253748518257,0.7257969369244044,1.0,0.1270699078726943,0.0008605185634719704,5.729119638826186,84,109,2.869582956500531,1.3048531381731898e-05,0.3231049728658284,0.9194539599124271,0.08760203729531436,0.12169444396024821,20.288195058631622,593.7091659189821,0.0001699389801980006,-2.4362306319107102e-06,0.00012359727023008479,0.10756501182033097,846.0,88.0,0.00015020083672895307,0.001,0.02388675434014003,0.8853427895981087,1.0,88,846,-0.0015172143558630613,0.0006965644598315894,False,"{'base_size': 0.05, 'rank_multiplier': 0.1, 'max_position': 0.15000000000000002, 'position_hard_cap': 0.2, 'sizing_formula': 'linear', 'squash_fn': 'tanh', 'squash_k': 1.0, 'avg': 0.07228194177150726, 'median': 0.07119590044021606, 'std': 0.013628578744828701, 'min': 0.0, 'max': 0.15000000596046448, 'n_zero': 39, 'n_max': 1}",0.7,stage1_core,,,,,
