fold_id,seed,group,gain,split
0,42,location,4.3486137,5.0
0,42,regime,3.154418,4.0
1,42,location,39.256252,46.0
1,42,regime,22.981213,27.0
2,42,location,41.010212,53.0
2,42,regime,27.873594,38.0
