canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_low<=-1.0649617&loc_range_pos_24<=-1.0469007&loc_vwap_dev_z_48<=0.69341886)|(variance_ratio_10_48>-1.6900696),4,4,location|regime,volatility,context|liquidity,context|liquidity|volatility
(*)|(dist_prior_day_low<=-0.35787886&dist_rolling_7d_high<=-0.00000000000000000000000000000000001&loc_range_pos_24>-1.0469007&loc_vwap_dev_z_48<=0.69341886)|(variance_ratio_10_48>-1.0121434),5,5,location|regime,volatility,context|liquidity,context|liquidity|volatility
(*)|(dist_prior_day_low>-0.35787886&dist_rolling_7d_high<=-0.00000000000000000000000000000000001&loc_range_pos_24>-1.0469007&loc_vwap_dev_z_48<=0.69341886)|(variance_ratio_10_48>-1.0121434),5,5,location|regime,volatility,context|liquidity,context|liquidity|volatility
(*)|(dist_rolling_7d_high>-0.00000000000000000000000000000000001&loc_range_pos_24>-1.0469007&loc_vwap_dev_z_48<=0.69341886)|(direction_entropy_20<=0.12514646&variance_ratio_10_48>-1.0121434),5,5,location|regime,path_structure|volatility,context|liquidity,context|liquidity|path_structure|volatility
(*)|(loc_vwap_dev_z_48>0.69341886)|(up_down_return_mass_ratio_tanh<=1.1416235),2,2,location|regime,path_structure,liquidity,liquidity|path_structure
(*)|(loc_vwap_dev_z_48>0.69341886)|(up_down_return_mass_ratio_tanh>1.1416235),2,2,location|regime,path_structure,liquidity,liquidity|path_structure
(*)|(dist_ma100_atr>-1.669238&loc_pullback_depth_48<=-0.28244081&loc_session_pos_24<=-0.32879308&loc_swing_range_pos_48>-1.0140972)|(bars_since_ema20_ema50_cross_log_norm<=0.045477755&direction_entropy_20<=1.8593358),6,6,location|regime,path_structure|trend,context|path_structure,context|path_structure|trend
(*)|(dist_ma100_atr>-1.669238&loc_pullback_depth_48>-0.28244081&loc_swing_range_pos_48>-1.0140972)|(bars_since_ema20_ema50_cross_log_norm<=0.045477755&direction_entropy_20<=1.8593358&ema50_slope<=-0.14596306),6,6,location|regime,path_structure|trend,context|path_structure,context|path_structure|trend
(*)|(dist_ma100_atr>-1.669238&loc_pullback_depth_48>-0.28244081&loc_swing_range_pos_48>-1.0140972)|(bars_since_ema20_ema50_cross_log_norm<=0.045477755&direction_entropy_20<=1.8593358&ema50_slope>-0.14596306),6,6,location|regime,path_structure|trend,context|path_structure,context|path_structure|trend
(*)|(dist_ma100_atr>-1.669238&dist_prior_day_high>0.10297821&loc_range_pos_48>1.2301213&loc_swing_range_pos_48>-1.0140972)|(bars_since_ema20_ema50_cross_log_norm>0.045477755&direction_entropy_20<=1.8593358),6,6,location|regime,path_structure|trend,context,context|path_structure|trend
