fold_id,seed,regime_family,gain,split
0,42,path_structure,0.910028,2.0
0,42,volatility,2.24439,2.0
1,42,compression,1.39102,1.0
1,42,context,0.383748,1.0
1,42,liquidity,5.047877,4.0
1,42,momentum,0.420375,2.0
1,42,path_structure,5.22924,3.0
1,42,trend,3.397277,4.0
1,42,volatility,2.6098049,6.0
1,42,volatility_term_structure,4.501871,6.0
2,42,compression,2.1801865,5.0
2,42,context,0.174407,1.0
2,42,liquidity,5.718917,10.0
2,42,path_structure,6.464422,9.0
2,42,trend,3.6400728,4.0
2,42,volatility,7.381416,6.0
2,42,volatility_term_structure,2.3141718,3.0
