fold_id,seed,group,used_feature_count,split_count
0,42,location,47,918
0,42,regime,99,2106
1,42,location,38,214
1,42,regime,82,342
2,42,location,3,3
2,42,regime,6,6
3,42,location,47,1019
3,42,regime,99,2099
4,42,location,47,980
4,42,regime,99,1856
