feature_name,group,usage_count
asset_atr_level_pct,regime,393
range_24h_pct,regime,361
dist_prior_day_high,location,304
up_down_semivol_ratio_tanh,regime,303
return_autocorr_48,regime,292
dist_rolling_7d_high,location,286
price_trend_15d_vol_norm,regime,276
loc_bb_channel_pos_48,location,259
price_rv_7d_robust_z,regime,253
price_trend_10d_vol_norm,regime,238
zscore_price_200,location,216
bars_in_high_vol_state_log_norm,location,169
oiw_z_delta_entry_dist_14d_atr,location,165
oi_value_log_7d_robust_z,regime,158
price_rv_15d_robust_z,regime,147
compression_score,regime,147
dist_funding_pressure_price_12h_atr,location,147
price_trend_7d_vol_norm,regime,136
dist_ema200_atr,location,131
loc_swing_range_pos_48,location,123
oi_value_log_1d_robust_z,regime,122
variance_ratio_10_48,regime,121
asset_funding_rate_abs_mean_7d,regime,118
pullback_depth,location,118
oi_expansion_compression_balance_24h,regime,117
asset_vol_level_pct,regime,113
prior_volatility,regime,107
oiw_entry_zone_1d_atr,regime,106
dist_oiw_abs_delta_12h_atr,location,105
rolling_range_20,regime,103
oiw_pos_delta_entry_dist_14d_atr,location,101
amihud_illiq,regime,101
funding_persistence,regime,99
loc_swing_range_pos_24,location,99
loc_pullback_depth_48,location,97
oiw_z_delta_entry_dist_7d_atr,location,96
oi_vol_15d_robust_z,regime,92
atr_compression_ratio,regime,92
compression_ratio,regime,89
funding_vol_10d_robust_z,regime,88
dist_local_swing,location,87
loc_session_pos_24,location,86
volume_zscore_48h,regime,83
spectral_entropy_ret_24,regime,83
loc_session_pos_48,location,82
price_rv_10d_robust_z,regime,81
xasset_funding_ts_resid,regime,80
funding_vol_7d_robust_z,regime,80
log_oi_to_volume_1d,regime,80
funding_mean_10d_robust_z,regime,78
oi_expansion_compression_balance_96h,regime,77
loc_range_pos_48,location,77
loc_prev_week_range_pos_48,location,76
dist_funding_pressure_price_96h_atr,regime,75
leverage_build_score,regime,75
efficiency_ratio_20,regime,73
asset_funding_rate_mean_7d,regime,72
donchian_zone_1d_atr,regime,67
up_down_return_mass_ratio_tanh,regime,66
oi_rank,regime,65
atr_percentile,regime,65
direction_entropy_20,regime,64
funding_mean_15d_robust_z,regime,62
asset_funding_rate_mean_3d,regime,62
prior_range,regime,60
dist_oiw_z_delta_96h_atr,regime,59
oi_trend_7d_robust_z,regime,59
volume_autocorr_48,regime,59
dist_oiw_intensity_96h_atr,regime,57
xasset_asset_minus_basket_fund_z,regime,54
loc_prev_week_range_pos_24,location,54
trend_acceleration,regime,53
oi_vol_7d_robust_z,regime,52
dist_range_mid_atr,location,52
asset_minus_mkt_oi_1d_peer_resid,regime,52
leverage_build,regime,52
zscore_price_50,location,51
asset_funding_rate_mean_15d,regime,50
xasset_asset_minus_mkt_funding,regime,49
asset_minus_mkt_oi_1d,regime,48
funding_vol_15d_robust_z,regime,47
funding_z,regime,45
oiw_intensity_entry_dist_7d_atr,location,44
range_expansion_ratio,regime,44
loc_pullback_depth_24,location,43
choppiness_index_20,regime,42
funding_per_hour_z,regime,41
asset_funding_z,regime,41
oi_value_z_90d,regime,39
fund_rate_z_14d,regime,38
ema50_slope,regime,36
oi_vol_10d_robust_z,regime,35
volume_trend_48,regime,35
oi_to_volume_1d_z_90d,regime,35
rvol_z_peer_resid,regime,34
true_range_percentile,regime,34
dist_ma100_atr,location,34
loc_ema_stack_pos_48,location,33
oi_value_z_30d,regime,32
grind_score_surprise,regime,32
funding_mean_7d_robust_z,regime,32
oi_trend_10d_robust_z,regime,31
oiw_pos_delta_entry_dist_7d_atr,location,31
log_oi_to_volume_7d,regime,30
oi_z,regime,29
oiw_z_delta_entry_dist_1d_atr,location,27
loc_bb_channel_pos_24,location,27
asset_minus_mkt_oi_7d,regime,26
oiw_pos_delta_entry_dist_1d_atr,location,25
fund_abs_z_mkt_resid,regime,25
loc_initial_balance_pos_24,location,25
bollinger_band_width,regime,25
vol_z_peer_resid,regime,25
asset_minus_mkt_oi_1d_z_90d,regime,24
loc_prior_bar_pos_24,location,24
distance_to_ema,location,23
funding_per_hour,regime,23
ema_slope_norm,regime,22
dist_prior_day_low,location,22
dist_oiw_signed_delta_12h_atr,location,22
loc_range_pos_24,location,21
loc_prior_bar_pos_48,location,21
dist_ema50_atr,location,21
loc_ema_stack_pos_24,location,20
loc_initial_balance_pos_48,location,19
cs_rank_oi_value_z_30d,regime,19
dist_ema20_atr,location,18
funding_abs_z,regime,17
exh_qual_surprise,regime,16
range_per_funding_abs_z_24h,regime,16
funding_per_hour_mkt_resid,regime,15
loc_prev_day_range_pos_24,location,15
funding_rank_30d,regime,14
spike_score_surprise,regime,13
loc_prev_day_range_pos_48,location,13
volume_entropy_24,regime,12
volume_price_corr_ts_resid,regime,12
loc_pivot_ladder_pos_48,location,12
funding_rate,regime,11
funding_1d_chg_peer_resid,regime,11
volume_percentile,regime,11
overext_surprise,regime,9
loc_pivot_ladder_pos_24,location,9
funding_mom_w,regime,8
oiw_intensity_entry_dist_1d_atr,location,7
xasset_funding_peer_resid,regime,6
