fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,oi_expansion_compression_balance_24h,regime,perp_tradeability,perp_tradeability,213.0601,37.0
0,42,dist_ema20_atr,location,,context,69.337074,15.0
0,42,oiw_entry_zone_1d_atr,regime,perp_tradeability,perp_tradeability,136.71516,23.0
0,42,dist_ema50_atr,location,,context,81.84651,7.0
0,42,donchian_zone_1d_atr,regime,perp_tradeability,perp_tradeability,120.1689,18.0
0,42,dist_ema200_atr,location,,context,224.4869,28.0
0,42,dist_oiw_intensity_96h_atr,regime,perp_tradeability,perp_tradeability,149.96289,36.0
0,42,oiw_pos_delta_entry_dist_1d_atr,location,,open_interest_location,12.5986805,3.0
0,42,dist_oiw_z_delta_96h_atr,regime,perp_tradeability,perp_tradeability,169.57834,41.0
0,42,oiw_intensity_entry_dist_1d_atr,location,,open_interest_location,11.357858,3.0
0,42,oi_expansion_compression_balance_96h,regime,perp_tradeability,perp_tradeability,88.563835,21.0
0,42,oiw_z_delta_entry_dist_1d_atr,location,,open_interest_location,27.584227,6.0
0,42,dist_funding_pressure_price_96h_atr,regime,perp_tradeability,perp_tradeability,234.49954,50.0
0,42,dist_oiw_signed_delta_12h_atr,location,,open_interest_location,18.84162,7.0
0,42,dist_oiw_abs_delta_12h_atr,location,,open_interest_location,82.69019,15.0
0,42,dist_funding_pressure_price_12h_atr,location,,open_interest_location,184.49269,39.0
0,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,569.72815,70.0
0,42,oiw_pos_delta_entry_dist_7d_atr,location,,open_interest_location,56.47669,10.0
0,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,285.14908,41.0
0,42,oiw_pos_delta_entry_dist_14d_atr,location,,open_interest_location,102.24323,23.0
0,42,amihud_illiq,regime,liquidity,liquidity,242.11095,47.0
0,42,oiw_intensity_entry_dist_7d_atr,location,,open_interest_location,85.850174,20.0
0,42,asset_atr_level_pct,regime,asset_state,asset_state,1311.5529,53.0
0,42,oiw_z_delta_entry_dist_7d_atr,location,,open_interest_location,162.39784,24.0
0,42,asset_funding_rate_abs_mean_7d,regime,perp_tradeability,perp_tradeability,106.146286,22.0
0,42,oiw_z_delta_entry_dist_14d_atr,location,,open_interest_location,169.64449,24.0
0,42,asset_funding_rate_mean_15d,regime,perp_tradeability,perp_tradeability,103.79532,21.0
0,42,dist_prior_day_high,location,,context,1319.2511,52.0
0,42,asset_funding_rate_mean_3d,regime,perp_tradeability,perp_tradeability,105.58687,18.0
0,42,dist_prior_day_low,location,,context,53.698055,13.0
0,42,asset_funding_rate_mean_7d,regime,perp_tradeability,perp_tradeability,201.38364,30.0
0,42,dist_rolling_7d_high,location,,context,815.1711,63.0
